Point ID,Easting,Northing,Elevation,H. Precision,V. Precision,PDOP,Sats,Datetime,Timestamp
nor3-25,245657.564,5182502.119,90.277,0.011,0.023,1.25,23.0,2023-07-25 14:50:40,1690296640
nor3-26,245657.564,5182502.12,90.277,0.011,0.023,1.25,23.0,2023-07-25 14:50:41,1690296641
nor3-27,245657.564,5182502.12,90.278,0.011,0.023,1.25,23.0,2023-07-25 14:50:42,1690296642
nor3-28,245657.563,5182502.117,90.282,0.011,0.023,1.25,23.0,2023-07-25 14:50:43,1690296643
nor3-29,245657.565,5182502.119,90.28,0.012,0.023,1.25,23.0,2023-07-25 14:50:44,1690296644
nor3-30,245657.567,5182502.117,90.28,0.012,0.023,1.25,23.0,2023-07-25 14:50:45,1690296645
nor3-31,245657.567,5182502.118,90.284,0.012,0.023,1.25,23.0,2023-07-25 14:50:46,1690296646
nor3-32,245657.565,5182502.117,90.285,0.012,0.023,1.25,23.0,2023-07-25 14:50:47,1690296647
nor3-33,245657.564,5182502.118,90.28,0.012,0.023,1.25,23.0,2023-07-25 14:50:48,1690296648
nor3-34,245657.565,5182502.122,90.286,0.012,0.023,1.25,23.0,2023-07-25 14:50:49,1690296649
nor3-35,245657.567,5182502.121,90.275,0.012,0.023,1.25,23.0,2023-07-25 14:50:50,1690296650
nor3-36,245657.568,5182502.121,90.278,0.012,0.023,1.25,23.0,2023-07-25 14:50:51,1690296651
nor3-37,245657.565,5182502.121,90.281,0.012,0.023,1.25,23.0,2023-07-25 14:50:52,1690296652
nor3-38,245657.563,5182502.119,90.283,0.012,0.023,1.25,23.0,2023-07-25 14:50:53,1690296653
nor3-39,245657.566,5182502.12,90.289,0.012,0.023,1.249,23.0,2023-07-25 14:50:54,1690296654
nor3-40,245657.567,5182502.121,90.288,0.012,0.023,1.249,23.0,2023-07-25 14:50:55,1690296655
nor3-41,245657.565,5182502.121,90.284,0.012,0.023,1.249,23.0,2023-07-25 14:50:56,1690296656
nor3-42,245657.563,5182502.122,90.289,0.012,0.023,1.249,23.0,2023-07-25 14:50:57,1690296657
nor3-43,245657.566,5182502.12,90.287,0.012,0.022,1.249,23.0,2023-07-25 14:50:58,1690296658
nor3-44,245657.565,5182502.119,90.278,0.012,0.022,1.249,23.0,2023-07-25 14:50:59,1690296659
nor3-45,245657.565,5182502.12,90.285,0.012,0.022,1.249,23.0,2023-07-25 14:51:00,1690296660
nor3-46,245657.563,5182502.121,90.279,0.012,0.022,1.249,23.0,2023-07-25 14:51:01,1690296661
nor3-47,245657.562,5182502.119,90.283,0.012,0.022,1.249,23.0,2023-07-25 14:51:02,1690296662
nor3-48,245657.561,5182502.123,90.281,0.012,0.022,1.249,23.0,2023-07-25 14:51:03,1690296663
nor3-49,245657.562,5182502.118,90.283,0.012,0.023,1.249,23.0,2023-07-25 14:51:04,1690296664
nor3-50,245657.565,5182502.116,90.283,0.012,0.022,1.249,23.0,2023-07-25 14:51:05,1690296665
nor3-51,245657.563,5182502.121,90.277,0.012,0.022,1.249,23.0,2023-07-25 14:51:06,1690296666
nor3-52,245657.566,5182502.12,90.284,0.012,0.022,1.249,23.0,2023-07-25 14:51:07,1690296667
nor3-53,245657.56,5182502.118,90.278,0.012,0.022,1.249,23.0,2023-07-25 14:51:08,1690296668
nor3-54,245657.564,5182502.12,90.283,0.012,0.022,1.249,23.0,2023-07-25 14:51:09,1690296669
nor3-55,245657.563,5182502.121,90.28,0.012,0.022,1.249,23.0,2023-07-25 14:51:10,1690296670
nor3-56,245657.565,5182502.12,90.283,0.012,0.022,1.249,24.0,2023-07-25 14:51:11,1690296671
nor3-57,245657.561,5182502.116,90.288,0.012,0.022,1.18,24.0,2023-07-25 14:51:12,1690296672
nor3-58,245657.565,5182502.118,90.291,0.012,0.022,1.18,24.0,2023-07-25 14:51:13,1690296673
nor3-59,245657.561,5182502.12,90.287,0.012,0.022,1.18,24.0,2023-07-25 14:51:14,1690296674
nor3-60,245657.561,5182502.12,90.289,0.012,0.022,1.18,24.0,2023-07-25 14:51:15,1690296675
nor3-61,245657.561,5182502.121,90.284,0.012,0.022,1.18,24.0,2023-07-25 14:51:16,1690296676
nor3-62,245657.563,5182502.119,90.287,0.012,0.022,1.18,24.0,2023-07-25 14:51:17,1690296677
nor3-63,245657.562,5182502.12,90.278,0.012,0.022,1.18,24.0,2023-07-25 14:51:18,1690296678
nor3-64,245657.564,5182502.119,90.284,0.012,0.022,1.18,24.0,2023-07-25 14:51:19,1690296679
nor3-65,245657.563,5182502.118,90.273,0.012,0.022,1.18,24.0,2023-07-25 14:51:20,1690296680
nor3-66,245657.565,5182502.117,90.281,0.012,0.022,1.18,24.0,2023-07-25 14:51:21,1690296681
nor3-67,245657.562,5182502.12,90.282,0.012,0.022,1.18,23.0,2023-07-25 14:51:22,1690296682
nor3-68,245657.562,5182502.12,90.283,0.012,0.022,1.18,23.0,2023-07-25 14:51:23,1690296683
nor3-69,245657.561,5182502.122,90.285,0.012,0.022,1.248,23.0,2023-07-25 14:51:24,1690296684
nor3-70,245657.561,5182502.12,90.287,0.012,0.022,1.248,23.0,2023-07-25 14:51:25,1690296685
nor3-71,245657.558,5182502.119,90.281,0.012,0.022,1.248,23.0,2023-07-25 14:51:26,1690296686
nor3-72,245657.566,5182502.118,90.297,0.012,0.024,1.248,23.0,2023-07-25 14:51:27,1690296687
nor3-73,245657.565,5182502.118,90.29,0.013,0.024,1.248,22.0,2023-07-25 14:51:28,1690296688
nor3-74,245657.566,5182502.122,90.288,0.013,0.024,1.248,22.0,2023-07-25 14:51:29,1690296689
nor3-75,245657.567,5182502.119,90.296,0.013,0.024,1.248,22.0,2023-07-25 14:51:30,1690296690
nor3-76,245657.566,5182502.12,90.297,0.013,0.024,1.248,22.0,2023-07-25 14:51:31,1690296691
nor3-77,245657.564,5182502.117,90.292,0.013,0.024,1.248,22.0,2023-07-25 14:51:32,1690296692
nor3-78,245657.567,5182502.12,90.293,0.013,0.025,1.248,23.0,2023-07-25 14:51:33,1690296693
nor3-79,245657.565,5182502.12,90.288,0.013,0.024,1.179,23.0,2023-07-25 14:51:34,1690296694
nor3-80,245657.565,5182502.118,90.291,0.013,0.025,1.179,23.0,2023-07-25 14:51:35,1690296695
nor3-81,245657.563,5182502.12,90.293,0.013,0.025,1.179,23.0,2023-07-25 14:51:36,1690296696
nor3-82,245657.565,5182502.117,90.296,0.013,0.025,1.179,23.0,2023-07-25 14:51:37,1690296697
nor3-83,245657.565,5182502.117,90.287,0.013,0.025,1.179,23.0,2023-07-25 14:51:38,1690296698
nor3-84,245657.563,5182502.12,90.286,0.013,0.025,1.179,23.0,2023-07-25 14:51:39,1690296699
nor3-85,245657.564,5182502.118,90.286,0.013,0.025,1.179,23.0,2023-07-25 14:51:40,1690296700
nor3-86,245657.566,5182502.118,90.286,0.013,0.025,1.179,23.0,2023-07-25 14:51:41,1690296701
nor3-87,245657.565,5182502.119,90.284,0.013,0.025,1.179,23.0,2023-07-25 14:51:42,1690296702
nor3-88,245657.562,5182502.119,90.288,0.013,0.025,1.179,23.0,2023-07-25 14:51:43,1690296703
nor3-89,245657.563,5182502.116,90.288,0.013,0.024,1.179,23.0,2023-07-25 14:51:44,1690296704
nor3-90,245657.566,5182502.115,90.294,0.013,0.024,1.179,23.0,2023-07-25 14:51:45,1690296705
nor3-91,245657.566,5182502.116,90.287,0.012,0.022,1.247,23.0,2023-07-25 14:51:46,1690296706
nor3-92,245657.566,5182502.116,90.288,0.012,0.022,1.247,23.0,2023-07-25 14:51:47,1690296707
nor3-93,245657.565,5182502.121,90.281,0.012,0.024,1.247,23.0,2023-07-25 14:51:48,1690296708
nor3-94,245657.568,5182502.118,90.292,0.012,0.024,1.247,22.0,2023-07-25 14:51:49,1690296709
nor3-95,245657.567,5182502.117,90.283,0.012,0.024,1.247,22.0,2023-07-25 14:51:50,1690296710
nor3-96,245657.568,5182502.118,90.285,0.012,0.024,1.247,22.0,2023-07-25 14:51:51,1690296711
nor3-97,245657.566,5182502.119,90.286,0.013,0.024,1.247,22.0,2023-07-25 14:51:52,1690296712
nor3-98,245657.565,5182502.119,90.288,0.013,0.024,1.247,23.0,2023-07-25 14:51:53,1690296713
nor3-99,245657.566,5182502.12,90.281,0.013,0.024,1.247,23.0,2023-07-25 14:51:54,1690296714
nor3-100,245657.569,5182502.118,90.293,0.013,0.025,1.247,23.0,2023-07-25 14:51:55,1690296715
nor3-101,245657.563,5182502.119,90.281,0.012,0.023,1.246,23.0,2023-07-25 14:51:56,1690296716
nor3-102,245657.563,5182502.118,90.282,0.012,0.023,1.246,23.0,2023-07-25 14:51:57,1690296717
nor3-103,245657.564,5182502.119,90.288,0.012,0.023,1.246,23.0,2023-07-25 14:51:58,1690296718
nor3-104,245657.565,5182502.12,90.283,0.012,0.023,1.246,23.0,2023-07-25 14:51:59,1690296719
nor3-105,245657.56,5182502.121,90.281,0.012,0.023,1.246,23.0,2023-07-25 14:52:00,1690296720
nor3-106,245657.565,5182502.118,90.284,0.012,0.023,1.246,23.0,2023-07-25 14:52:01,1690296721
nor3-107,245657.566,5182502.121,90.287,0.013,0.023,1.246,23.0,2023-07-25 14:52:02,1690296722
nor3-108,245657.562,5182502.122,90.282,0.013,0.024,1.246,23.0,2023-07-25 14:52:03,1690296723
nor3-109,245657.564,5182502.122,90.283,0.013,0.024,1.246,23.0,2023-07-25 14:52:04,1690296724
nor3-110,245657.562,5182502.122,90.281,0.013,0.024,1.246,23.0,2023-07-25 14:52:05,1690296725
nor3-111,245657.564,5182502.12,90.29,0.014,0.026,1.246,23.0,2023-07-25 14:52:06,1690296726
nor3-112,245657.561,5182502.122,90.282,0.014,0.026,1.246,22.0,2023-07-25 14:52:07,1690296727
nor3-113,245657.565,5182502.123,90.288,0.014,0.026,1.246,22.0,2023-07-25 14:52:08,1690296728
nor3-114,245657.563,5182502.121,90.291,0.014,0.026,1.246,22.0,2023-07-25 14:52:09,1690296729
nor3-115,245657.567,5182502.118,90.295,0.014,0.026,1.246,22.0,2023-07-25 14:52:10,1690296730
nor3-116,245657.564,5182502.124,90.293,0.014,0.026,1.246,22.0,2023-07-25 14:52:11,1690296731
nor3-117,245657.567,5182502.125,90.293,0.014,0.026,1.246,23.0,2023-07-25 14:52:12,1690296732
nor3-118,245657.567,5182502.123,90.296,0.014,0.026,1.246,23.0,2023-07-25 14:52:13,1690296733
nor3-119,245657.563,5182502.123,90.285,0.013,0.023,1.246,23.0,2023-07-25 14:52:14,1690296734
nor3-120,245657.563,5182502.123,90.28,0.013,0.024,1.246,23.0,2023-07-25 14:52:15,1690296735
nor3-121,245657.562,5182502.122,90.281,0.013,0.023,1.246,23.0,2023-07-25 14:52:16,1690296736
nor3-122,245657.562,5182502.124,90.278,0.013,0.023,1.246,23.0,2023-07-25 14:52:17,1690296737
nor3-123,245657.558,5182502.124,90.28,0.013,0.024,1.245,22.0,2023-07-25 14:52:18,1690296738
nor3-124,245657.56,5182502.123,90.281,0.013,0.024,1.245,22.0,2023-07-25 14:52:19,1690296739
nor3-125,245657.561,5182502.121,90.292,0.014,0.029,1.282,23.0,2023-07-25 14:52:20,1690296740
nor3-126,245657.564,5182502.121,90.29,0.014,0.03,1.282,21.0,2023-07-25 14:52:21,1690296741
nor3-127,245657.566,5182502.121,90.307,0.014,0.029,1.42,22.0,2023-07-25 14:52:22,1690296742
nor3-128,245657.564,5182502.123,90.296,0.014,0.028,1.42,21.0,2023-07-25 14:52:23,1690296743
nor3-129,245657.565,5182502.119,90.301,0.014,0.03,1.245,21.0,2023-07-25 14:52:24,1690296744
nor3-130,245657.567,5182502.119,90.3,0.014,0.029,1.245,22.0,2023-07-25 14:52:25,1690296745
nor3-131,245657.564,5182502.119,90.292,0.014,0.028,1.245,22.0,2023-07-25 14:52:26,1690296746
nor3-132,245657.564,5182502.116,90.299,0.014,0.028,1.245,22.0,2023-07-25 14:52:27,1690296747
nor3-133,245657.563,5182502.119,90.301,0.013,0.027,1.245,22.0,2023-07-25 14:52:28,1690296748
nor3-134,245657.564,5182502.118,90.287,0.013,0.027,1.245,22.0,2023-07-25 14:52:29,1690296749
nor3-135,245657.565,5182502.125,90.293,0.014,0.027,1.245,22.0,2023-07-25 14:52:30,1690296750
nor3-136,245657.565,5182502.119,90.291,0.013,0.027,1.245,22.0,2023-07-25 14:52:31,1690296751
nor3-137,245657.565,5182502.119,90.283,0.014,0.026,1.245,22.0,2023-07-25 14:52:32,1690296752
nor3-138,245657.568,5182502.117,90.279,0.013,0.026,1.245,22.0,2023-07-25 14:52:33,1690296753
nor3-139,245657.569,5182502.121,90.283,0.014,0.026,1.245,22.0,2023-07-25 14:52:34,1690296754
nor3-140,245657.567,5182502.122,90.27,0.014,0.026,1.245,22.0,2023-07-25 14:52:35,1690296755
nor3-141,245657.566,5182502.121,90.279,0.014,0.026,1.245,22.0,2023-07-25 14:52:36,1690296756
nor3-142,245657.566,5182502.123,90.279,0.014,0.026,1.245,22.0,2023-07-25 14:52:37,1690296757
nor3-143,245657.567,5182502.123,90.283,0.014,0.026,1.244,22.0,2023-07-25 14:52:38,1690296758
nor3-144,245657.566,5182502.122,90.282,0.014,0.026,1.244,22.0,2023-07-25 14:52:39,1690296759
nor3-145,245657.566,5182502.12,90.284,0.014,0.026,1.244,22.0,2023-07-25 14:52:40,1690296760
nor3-146,245657.565,5182502.124,90.281,0.014,0.027,1.244,22.0,2023-07-25 14:52:41,1690296761
nor3-147,245657.564,5182502.121,90.277,0.014,0.026,1.244,22.0,2023-07-25 14:52:42,1690296762
nor3-148,245657.565,5182502.124,90.275,0.014,0.027,1.244,22.0,2023-07-25 14:52:43,1690296763
nor3-149,245657.565,5182502.121,90.277,0.014,0.027,1.244,22.0,2023-07-25 14:52:44,1690296764
nor3-150,245657.564,5182502.122,90.281,0.014,0.027,1.244,22.0,2023-07-25 14:52:45,1690296765
nor3-151,245657.564,5182502.122,90.284,0.014,0.027,1.244,22.0,2023-07-25 14:52:46,1690296766
nor3-152,245657.564,5182502.119,90.279,0.014,0.026,1.244,23.0,2023-07-25 14:52:47,1690296767
nor3-153,245657.567,5182502.119,90.289,0.014,0.026,1.244,23.0,2023-07-25 14:52:48,1690296768
nor3-154,245657.565,5182502.124,90.282,0.014,0.026,1.244,23.0,2023-07-25 14:52:49,1690296769
nor3-155,245657.564,5182502.124,90.282,0.013,0.024,1.244,23.0,2023-07-25 14:52:50,1690296770
nor3-156,245657.564,5182502.125,90.29,0.013,0.024,1.244,23.0,2023-07-25 14:52:51,1690296771
nor3-157,245657.564,5182502.122,90.284,0.013,0.024,1.244,23.0,2023-07-25 14:52:52,1690296772
nor3-158,245657.563,5182502.122,90.281,0.013,0.025,1.244,23.0,2023-07-25 14:52:53,1690296773
nor3-159,245657.563,5182502.122,90.286,0.013,0.024,1.244,23.0,2023-07-25 14:52:54,1690296774
nor3-160,245657.562,5182502.125,90.289,0.013,0.024,1.244,23.0,2023-07-25 14:52:55,1690296775
nor3-161,245657.565,5182502.126,90.292,0.013,0.024,1.244,23.0,2023-07-25 14:52:56,1690296776
nor3-162,245657.561,5182502.127,90.284,0.013,0.024,1.244,23.0,2023-07-25 14:52:57,1690296777
nor3-163,245657.563,5182502.121,90.281,0.013,0.024,1.244,23.0,2023-07-25 14:52:58,1690296778
nor3-164,245657.561,5182502.126,90.277,0.013,0.024,1.244,23.0,2023-07-25 14:52:59,1690296779
nor3-165,245657.563,5182502.119,90.281,0.013,0.024,1.243,24.0,2023-07-25 14:53:00,1690296780
nor3-166,245657.561,5182502.123,90.284,0.013,0.024,1.243,24.0,2023-07-25 14:53:01,1690296781
nor3-167,245657.562,5182502.124,90.285,0.013,0.024,1.176,24.0,2023-07-25 14:53:02,1690296782
nor3-168,245657.56,5182502.125,90.285,0.013,0.024,1.176,24.0,2023-07-25 14:53:03,1690296783
nor3-169,245657.558,5182502.123,90.281,0.013,0.024,1.176,23.0,2023-07-25 14:53:04,1690296784
nor3-170,245657.558,5182502.12,90.277,0.013,0.024,1.176,23.0,2023-07-25 14:53:05,1690296785
nor3-171,245657.556,5182502.119,90.28,0.014,0.024,1.243,23.0,2023-07-25 14:53:06,1690296786
nor3-172,245657.561,5182502.121,90.283,0.013,0.024,1.243,23.0,2023-07-25 14:53:07,1690296787
nor3-173,245657.56,5182502.123,90.278,0.013,0.024,1.243,23.0,2023-07-25 14:53:08,1690296788
nor3-174,245657.56,5182502.121,90.275,0.014,0.024,1.243,23.0,2023-07-25 14:53:09,1690296789
nor3-175,245657.56,5182502.122,90.279,0.013,0.024,1.243,23.0,2023-07-25 14:53:10,1690296790
nor3-176,245657.561,5182502.118,90.28,0.013,0.024,1.243,23.0,2023-07-25 14:53:11,1690296791
nor3-177,245657.561,5182502.118,90.275,0.013,0.024,1.243,23.0,2023-07-25 14:53:12,1690296792
nor3-178,245657.558,5182502.12,90.274,0.013,0.024,1.243,23.0,2023-07-25 14:53:13,1690296793
nor3-179,245657.561,5182502.121,90.283,0.013,0.024,1.243,23.0,2023-07-25 14:53:14,1690296794
nor3-180,245657.562,5182502.122,90.283,0.013,0.024,1.243,23.0,2023-07-25 14:53:15,1690296795
nor3-181,245657.559,5182502.122,90.283,0.013,0.024,1.243,23.0,2023-07-25 14:53:16,1690296796
nor3-182,245657.557,5182502.122,90.28,0.013,0.024,1.243,23.0,2023-07-25 14:53:17,1690296797
nor3-183,245657.556,5182502.119,90.283,0.014,0.025,1.243,23.0,2023-07-25 14:53:18,1690296798
nor3-184,245657.556,5182502.118,90.278,0.014,0.024,1.243,23.0,2023-07-25 14:53:19,1690296799
nor3-185,245657.558,5182502.122,90.278,0.014,0.025,1.242,23.0,2023-07-25 14:53:20,1690296800
nor3-186,245657.559,5182502.122,90.283,0.014,0.025,1.242,23.0,2023-07-25 14:53:21,1690296801
nor3-187,245657.56,5182502.118,90.282,0.014,0.025,1.242,23.0,2023-07-25 14:53:22,1690296802
nor3-188,245657.56,5182502.118,90.283,0.014,0.025,1.242,23.0,2023-07-25 14:53:23,1690296803
nor3-189,245657.559,5182502.118,90.28,0.014,0.025,1.242,23.0,2023-07-25 14:53:24,1690296804
nor3-190,245657.562,5182502.121,90.286,0.014,0.025,1.242,23.0,2023-07-25 14:53:25,1690296805
nor3-191,245657.558,5182502.125,90.281,0.014,0.025,1.242,23.0,2023-07-25 14:53:26,1690296806
nor3-192,245657.558,5182502.121,90.287,0.014,0.025,1.242,23.0,2023-07-25 14:53:27,1690296807
nor3-193,245657.556,5182502.118,90.281,0.014,0.025,1.242,23.0,2023-07-25 14:53:28,1690296808
nor3-194,245657.556,5182502.12,90.285,0.014,0.025,1.242,23.0,2023-07-25 14:53:29,1690296809
nor3-195,245657.558,5182502.116,90.274,0.014,0.026,1.242,23.0,2023-07-25 14:53:30,1690296810
nor3-196,245657.559,5182502.12,90.28,0.014,0.026,1.242,23.0,2023-07-25 14:53:31,1690296811
nor3-197,245657.561,5182502.121,90.281,0.014,0.026,1.242,23.0,2023-07-25 14:53:32,1690296812
nor3-198,245657.559,5182502.12,90.277,0.014,0.026,1.242,23.0,2023-07-25 14:53:33,1690296813
nor3-199,245657.556,5182502.121,90.28,0.014,0.026,1.242,23.0,2023-07-25 14:53:34,1690296814
nor3-200,245657.557,5182502.119,90.275,0.014,0.026,1.242,23.0,2023-07-25 14:53:35,1690296815
nor3-201,245657.557,5182502.118,90.274,0.014,0.026,1.242,23.0,2023-07-25 14:53:36,1690296816
nor3-202,245657.56,5182502.119,90.282,0.015,0.026,1.242,23.0,2023-07-25 14:53:37,1690296817
nor3-203,245657.557,5182502.121,90.272,0.014,0.026,1.242,23.0,2023-07-25 14:53:38,1690296818
nor3-204,245657.559,5182502.115,90.275,0.015,0.027,1.242,23.0,2023-07-25 14:53:39,1690296819
nor3-205,245657.554,5182502.118,90.269,0.015,0.027,1.241,23.0,2023-07-25 14:53:40,1690296820
nor3-206,245657.56,5182502.116,90.274,0.015,0.027,1.241,23.0,2023-07-25 14:53:41,1690296821
nor3-207,245657.556,5182502.117,90.267,0.015,0.027,1.241,23.0,2023-07-25 14:53:42,1690296822
nor3-208,245657.557,5182502.119,90.27,0.015,0.027,1.241,23.0,2023-07-25 14:53:43,1690296823
nor3-209,245657.557,5182502.118,90.277,0.015,0.027,1.241,23.0,2023-07-25 14:53:44,1690296824
nor3-210,245657.558,5182502.116,90.268,0.015,0.027,1.241,23.0,2023-07-25 14:53:45,1690296825
nor3-211,245657.56,5182502.114,90.275,0.015,0.027,1.241,23.0,2023-07-25 14:53:46,1690296826
nor3-212,245657.557,5182502.115,90.27,0.015,0.027,1.241,23.0,2023-07-25 14:53:47,1690296827
nor3-213,245657.56,5182502.116,90.273,0.015,0.028,1.241,23.0,2023-07-25 14:53:48,1690296828
nor3-214,245657.562,5182502.115,90.265,0.015,0.028,1.241,23.0,2023-07-25 14:53:49,1690296829
nor3-215,245657.563,5182502.116,90.273,0.015,0.028,1.241,23.0,2023-07-25 14:53:50,1690296830
nor3-216,245657.562,5182502.119,90.272,0.016,0.028,1.241,23.0,2023-07-25 14:53:51,1690296831
nor3-217,245657.541,5182502.116,90.268,0.016,0.028,1.241,23.0,2023-07-25 14:53:52,1690296832
nor3-218,245657.558,5182502.103,90.268,0.016,0.028,1.241,23.0,2023-07-25 14:53:53,1690296833
nor3-219,245657.603,5182502.063,90.276,0.016,0.028,1.241,23.0,2023-07-25 14:53:54,1690296834
nor3-220,245657.683,5182501.968,90.266,0.016,0.028,1.241,23.0,2023-07-25 14:53:55,1690296835
nor3-221,245657.322,5182502.263,90.277,0.016,0.028,1.241,23.0,2023-07-25 14:53:56,1690296836
nor3-222,245657.059,5182502.429,90.281,0.018,0.032,1.241,22.0,2023-07-25 14:53:57,1690296837
nor3-223,245657.23,5182502.259,90.281,0.016,0.03,1.241,21.0,2023-07-25 14:53:58,1690296838
nor3-224,245657.231,5182502.245,90.278,0.016,0.03,1.241,21.0,2023-07-25 14:53:59,1690296839
nor3-225,245657.255,5182502.19,90.279,0.016,0.029,1.325,22.0,2023-07-25 14:54:00,1690296840
nor3-226,245657.279,5182502.04,90.277,0.016,0.029,1.325,22.0,2023-07-25 14:54:01,1690296841
nor3-227,245657.258,5182501.856,90.269,0.015,0.029,1.24,22.0,2023-07-25 14:54:02,1690296842
nor3-228,245657.16,5182501.631,90.258,0.015,0.028,1.24,23.0,2023-07-25 14:54:03,1690296843
nor3-229,245656.976,5182501.435,90.262,0.014,0.026,1.24,23.0,2023-07-25 14:54:04,1690296844
nor3-230,245656.709,5182501.338,90.256,0.015,0.026,1.24,23.0,2023-07-25 14:54:05,1690296845
nor3-231,245656.798,5182501.356,90.261,0.014,0.026,1.24,22.0,2023-07-25 14:54:06,1690296846
nor3-232,245657.282,5182501.578,90.267,0.015,0.026,1.24,22.0,2023-07-25 14:54:07,1690296847
nor3-233,245657.498,5182501.409,90.273,0.015,0.028,1.24,22.0,2023-07-25 14:54:08,1690296848
nor3-234,245657.579,5182501.284,90.262,0.015,0.028,1.24,22.0,2023-07-25 14:54:09,1690296849
nor3-235,245657.624,5182501.2,90.266,0.015,0.028,1.24,22.0,2023-07-25 14:54:10,1690296850
nor3-236,245657.653,5182501.149,90.27,0.015,0.027,1.24,23.0,2023-07-25 14:54:11,1690296851
nor3-237,245657.652,5182501.144,90.265,0.015,0.028,1.24,23.0,2023-07-25 14:54:12,1690296852
nor3-238,245657.659,5182501.139,90.275,0.015,0.028,1.24,23.0,2023-07-25 14:54:13,1690296853
nor3-239,245657.662,5182501.139,90.268,0.015,0.027,1.24,23.0,2023-07-25 14:54:14,1690296854
nor3-240,245657.658,5182501.14,90.259,0.014,0.027,1.24,23.0,2023-07-25 14:54:15,1690296855
nor3-241,245657.658,5182501.141,90.259,0.015,0.027,1.24,23.0,2023-07-25 14:54:16,1690296856
nor3-242,245657.655,5182501.141,90.261,0.015,0.027,1.24,23.0,2023-07-25 14:54:17,1690296857
nor3-243,245657.659,5182501.14,90.265,0.015,0.027,1.24,23.0,2023-07-25 14:54:18,1690296858
nor3-244,245657.661,5182501.144,90.268,0.015,0.027,1.24,23.0,2023-07-25 14:54:19,1690296859
nor3-245,245657.659,5182501.145,90.263,0.015,0.027,1.24,23.0,2023-07-25 14:54:20,1690296860
nor3-246,245657.659,5182501.142,90.264,0.015,0.027,1.24,23.0,2023-07-25 14:54:21,1690296861
nor3-247,245657.658,5182501.137,90.263,0.015,0.028,1.239,23.0,2023-07-25 14:54:22,1690296862
nor3-248,245657.662,5182501.141,90.264,0.015,0.027,1.239,23.0,2023-07-25 14:54:23,1690296863
nor3-249,245657.66,5182501.14,90.258,0.015,0.027,1.239,23.0,2023-07-25 14:54:24,1690296864
nor3-250,245657.661,5182501.144,90.264,0.015,0.027,1.239,23.0,2023-07-25 14:54:25,1690296865
nor3-251,245657.659,5182501.139,90.258,0.015,0.028,1.239,23.0,2023-07-25 14:54:26,1690296866
nor3-252,245657.697,5182501.063,90.264,0.015,0.029,1.239,23.0,2023-07-25 14:54:27,1690296867
