Point ID;Easting;Northing;Elevation;H. Precision;V. Precision;PDOP;Sats;Date;Time
nor2-53;245657.177;5182502.853;90.23;0.016;0.03;1.389;18;2023-07-25;14:51:08
nor2-54;245657.177;5182502.855;90.226;0.016;0.03;1.389;18;2023-07-25;14:51:09
nor2-55;245657.18;5182502.854;90.24;0.016;0.03;1.389;18;2023-07-25;14:51:10
nor2-56;245657.179;5182502.847;90.236;0.016;0.03;1.389;18;2023-07-25;14:51:11
nor2-57;245657.176;5182502.853;90.24;0.016;0.03;1.389;18;2023-07-25;14:51:12
nor2-58;245657.177;5182502.85;90.248;0.016;0.03;1.389;19;2023-07-25;14:51:13
nor2-59;245657.174;5182502.855;90.238;0.016;0.03;1.303;19;2023-07-25;14:51:14
nor2-60;245657.176;5182502.855;90.243;0.016;0.03;1.389;18;2023-07-25;14:51:15
nor2-61;245657.178;5182502.856;90.235;0.016;0.03;1.389;18;2023-07-25;14:51:16
nor2-62;245657.176;5182502.855;90.236;0.016;0.03;1.303;19;2023-07-25;14:51:17
nor2-63;245657.179;5182502.857;90.22;0.016;0.03;1.388;18;2023-07-25;14:51:18
nor2-64;245657.18;5182502.855;90.238;0.016;0.03;1.388;18;2023-07-25;14:51:19
nor2-65;245657.179;5182502.857;90.223;0.016;0.03;1.303;18;2023-07-25;14:51:20
nor2-66;245657.181;5182502.852;90.23;0.016;0.03;1.303;18;2023-07-25;14:51:21
nor2-67;245657.175;5182502.856;90.229;0.016;0.03;1.388;18;2023-07-25;14:51:22
nor2-68;245657.177;5182502.854;90.233;0.016;0.03;1.388;18;2023-07-25;14:51:23
nor2-69;245657.175;5182502.858;90.241;0.016;0.03;1.388;18;2023-07-25;14:51:24
nor2-70;245657.177;5182502.855;90.235;0.016;0.03;1.388;18;2023-07-25;14:51:25
nor2-71;245657.175;5182502.857;90.226;0.016;0.03;1.388;18;2023-07-25;14:51:26
nor2-72;245657.182;5182502.853;90.237;0.017;0.032;1.388;18;2023-07-25;14:51:27
nor2-73;245657.178;5182502.852;90.238;0.017;0.033;1.388;17;2023-07-25;14:51:28
nor2-74;245657.178;5182502.855;90.243;0.017;0.033;1.388;17;2023-07-25;14:51:29
nor2-75;245657.177;5182502.85;90.241;0.017;0.033;1.388;17;2023-07-25;14:51:30
nor2-76;245657.18;5182502.852;90.242;0.017;0.033;1.388;17;2023-07-25;14:51:31
nor2-77;245657.18;5182502.851;90.245;0.017;0.033;1.387;17;2023-07-25;14:51:32
nor2-78;245657.181;5182502.852;90.24;0.017;0.033;1.387;17;2023-07-25;14:51:33
nor2-79;245657.18;5182502.855;90.227;0.017;0.033;1.387;17;2023-07-25;14:51:34
nor2-80;245657.178;5182502.854;90.232;0.017;0.033;1.387;17;2023-07-25;14:51:35
nor2-81;245657.178;5182502.853;90.233;0.017;0.033;1.387;17;2023-07-25;14:51:36
nor2-82;245657.179;5182502.849;90.234;0.017;0.033;1.387;17;2023-07-25;14:51:37
nor2-83;245657.177;5182502.85;90.229;0.017;0.033;1.387;17;2023-07-25;14:51:38
nor2-84;245657.179;5182502.853;90.225;0.017;0.033;1.387;17;2023-07-25;14:51:39
nor2-85;245657.178;5182502.854;90.235;0.017;0.033;1.387;17;2023-07-25;14:51:40
nor2-86;245657.175;5182502.85;90.226;0.017;0.033;1.387;17;2023-07-25;14:51:41
nor2-87;245657.181;5182502.848;90.239;0.017;0.033;1.386;17;2023-07-25;14:51:42
nor2-88;245657.175;5182502.851;90.228;0.017;0.033;1.386;17;2023-07-25;14:51:43
nor2-89;245657.178;5182502.849;90.234;0.017;0.033;1.386;18;2023-07-25;14:51:44
nor2-90;245657.18;5182502.847;90.244;0.017;0.033;1.386;18;2023-07-25;14:51:45
nor2-91;245657.182;5182502.848;90.253;0.016;0.03;1.386;18;2023-07-25;14:51:46
nor2-92;245657.181;5182502.848;90.237;0.016;0.03;1.386;18;2023-07-25;14:51:47
nor2-93;245657.178;5182502.85;90.24;0.017;0.032;1.386;18;2023-07-25;14:51:48
nor2-94;245657.18;5182502.851;90.238;0.017;0.033;1.386;17;2023-07-25;14:51:49
nor2-95;245657.178;5182502.85;90.232;0.017;0.033;1.386;17;2023-07-25;14:51:50
nor2-96;245657.179;5182502.851;90.227;0.017;0.033;1.386;17;2023-07-25;14:51:51
nor2-97;245657.177;5182502.852;90.231;0.017;0.033;1.386;17;2023-07-25;14:51:52
nor2-98;245657.176;5182502.853;90.231;0.017;0.033;1.386;18;2023-07-25;14:51:53
nor2-99;245657.179;5182502.85;90.234;0.017;0.032;1.385;18;2023-07-25;14:51:54
nor2-100;245657.178;5182502.852;90.233;0.017;0.032;1.385;18;2023-07-25;14:51:55
nor2-101;245657.177;5182502.85;90.232;0.016;0.03;1.385;18;2023-07-25;14:51:56
nor2-102;245657.177;5182502.848;90.23;0.016;0.03;1.385;18;2023-07-25;14:51:57
nor2-103;245657.18;5182502.847;90.237;0.016;0.03;1.385;18;2023-07-25;14:51:58
nor2-104;245657.18;5182502.848;90.244;0.016;0.03;1.385;18;2023-07-25;14:51:59
nor2-105;245657.176;5182502.85;90.231;0.016;0.03;1.385;18;2023-07-25;14:52:00
nor2-106;245657.18;5182502.848;90.241;0.016;0.03;1.385;18;2023-07-25;14:52:01
nor2-107;245657.18;5182502.849;90.236;0.016;0.029;1.385;18;2023-07-25;14:52:02
nor2-108;245657.178;5182502.854;90.239;0.016;0.03;1.385;18;2023-07-25;14:52:03
nor2-109;245657.178;5182502.851;90.243;0.016;0.03;1.385;18;2023-07-25;14:52:04
nor2-110;245657.18;5182502.852;90.24;0.016;0.03;1.385;18;2023-07-25;14:52:05
nor2-111;245657.181;5182502.851;90.239;0.017;0.031;1.384;18;2023-07-25;14:52:06
nor2-112;245657.182;5182502.852;90.237;0.017;0.032;1.384;17;2023-07-25;14:52:07
nor2-113;245657.181;5182502.852;90.232;0.017;0.032;1.384;17;2023-07-25;14:52:08
nor2-114;245657.181;5182502.848;90.24;0.017;0.032;1.384;17;2023-07-25;14:52:09
nor2-115;245657.18;5182502.85;90.243;0.017;0.032;1.384;17;2023-07-25;14:52:10
nor2-116;245657.179;5182502.854;90.235;0.017;0.032;1.384;17;2023-07-25;14:52:11
nor2-117;245657.18;5182502.853;90.24;0.017;0.032;1.384;18;2023-07-25;14:52:12
nor2-118;245657.183;5182502.85;90.244;0.017;0.032;1.384;18;2023-07-25;14:52:13
nor2-119;245657.179;5182502.853;90.233;0.016;0.03;1.384;18;2023-07-25;14:52:14
nor2-120;245657.179;5182502.848;90.229;0.016;0.03;1.384;18;2023-07-25;14:52:15
nor2-121;245657.178;5182502.85;90.226;0.016;0.03;1.384;18;2023-07-25;14:52:16
nor2-122;245657.179;5182502.853;90.229;0.016;0.03;1.384;18;2023-07-25;14:52:17
nor2-123;245657.176;5182502.854;90.222;0.016;0.031;1.383;17;2023-07-25;14:52:18
nor2-124;245657.175;5182502.853;90.236;0.016;0.03;1.383;17;2023-07-25;14:52:19
nor2-125;245657.178;5182502.851;90.244;0.017;0.033;1.442;18;2023-07-25;14:52:20
nor2-126;245657.179;5182502.85;90.226;0.017;0.034;1.442;16;2023-07-25;14:52:21
nor2-127;245657.179;5182502.851;90.24;0.017;0.034;1.562;17;2023-07-25;14:52:22
nor2-128;245657.178;5182502.852;90.236;0.017;0.035;1.562;16;2023-07-25;14:52:23
nor2-129;245657.178;5182502.853;90.229;0.017;0.035;1.562;16;2023-07-25;14:52:24
nor2-130;245657.18;5182502.853;90.237;0.017;0.035;1.562;17;2023-07-25;14:52:25
nor2-131;245657.179;5182502.849;90.238;0.017;0.034;1.383;17;2023-07-25;14:52:26
nor2-132;245657.18;5182502.847;90.24;0.017;0.034;1.383;17;2023-07-25;14:52:27
nor2-133;245657.179;5182502.856;90.226;0.017;0.033;1.383;17;2023-07-25;14:52:28
nor2-134;245657.18;5182502.855;90.229;0.017;0.033;1.383;17;2023-07-25;14:52:29
nor2-135;245657.182;5182502.858;90.223;0.017;0.033;1.561;17;2023-07-25;14:52:30
nor2-136;245657.182;5182502.855;90.227;0.017;0.033;1.561;17;2023-07-25;14:52:31
nor2-137;245657.179;5182502.851;90.214;0.017;0.033;1.561;17;2023-07-25;14:52:32
nor2-138;245657.183;5182502.85;90.219;0.017;0.033;1.298;17;2023-07-25;14:52:33
nor2-139;245657.181;5182502.852;90.229;0.017;0.033;1.382;17;2023-07-25;14:52:34
nor2-140;245657.18;5182502.857;90.216;0.017;0.033;1.382;17;2023-07-25;14:52:35
nor2-141;245657.181;5182502.853;90.225;0.017;0.033;1.382;17;2023-07-25;14:52:36
nor2-142;245657.181;5182502.852;90.223;0.017;0.033;1.382;17;2023-07-25;14:52:37
nor2-143;245657.181;5182502.852;90.218;0.017;0.033;1.382;17;2023-07-25;14:52:38
nor2-144;245657.183;5182502.85;90.216;0.017;0.033;1.382;17;2023-07-25;14:52:39
nor2-145;245657.18;5182502.85;90.219;0.017;0.033;1.382;17;2023-07-25;14:52:40
nor2-146;245657.178;5182502.856;90.221;0.017;0.033;1.382;17;2023-07-25;14:52:41
nor2-147;245657.178;5182502.855;90.225;0.017;0.033;1.381;17;2023-07-25;14:52:42
nor2-148;245657.181;5182502.855;90.217;0.017;0.034;1.381;17;2023-07-25;14:52:43
nor2-149;245657.181;5182502.855;90.224;0.017;0.034;1.381;17;2023-07-25;14:52:44
nor2-150;245657.179;5182502.854;90.223;0.017;0.034;1.381;17;2023-07-25;14:52:45
nor2-151;245657.178;5182502.854;90.22;0.017;0.034;1.381;17;2023-07-25;14:52:46
nor2-152;245657.182;5182502.849;90.218;0.017;0.033;1.381;18;2023-07-25;14:52:47
nor2-153;245657.186;5182502.851;90.23;0.017;0.033;1.381;18;2023-07-25;14:52:48
nor2-154;245657.182;5182502.855;90.229;0.017;0.033;1.381;18;2023-07-25;14:52:49
nor2-155;245657.183;5182502.852;90.23;0.016;0.03;1.381;18;2023-07-25;14:52:50
nor2-156;245657.182;5182502.854;90.239;0.016;0.03;1.381;18;2023-07-25;14:52:51
nor2-157;245657.185;5182502.854;90.232;0.016;0.03;1.381;18;2023-07-25;14:52:52
nor2-158;245657.186;5182502.852;90.227;0.016;0.03;1.381;18;2023-07-25;14:52:53
nor2-159;245657.183;5182502.851;90.222;0.016;0.03;1.38;18;2023-07-25;14:52:54
nor2-160;245657.181;5182502.853;90.236;0.016;0.03;1.38;18;2023-07-25;14:52:55
nor2-161;245657.183;5182502.852;90.23;0.016;0.03;1.38;18;2023-07-25;14:52:56
nor2-162;245657.182;5182502.857;90.219;0.016;0.03;1.38;18;2023-07-25;14:52:57
nor2-163;245657.182;5182502.854;90.227;0.016;0.03;1.38;18;2023-07-25;14:52:58
nor2-164;245657.18;5182502.855;90.216;0.016;0.031;1.38;18;2023-07-25;14:52:59
nor2-165;245657.182;5182502.846;90.225;0.016;0.031;1.38;19;2023-07-25;14:53:00
nor2-166;245657.183;5182502.851;90.222;0.016;0.031;1.38;19;2023-07-25;14:53:01
nor2-167;245657.181;5182502.853;90.23;0.016;0.03;1.296;19;2023-07-25;14:53:02
nor2-168;245657.18;5182502.853;90.232;0.016;0.03;1.296;19;2023-07-25;14:53:03
nor2-169;245657.178;5182502.851;90.225;0.016;0.03;1.296;19;2023-07-25;14:53:04
nor2-170;245657.177;5182502.849;90.223;0.016;0.031;1.296;18;2023-07-25;14:53:05
nor2-171;245657.179;5182502.851;90.223;0.016;0.03;1.379;18;2023-07-25;14:53:06
nor2-172;245657.182;5182502.85;90.227;0.016;0.03;1.379;18;2023-07-25;14:53:07
nor2-173;245657.182;5182502.85;90.229;0.016;0.03;1.379;18;2023-07-25;14:53:08
nor2-174;245657.181;5182502.854;90.22;0.016;0.03;1.379;18;2023-07-25;14:53:09
nor2-175;245657.182;5182502.85;90.226;0.016;0.03;1.379;18;2023-07-25;14:53:10
nor2-176;245657.181;5182502.848;90.224;0.016;0.03;1.379;18;2023-07-25;14:53:11
nor2-177;245657.18;5182502.846;90.223;0.016;0.03;1.379;18;2023-07-25;14:53:12
nor2-178;245657.18;5182502.85;90.221;0.016;0.03;1.379;18;2023-07-25;14:53:13
nor2-179;245657.18;5182502.849;90.222;0.016;0.03;1.379;18;2023-07-25;14:53:14
nor2-180;245657.182;5182502.849;90.218;0.016;0.03;1.379;18;2023-07-25;14:53:15
nor2-181;245657.179;5182502.85;90.22;0.016;0.03;1.378;18;2023-07-25;14:53:16
nor2-182;245657.177;5182502.85;90.216;0.016;0.03;1.378;18;2023-07-25;14:53:17
nor2-183;245657.176;5182502.848;90.215;0.016;0.03;1.378;18;2023-07-25;14:53:18
nor2-184;245657.176;5182502.848;90.214;0.016;0.03;1.378;18;2023-07-25;14:53:19
nor2-185;245657.178;5182502.851;90.212;0.016;0.03;1.378;18;2023-07-25;14:53:20
nor2-186;245657.178;5182502.851;90.219;0.016;0.03;1.378;18;2023-07-25;14:53:21
nor2-187;245657.181;5182502.849;90.218;0.016;0.03;1.378;18;2023-07-25;14:53:22
nor2-188;245657.176;5182502.846;90.211;0.016;0.03;1.378;18;2023-07-25;14:53:23
nor2-189;245657.177;5182502.845;90.213;0.016;0.03;1.378;18;2023-07-25;14:53:24
nor2-190;245657.18;5182502.85;90.218;0.016;0.03;1.378;18;2023-07-25;14:53:25
nor2-191;245657.176;5182502.853;90.218;0.016;0.03;1.378;18;2023-07-25;14:53:26
nor2-192;245657.177;5182502.852;90.216;0.016;0.03;1.378;18;2023-07-25;14:53:27
nor2-193;245657.173;5182502.85;90.221;0.016;0.03;1.377;18;2023-07-25;14:53:28
nor2-194;245657.171;5182502.848;90.218;0.016;0.03;1.377;18;2023-07-25;14:53:29
nor2-195;245657.174;5182502.849;90.22;0.016;0.03;1.377;18;2023-07-25;14:53:30
nor2-196;245657.174;5182502.849;90.217;0.016;0.03;1.377;18;2023-07-25;14:53:31
nor2-197;245657.176;5182502.849;90.217;0.016;0.03;1.377;18;2023-07-25;14:53:32
nor2-198;245657.176;5182502.847;90.214;0.016;0.03;1.377;18;2023-07-25;14:53:33
nor2-199;245657.175;5182502.85;90.213;0.016;0.03;1.377;18;2023-07-25;14:53:34
nor2-200;245657.173;5182502.847;90.218;0.016;0.03;1.377;18;2023-07-25;14:53:35
nor2-201;245657.174;5182502.844;90.218;0.016;0.03;1.377;18;2023-07-25;14:53:36
nor2-202;245657.173;5182502.846;90.225;0.016;0.03;1.377;18;2023-07-25;14:53:37
nor2-203;245657.173;5182502.85;90.209;0.016;0.03;1.377;18;2023-07-25;14:53:38
nor2-204;245657.174;5182502.846;90.225;0.016;0.03;1.377;18;2023-07-25;14:53:39
nor2-205;245657.173;5182502.85;90.214;0.016;0.03;1.376;18;2023-07-25;14:53:40
nor2-206;245657.173;5182502.846;90.214;0.016;0.03;1.376;18;2023-07-25;14:53:41
nor2-207;245657.174;5182502.847;90.211;0.016;0.03;1.376;18;2023-07-25;14:53:42
nor2-208;245657.173;5182502.849;90.212;0.016;0.03;1.435;17;2023-07-25;14:53:43
nor2-209;245657.173;5182502.85;90.222;0.016;0.03;1.376;18;2023-07-25;14:53:44
nor2-210;245657.174;5182502.851;90.218;0.016;0.03;1.435;17;2023-07-25;14:53:45
nor2-211;245657.176;5182502.847;90.223;0.016;0.03;1.434;17;2023-07-25;14:53:46
nor2-212;245657.173;5182502.848;90.222;0.016;0.03;1.434;17;2023-07-25;14:53:47
nor2-213;245657.175;5182502.85;90.222;0.016;0.03;1.434;17;2023-07-25;14:53:48
nor2-214;245657.176;5182502.846;90.218;0.016;0.03;1.434;17;2023-07-25;14:53:49
nor2-215;245657.179;5182502.848;90.219;0.016;0.031;1.434;17;2023-07-25;14:53:50
nor2-216;245657.179;5182502.849;90.225;0.016;0.031;1.434;17;2023-07-25;14:53:51
nor2-217;245657.193;5182502.867;90.225;0.016;0.031;1.434;17;2023-07-25;14:53:52
nor2-218;245657.249;5182502.868;90.226;0.016;0.03;1.375;18;2023-07-25;14:53:53
nor2-219;245657.388;5182502.862;90.225;0.017;0.031;1.375;18;2023-07-25;14:53:54
nor2-220;245657.642;5182502.802;90.226;0.017;0.031;1.375;18;2023-07-25;14:53:55
nor2-221;245657.36;5182503.087;90.241;0.018;0.034;1.375;18;2023-07-25;14:53:56
nor2-222;245657.198;5182503.248;90.244;0.018;0.035;1.375;17;2023-07-25;14:53:57
nor2-223;245657.35;5182503.071;90.242;0.017;0.033;1.375;16;2023-07-25;14:53:58
nor2-224;245657.41;5182503.052;90.235;0.016;0.031;1.375;16;2023-07-25;14:53:59
nor2-225;245657.513;5182502.976;90.237;0.016;0.031;1.454;16;2023-07-25;14:54:00
nor2-226;245657.719;5182502.743;90.237;0.016;0.031;1.454;16;2023-07-25;14:54:01
nor2-227;245657.9;5182502.383;90.221;0.016;0.03;1.453;18;2023-07-25;14:54:02
nor2-228;245657.942;5182501.895;90.207;0.016;0.03;1.453;18;2023-07-25;14:54:03
nor2-229;245657.797;5182501.362;90.203;0.015;0.029;1.374;18;2023-07-25;14:54:04
nor2-230;245657.419;5182500.93;90.19;0.015;0.028;1.374;18;2023-07-25;14:54:05
nor2-231;245657.466;5182500.887;90.205;0.015;0.029;1.374;18;2023-07-25;14:54:06
nor2-232;245657.334;5182500.771;90.176;0.017;0.032;1.374;17;2023-07-25;14:54:07
nor2-233;245657.243;5182500.655;90.172;0.016;0.029;1.374;17;2023-07-25;14:54:08
nor2-234;245657.303;5182500.538;90.176;0.017;0.032;1.374;17;2023-07-25;14:54:09
nor2-235;245657.335;5182500.458;90.162;0.017;0.032;1.374;17;2023-07-25;14:54:10
nor2-236;245657.352;5182500.407;90.177;0.017;0.032;1.374;17;2023-07-25;14:54:11
nor2-237;245657.367;5182500.399;90.165;0.016;0.031;1.374;17;2023-07-25;14:54:12
nor2-238;245657.364;5182500.394;90.179;0.015;0.029;1.374;18;2023-07-25;14:54:13
nor2-239;245657.37;5182500.395;90.178;0.015;0.029;1.374;18;2023-07-25;14:54:14
nor2-240;245657.368;5182500.397;90.163;0.015;0.029;1.374;18;2023-07-25;14:54:15
nor2-241;245657.368;5182500.396;90.16;0.015;0.028;1.373;18;2023-07-25;14:54:16
nor2-242;245657.363;5182500.395;90.164;0.015;0.028;1.373;18;2023-07-25;14:54:17
nor2-243;245657.369;5182500.396;90.176;0.015;0.028;1.373;18;2023-07-25;14:54:18
nor2-244;245657.372;5182500.396;90.173;0.015;0.028;1.373;18;2023-07-25;14:54:19
nor2-245;245657.369;5182500.396;90.165;0.015;0.028;1.373;18;2023-07-25;14:54:20
nor2-246;245657.37;5182500.397;90.176;0.015;0.028;1.373;18;2023-07-25;14:54:21
nor2-247;245657.37;5182500.396;90.173;0.015;0.028;1.373;18;2023-07-25;14:54:22
nor2-248;245657.372;5182500.395;90.174;0.015;0.027;1.373;18;2023-07-25;14:54:23
nor2-249;245657.37;5182500.397;90.168;0.015;0.027;1.373;18;2023-07-25;14:54:24
nor2-250;245657.371;5182500.394;90.166;0.015;0.028;1.373;18;2023-07-25;14:54:25
nor2-251;245657.366;5182500.391;90.167;0.015;0.028;1.373;18;2023-07-25;14:54:26
nor2-252;245657.424;5182500.31;90.181;0.015;0.028;1.373;18;2023-07-25;14:54:27
nor2-253;245657.698;5182499.84;90.176;0.015;0.028;1.372;18;2023-07-25;14:54:28
nor2-254;245658.045;5182499.348;90.181;0.015;0.028;1.372;18;2023-07-25;14:54:29
nor2-255;245658.583;5182498.639;90.18;0.015;0.027;1.372;18;2023-07-25;14:54:30
nor2-256;245659.152;5182497.947;90.164;0.015;0.028;1.372;18;2023-07-25;14:54:31
nor2-257;245659.834;5182497.162;90.183;0.015;0.027;1.372;18;2023-07-25;14:54:32
nor2-258;245660.318;5182496.567;90.175;0.016;0.03;1.372;18;2023-07-25;14:54:33
nor2-259;245660.739;5182496.056;90.186;0.015;0.028;1.372;18;2023-07-25;14:54:34
nor2-260;245661.114;5182495.528;90.173;0.015;0.026;1.372;18;2023-07-25;14:54:35
nor2-261;245661.71;5182494.676;90.166;0.015;0.028;1.372;17;2023-07-25;14:54:36
nor2-262;245662.353;5182493.685;90.169;0.015;0.028;1.372;17;2023-07-25;14:54:37
nor2-263;245662.993;5182492.7;90.208;0.015;0.028;1.43;17;2023-07-25;14:54:38
nor2-264;245663.633;5182491.625;90.189;0.018;0.033;1.43;17;2023-07-25;14:54:39
nor2-265;245664.287;5182490.546;90.181;0.018;0.032;1.43;16;2023-07-25;14:54:40
nor2-266;245664.984;5182489.34;90.216;0.018;0.032;1.43;16;2023-07-25;14:54:41
nor2-267;245665.668;5182487.993;90.204;0.019;0.036;1.43;15;2023-07-25;14:54:42
nor2-268;245666.419;5182486.756;90.237;0.021;0.041;1.43;15;2023-07-25;14:54:43
nor2-269;245667.238;5182485.483;90.255;0.021;0.042;1.43;16;2023-07-25;14:54:44
nor2-270;245668.086;5182484.256;90.27;0.017;0.034;1.43;16;2023-07-25;14:54:45
nor2-271;245668.884;5182483.021;90.275;0.017;0.034;1.43;16;2023-07-25;14:54:46
nor2-272;245669.738;5182481.761;90.283;0.018;0.035;1.43;15;2023-07-25;14:54:47
nor2-273;245670.578;5182480.571;90.283;0.018;0.036;1.43;15;2023-07-25;14:54:48
nor2-274;245671.412;5182479.331;90.3;0.023;0.045;1.43;15;2023-07-25;14:54:49
nor2-275;245672.291;5182478.1;90.249;0.026;0.049;1.429;16;2023-07-25;14:54:50
nor2-276;245673.186;5182476.868;90.241;0.028;0.051;1.429;16;2023-07-25;14:54:51
nor2-277;245674.14;5182475.746;90.263;0.026;0.048;1.429;14;2023-07-25;14:54:52
nor2-278;245675.091;5182474.567;90.249;0.027;0.051;1.429;14;2023-07-25;14:54:53
nor2-279;245676.017;5182473.412;90.243;0.025;0.048;1.501;14;2023-07-25;14:54:54
nor2-280;245676.849;5182472.252;90.252;0.023;0.044;1.501;16;2023-07-25;14:54:55
nor2-281;245677.728;5182471.067;90.278;0.021;0.04;1.429;16;2023-07-25;14:54:56
nor2-282;245678.586;5182469.854;90.264;0.021;0.04;1.429;17;2023-07-25;14:54:57
nor2-283;245679.451;5182468.639;90.243;0.018;0.036;1.429;17;2023-07-25;14:54:58
nor2-284;245680.263;5182467.415;90.212;0.018;0.036;1.429;17;2023-07-25;14:54:59
nor2-285;245681.153;5182466.223;90.232;0.02;0.038;1.429;17;2023-07-25;14:55:00
nor2-286;245681.998;5182465.121;90.211;0.019;0.035;1.429;17;2023-07-25;14:55:01
nor2-287;245682.934;5182463.914;90.232;0.021;0.04;1.428;15;2023-07-25;14:55:02
nor2-288;245683.796;5182462.727;90.199;0.02;0.039;1.428;15;2023-07-25;14:55:03
nor2-289;245684.675;5182461.546;90.253;0.022;0.042;1.5;15;2023-07-25;14:55:04
