theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.5627 , 4.59018 , 4.70579 , 1657288500 , 324114793
1 , 2 , 0 , 1.60175 , 3.83591 , 15.679 , 1657288551 , 524119409
1 , 3 , 0 , 1.61367 , 2.93814 , 8.28137 , 1657288597 , 924117100
1 , 4 , 0 , 1.59252 , 1.96302 , 22.0841 , 1657288636 , 726314637
1 , 5 , 0 , 1.57504 , 1.68392 , 41.4099 , 1657288691 , 125960658
1 , 6 , 0 , 1.57242 , 1.27533 , 41.1294 , 1657288778 , 728140052
1 , 7 , 0 , 1.55392 , 0.973995 , 25.227 , 1657288830 , 728375813
1 , 8 , 0 , 1.53237 , 0.469242 , 14.6922 , 1657288879 , 529151159
1 , 9 , 0 , 1.52783 , 6.08568 , 17.8465 , 1657288925 , 929364162
1 , 10 , 0 , 1.54216 , 5.93555 , 29.091 , 1657288969 , 530648677
1 , 11 , 0 , 1.54842 , 5.83008 , 41.7841 , 1657289016 , 730556367
1 , 12 , 0 , 1.55674 , 5.75932 , 58.6729 , 1657289140 , 732116580
2 , 1 , 0 , 1.63189 , 1.39953 , 4.08538 , 1666982693 , 1119001
2 , 2 , 0 , 1.62487 , 0.367023 , 14.2722 , 1666982741 , 399972993
2 , 3 , 0 , 1.65975 , 5.60312 , 7.21634 , 1666982786 , 600247871
2 , 4 , 0 , 1.60517 , 4.68899 , 22.2489 , 1666982829 , 480772
2 , 5 , 0 , 1.58177 , 4.44272 , 41.9399 , 1666982896 , 202911319
2 , 6 , 0 , 1.57912 , 4.04175 , 42.1508 , 1666982973 , 403355665
2 , 7 , 0 , 1.56551 , 3.73878 , 26.5093 , 1666983029 , 4109445
2 , 8 , 0 , 1.55352 , 3.26064 , 16.1416 , 1666983074 , 602350366
2 , 9 , 0 , 1.54545 , 2.64135 , 19.0039 , 1666983120 , 604597640
2 , 10 , 0 , 1.55263 , 2.47908 , 30.1011 , 1666983160 , 204487677
2 , 11 , 0 , 1.55557 , 2.36554 , 42.6725 , 1666983216 , 605331613
2 , 12 , 0 , 1.56173 , 2.28808 , 59.4767 , 1666983339 , 805579848
3 , 1 , 0 , 1.56455 , 5.07003 , 5.84647 , 1666982698 , 262903805
3 , 2 , 0 , 1.60421 , 4.02442 , 14.5398 , 1666982741 , 862419101
3 , 3 , 0 , 1.6325 , 3.03629 , 5.73549 , 1666982789 , 861702989
3 , 4 , 0 , 1.59427 , 1.9039 , 20.4354 , 1666982831 , 464312088
3 , 5 , 0 , 1.57513 , 1.66111 , 40.3335 , 1666982905 , 462289768
3 , 6 , 0 , 1.57241 , 1.24716 , 41.0835 , 1666982976 , 261327605
3 , 7 , 0 , 1.55436 , 0.912268 , 25.9919 , 1666983033 , 462153000
3 , 8 , 0 , 1.53676 , 0.39034 , 16.5715 , 1666983079 , 862376941
3 , 9 , 0 , 1.53321 , 6.10183 , 20.4036 , 1666983120 , 263883592
3 , 10 , 0 , 1.54469 , 5.97072 , 31.6765 , 1666983165 , 62901856
3 , 11 , 0 , 1.54973 , 5.87108 , 44.3519 , 1666983223 , 863135740
3 , 12 , 0 , 1.55734 , 5.80154 , 61.2165 , 1666983349 , 63303713
