theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.5463 , 3.30861 , 13.8632 , 1657294203 , 522302409
1 , 2 , 0 , 1.56336 , 3.03758 , 46.1246 , 1657294282 , 323603213
1 , 3 , 0 , 1.55659 , 2.69869 , 47.5647 , 1657294339 , 522300483
1 , 4 , 0 , 1.54756 , 2.22397 , 17.8965 , 1657294391 , 124339161
1 , 5 , 0 , 1.55979 , 1.52413 , 25.7934 , 1657294439 , 123738986
1 , 6 , 0 , 1.56029 , 0.715313 , 19.7689 , 1657294531 , 924830045
1 , 7 , 0 , 1.56552 , 5.3851 , 14.9236 , 1657294627 , 526400581
1 , 8 , 0 , 1.56237 , 4.24446 , 17.4416 , 1657294682 , 325428841
2 , 1 , 0 , 1.57433 , 4.39711 , 43.6508 , 1666982657 , 384596827
2 , 2 , 0 , 1.57592 , 3.54158 , 29.8895 , 1666982740 , 186006691
2 , 3 , 0 , 1.55765 , 3.46177 , 14.1109 , 1666982793 , 385584744
2 , 4 , 0 , 1.57304 , 4.75006 , 33.6716 , 1666982850 , 985366336
2 , 5 , 0 , 1.57592 , 5.16933 , 40.3258 , 1666982898 , 988134391
2 , 6 , 0 , 1.57583 , 4.99621 , 57.16 , 1666983008 , 185868880
2 , 7 , 0 , 1.57711 , 4.60633 , 65.8012 , 1666983090 , 986865880
2 , 8 , 0 , 1.57682 , 4.35042 , 57.942 , 1666983138 , 986315497
3 , 1 , 0 , 1.54505 , 4.70635 , 15.9086 , 1666983969 , 817374726
3 , 2 , 0 , 1.56208 , 5.11005 , 47.0098 , 1666984056 , 616392714
3 , 3 , 0 , 1.55671 , 4.81292 , 52.8421 , 1666984106 , 616528164
3 , 4 , 0 , 1.55428 , 4.22977 , 29.2192 , 1666984163 , 815751527
3 , 5 , 0 , 1.56196 , 3.84807 , 39.8051 , 1666984215 , 415220362
3 , 6 , 0 , 1.56214 , 3.36464 , 32.0952 , 1666984324 , 615102768
3 , 7 , 0 , 1.55872 , 2.55414 , 12.2091 , 1666984401 , 414773312
3 , 8 , 0 , 1.53048 , 5.84139 , 5.43008 , 1666984449 , 414578866
