theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.57106 , 2.95931 , 220.849 , 1657288729 , 356484237
1 , 2 , 0 , 1.571 , 2.95898 , 230.255 , 1657288752 , 557316208
1 , 3 , 0 , 1.57096 , 2.95868 , 238.579 , 1657288772 , 957329168
1 , 4 , 0 , 1.571 , 2.95888 , 246.942 , 1657288794 , 156806712
1 , 5 , 0 , 1.57095 , 2.95852 , 239.92 , 1657288815 , 357339777
1 , 6 , 0 , 1.57101 , 2.95886 , 228.189 , 1657288837 , 758087633
1 , 7 , 0 , 1.57105 , 2.95857 , 217.022 , 1657288860 , 158945698
1 , 8 , 0 , 1.57114 , 2.95898 , 202.624 , 1657288882 , 958195220
1 , 9 , 0 , 1.57117 , 2.9587 , 188.497 , 1657288905 , 359066410
1 , 10 , 0 , 1.57124 , 2.95822 , 176.44 , 1657288926 , 959386245
1 , 11 , 0 , 1.57122 , 2.95952 , 163.456 , 1657288949 , 359474518
1 , 12 , 0 , 1.57127 , 2.95964 , 151.134 , 1657288969 , 760344927
1 , 13 , 0 , 1.57139 , 2.95927 , 140.617 , 1657288989 , 360331638
1 , 14 , 0 , 1.57143 , 2.95922 , 126.17 , 1657289011 , 361480275
1 , 15 , 0 , 1.57152 , 2.96013 , 111.733 , 1657289042 , 959845836
1 , 16 , 0 , 1.57158 , 2.96203 , 101.895 , 1657289074 , 561455772
1 , 17 , 0 , 1.57161 , 2.96251 , 90.4808 , 1657289097 , 360361545
1 , 18 , 0 , 1.57185 , 2.96275 , 79.4684 , 1657289119 , 760458411
1 , 19 , 0 , 1.57195 , 2.96522 , 68.0439 , 1657289144 , 160760746
1 , 20 , 0 , 1.57218 , 2.96777 , 57.3722 , 1657289164 , 961367977
1 , 21 , 0 , 1.57236 , 2.97059 , 49.4204 , 1657289289 , 765483763
1 , 22 , 0 , 1.57283 , 2.97337 , 41.6292 , 1657289309 , 364772037
1 , 23 , 0 , 1.57304 , 2.97522 , 36.7578 , 1657289333 , 365488382
1 , 24 , 0 , 1.57369 , 2.97809 , 29.2395 , 1657289356 , 565490404
1 , 25 , 0 , 1.57395 , 2.98005 , 25.6554 , 1657289375 , 365730085
1 , 26 , 0 , 1.57463 , 2.98196 , 20.6446 , 1657289396 , 967335128
1 , 27 , 0 , 1.57689 , 3.00058 , 15.1472 , 1657289415 , 365321892
