theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.57357 , 4.40612 , 4.67918 , 1657289725 , 38330420
1 , 2 , 0 , 1.5704 , 4.67931 , 5.99362 , 1657289744 , 239076923
1 , 3 , 0 , 1.56595 , 4.58889 , 10.8703 , 1657289763 , 840586759
1 , 4 , 0 , 1.56422 , 4.57592 , 15.0119 , 1657289784 , 240729356
1 , 5 , 0 , 1.56349 , 4.58677 , 19.5475 , 1657289801 , 841599870
1 , 6 , 0 , 1.55967 , 4.57634 , 24.0498 , 1657289818 , 241837207
1 , 7 , 0 , 1.55376 , 4.5765 , 29.4163 , 1657289840 , 241311522
1 , 8 , 0 , 1.55119 , 4.54987 , 32.9929 , 1657289862 , 641790315
1 , 9 , 0 , 1.54922 , 4.58344 , 35.6413 , 1657289935 , 844222944
1 , 10 , 0 , 1.59415 , 1.39696 , 4.43977 , 1657289981 , 444010166
1 , 11 , 0 , 1.58635 , 1.38894 , 9.1411 , 1657290007 , 443537604
1 , 12 , 0 , 1.58277 , 1.39751 , 15.5843 , 1657290029 , 43721554
1 , 13 , 0 , 1.57883 , 1.39792 , 21.5993 , 1657290056 , 646531595
1 , 14 , 0 , 1.57733 , 1.39674 , 26.2332 , 1657290082 , 246199242
1 , 15 , 0 , 1.57588 , 1.40001 , 32.1389 , 1657290101 , 846211109
2 , 1 , 0 , 1.68354 , 1.43109 , 4.46634 , 1651702383 , 582190813
2 , 2 , 0 , 1.65947 , 1.76725 , 5.49607 , 1651702402 , 782832524
2 , 3 , 0 , 1.61292 , 1.74196 , 10.412 , 1651702422 , 382080590
2 , 4 , 0 , 1.59803 , 1.75189 , 14.5515 , 1651702442 , 783196520
2 , 5 , 0 , 1.58914 , 1.77704 , 19.071 , 1651702460 , 384314430
2 , 6 , 0 , 1.58029 , 1.77484 , 23.5728 , 1651702476 , 783823017
2 , 7 , 0 , 1.57047 , 1.78176 , 28.9328 , 1651702498 , 784238686
2 , 8 , 0 , 1.56605 , 1.75801 , 32.5282 , 1651702521 , 183326750
2 , 9 , 0 , 1.56291 , 1.79403 , 35.1461 , 1651702594 , 384440681
2 , 10 , 0 , 1.68909 , 5.09185 , 5.0165 , 1651702639 , 985344569
2 , 11 , 0 , 1.63647 , 4.99845 , 9.65556 , 1651702665 , 985998518
2 , 12 , 0 , 1.61306 , 4.97005 , 16.0846 , 1651702687 , 586841635
2 , 13 , 0 , 1.60094 , 4.95569 , 22.0907 , 1651702715 , 186716572
2 , 14 , 0 , 1.59562 , 4.94763 , 26.7178 , 1651702740 , 785973385
2 , 15 , 0 , 1.59088 , 4.94491 , 32.6229 , 1651702760 , 386719576
3 , 1 , 0 , 1.61161 , 3.26156 , 5.49943 , 1616546079 , 132667985
3 , 2 , 0 , 1.60222 , 3.51373 , 6.71352 , 1616546098 , 733198759
3 , 3 , 0 , 1.58444 , 3.4607 , 11.6203 , 1616546117 , 932281252
3 , 4 , 0 , 1.57808 , 3.45835 , 15.7645 , 1616546138 , 335204838
3 , 5 , 0 , 1.57425 , 3.47495 , 20.2968 , 1616546155 , 933689571
3 , 6 , 0 , 1.56861 , 3.4687 , 24.7962 , 1616546172 , 334901075
3 , 7 , 0 , 1.56123 , 3.47198 , 30.164 , 1616546194 , 331200025
3 , 8 , 0 , 1.55799 , 3.44745 , 33.7489 , 1616546216 , 733151110
3 , 9 , 0 , 1.55552 , 3.48124 , 36.3828 , 1616546289 , 933188842
3 , 10 , 0 , 1.65536 , 0.415832 , 3.71578 , 1616546335 , 533728200
3 , 11 , 0 , 1.61295 , 0.346053 , 8.3945 , 1616546361 , 534943398
3 , 12 , 0 , 1.59781 , 0.334494 , 14.8363 , 1616546383 , 134757973
3 , 13 , 0 , 1.58936 , 0.327105 , 20.8476 , 1616546410 , 734415984
3 , 14 , 0 , 1.58586 , 0.322369 , 25.4798 , 1616546436 , 335050193
3 , 15 , 0 , 1.58275 , 0.322711 , 31.3868 , 1616546455 , 932186696
