theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.52951 , 0.79561 , 8.80039 , 1617283769 , 154172984
1 , 2 , 0 , 1.55075 , 0.689047 , 18.3446 , 1617283808 , 354224375
1 , 3 , 0 , 1.55787 , 0.639853 , 28.9948 , 1617283855 , 153943315
1 , 4 , 0 , 1.56142 , 0.626842 , 46.3083 , 1617283923 , 153345373
1 , 5 , 0 , 1.56227 , 0.625442 , 59.8717 , 1617283966 , 752216242
1 , 6 , 0 , 1.45155 , 2.07409 , 2.99199 , 1617284058 , 354669332
1 , 7 , 0 , 1.5365 , 2.5705 , 10.3732 , 1617284183 , 554930690
1 , 8 , 0 , 1.53877 , 2.37832 , 17.7461 , 1617284267 , 955680085
2 , 1 , 0 , 1.54434 , 1.35383 , 10.0893 , 1616541262 , 560723729
2 , 2 , 0 , 1.55693 , 1.27078 , 19.6611 , 1616541303 , 361215589
2 , 3 , 0 , 1.56146 , 1.22737 , 30.3195 , 1616541350 , 157936821
2 , 4 , 0 , 1.56353 , 1.21638 , 47.635 , 1616541420 , 560066586
2 , 5 , 0 , 1.56385 , 1.21558 , 61.1985 , 1616541460 , 159730008
2 , 6 , 0 , 1.49259 , 2.25159 , 3.30675 , 1616541552 , 960694556
2 , 7 , 0 , 1.54436 , 3.0414 , 9.84979 , 1616541676 , 961367478
2 , 8 , 0 , 1.54367 , 2.89678 , 17.4362 , 1616541762 , 963249893
3 , 1 , 0 , 1.56529 , 5.80826 , 11.3916 , 1616541865 , 609392718
3 , 2 , 0 , 1.56766 , 5.73888 , 20.9745 , 1616541909 , 609993742
3 , 3 , 0 , 1.56849 , 5.6989 , 31.6353 , 1616541954 , 810004350
3 , 4 , 0 , 1.5681 , 5.68871 , 48.9531 , 1616542028 , 409509426
3 , 5 , 0 , 1.56746 , 5.68804 , 62.5166 , 1616542066 , 408273318
3 , 6 , 0 , 1.55718 , 0.158031 , 4.10735 , 1616542157 , 609395367
3 , 7 , 0 , 1.56524 , 1.09816 , 9.56719 , 1616542279 , 610753289
3 , 8 , 0 , 1.55536 , 1.01079 , 17.3029 , 1616542365 , 610010496
