theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.51786 , 0.151262 , 5.17244 , 1617283465 , 454772943
1 , 2 , 0 , 1.55041 , 6.05713 , 23.7403 , 1617283526 , 254761201
1 , 3 , 0 , 1.53394 , 5.74134 , 13.608 , 1617283578 , 255667692
1 , 4 , 0 , 1.54583 , 4.23302 , 4.80921 , 1617283651 , 455766570
1 , 5 , 0 , 1.55659 , 4.28511 , 21.5422 , 1617283711 , 457046756
1 , 6 , 0 , 1.57322 , 2.58103 , 23.7894 , 1617283869 , 459055862
1 , 7 , 0 , 1.56197 , 1.27944 , 19.3583 , 1617284045 , 61574337
1 , 8 , 0 , 1.55022 , 1.28504 , 8.88898 , 1617284114 , 261843581
2 , 1 , 0 , 1.53747 , 3.20851 , 4.98209 , 1616540970 , 921201184
2 , 2 , 0 , 1.5551 , 2.98117 , 23.8488 , 1616541031 , 721215328
2 , 3 , 0 , 1.54288 , 2.64196 , 14.0254 , 1616541080 , 121353903
2 , 4 , 0 , 1.56883 , 1.25646 , 5.74853 , 1616541156 , 922217259
2 , 5 , 0 , 1.56202 , 1.26303 , 22.492 , 1616541215 , 321988018
2 , 6 , 0 , 1.57792 , 5.86793 , 23.4025 , 1616541376 , 523351290
2 , 7 , 0 , 1.56743 , 4.51954 , 18.3843 , 1616541552 , 923864765
2 , 8 , 0 , 1.56143 , 4.51476 , 7.91478 , 1616541618 , 123073594
3 , 1 , 0 , 1.51546 , 3.43169 , 4.53628 , 1616541585 , 198667877
3 , 2 , 0 , 1.55108 , 3.38503 , 23.5569 , 1616541641 , 998691397
3 , 3 , 0 , 1.53697 , 3.01089 , 14.1498 , 1616541699 , 998703927
3 , 4 , 0 , 1.55701 , 1.68731 , 6.91798 , 1616541771 , 199689316
3 , 5 , 0 , 1.55869 , 1.70849 , 23.6588 , 1616541830 , 825752
3 , 6 , 0 , 1.57405 , 0.0867739 , 23.4595 , 1616541994 , 401727356
3 , 7 , 0 , 1.56212 , 4.98796 , 17.2461 , 1616542164 , 401617447
3 , 8 , 0 , 1.54731 , 5.00791 , 6.77883 , 1616542232 , 1697005
