theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.47885 , 6.27365 , 6.22271 , 1617283132 , 585287601
1 , 2 , 0 , 1.539 , 6.2436 , 18.4495 , 1617283170 , 985318420
1 , 3 , 0 , 1.55381 , 6.22665 , 35.179 , 1617283211 , 386061165
1 , 4 , 0 , 1.3974 , 0.94934 , 3.25539 , 1617283280 , 987228586
1 , 5 , 0 , 1.52342 , 2.852 , 9.98234 , 1617283319 , 387168884
1 , 6 , 0 , 1.52595 , 2.31677 , 13.0958 , 1617283565 , 389940561
1 , 7 , 0 , 1.51298 , 0.138023 , 9.99179 , 1617283630 , 591196266
1 , 8 , 0 , 1.54293 , 0.0267298 , 21.9725 , 1617283658 , 591165161
2 , 1 , 0 , 1.53337 , 1.67666 , 7.402 , 1616540592 , 283676173
2 , 2 , 0 , 1.55593 , 1.64822 , 19.6432 , 1616540630 , 684330793
2 , 3 , 0 , 1.56248 , 1.63092 , 36.3757 , 1616540672 , 684683434
2 , 4 , 0 , 1.50417 , 2.38927 , 4.02916 , 1616540741 , 86575022
2 , 5 , 0 , 1.55078 , 4.50005 , 8.82494 , 1616540779 , 84165164
2 , 6 , 0 , 1.547 , 3.93136 , 12.2982 , 1616541029 , 887276370
2 , 7 , 0 , 1.54558 , 1.80832 , 11.1693 , 1616541090 , 286656451
2 , 8 , 0 , 1.55712 , 1.71082 , 23.1677 , 1616541120 , 686264044
3 , 1 , 0 , 1.55739 , 1.71696 , 8.88942 , 1616541159 , 564999758
3 , 2 , 0 , 1.56439 , 1.70868 , 21.1378 , 1616541199 , 966421044
3 , 3 , 0 , 1.56683 , 1.69703 , 37.8741 , 1616541241 , 564626185
3 , 4 , 0 , 1.54915 , 2.22693 , 5.10228 , 1616541308 , 366122097
3 , 5 , 0 , 1.5682 , 4.54437 , 7.32919 , 1616541346 , 365833801
3 , 6 , 0 , 1.55865 , 3.91568 , 11.1835 , 1616541597 , 166796414
3 , 7 , 0 , 1.5608 , 1.84257 , 12.6123 , 1616541657 , 568611599
3 , 8 , 0 , 1.5642 , 1.76913 , 24.6458 , 1616541690 , 766382836
