272 23 22 0 00 00.950 92 37 39 0 00 04.201 3.594 0.0006 0
279 44 58 0 00 00.316 101 09 48 0 00 00.987 3.304 0.0006 0
280 42 06 0 00 00.435 95 46 38 0 00 00.316 4.266 0.0006 0
273 01 52 0 00 01.000 99 06 21 0 00 01.000 4.315 0.0006 0
274 59 55 0 00 01.000 103 01 15 0 00 01.000 3.593 0.0006 0
282 19 55 0 00 01.000 101 51 01 0 00 01.000 3.790 0.0009 0
276 20 17 0 00 01.000 98 35 28 0 00 01.000 4.324 0.0006 0
278 03 26 0 00 01.000 100 14 07 0 00 01.000 4.382 0.0006 0
275 17 36 0 00 01.000 100 18 42 0 00 01.000 4.359 0.0006 0
