theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.57767 , 2.98666 , 5.46281 , 1657288081 , 783829640
1 , 2 , 0 , 1.56263 , 3.44385 , 9.51985 , 1657288128 , 185529102
1 , 3 , 0 , 1.55987 , 3.66004 , 18.9035 , 1657288167 , 386739868
1 , 4 , 0 , 1.56144 , 3.98834 , 21.3723 , 1657288203 , 784895323
1 , 5 , 0 , 1.56724 , 3.20008 , 31.234 , 1657288257 , 788286344
1 , 6 , 0 , 1.57725 , 2.78059 , 29.6243 , 1657288301 , 787741640
1 , 7 , 0 , 1.57115 , 5.842 , 14.918 , 1657288392 , 588212074
1 , 8 , 0 , 1.57004 , 5.6672 , 39.419 , 1657288447 , 788705022
2 , 1 , 0 , 1.59303 , 1.10341 , 5.02716 , 1666982391 , 342794220
2 , 2 , 0 , 1.57037 , 1.75429 , 8.22379 , 1666982435 , 742172015
2 , 3 , 0 , 1.56307 , 2.06467 , 17.3235 , 1666982478 , 943769864
2 , 4 , 0 , 1.56435 , 2.42737 , 19.5831 , 1666982513 , 344195267
2 , 5 , 0 , 1.56951 , 1.60518 , 30.2152 , 1666982570 , 943473526
2 , 6 , 0 , 1.5798 , 1.17387 , 29.3166 , 1666982618 , 543649967
2 , 7 , 0 , 1.57585 , 4.41436 , 15.2443 , 1666982702 , 144169153
2 , 8 , 0 , 1.57192 , 4.16718 , 39.365 , 1666982765 , 743445535
3 , 1 , 0 , 1.59145 , 4.74366 , 5.4916 , 1666982492 , 451447269
3 , 2 , 0 , 1.57069 , 5.55717 , 7.11355 , 1666982540 , 850619646
3 , 3 , 0 , 1.56241 , 6.03526 , 15.5703 , 1666982584 , 50309995
3 , 4 , 0 , 1.5638 , 0.164983 , 17.4551 , 1666982624 , 51449511
3 , 5 , 0 , 1.56967 , 5.591 , 29.2237 , 1666982672 , 52090951
3 , 6 , 0 , 1.57998 , 5.15076 , 29.2478 , 1666982718 , 54510360
3 , 7 , 0 , 1.57611 , 2.32142 , 15.755 , 1666982808 , 455165065
3 , 8 , 0 , 1.572 , 1.99197 , 39.2453 , 1666982873 , 253745561
