Time,X,Y,Z,qx,qy,qz,qw
6.4,326330.26304948557,5183227.278285321,59.73133253196896,0.006948093412213418,0.02053543826645411,-0.5063733902904153,0.8620417677693643
6.6,326330.2644499494,5183227.277493865,59.73256826239142,0.002979807971971979,0.021940387912602867,-0.5057876025477666,0.8623738407626226
6.8,326330.26479702134,5183227.276609229,59.730497640162994,0.0064930512227729595,0.023088972126575815,-0.5060232092131045,0.8621863205767228
7.0,326330.26339288725,5183227.274826192,59.72708222326843,0.008899591547021617,0.02246373101738448,-0.5066244267854455,0.861828212721882
7.2,326330.2631857842,5183227.275501404,59.73510910493723,0.00795487639772922,0.019145336269470774,-0.5064611771364347,0.8620134871881081
7.4,326330.2632215253,5183227.280253682,59.73903485466681,-0.010397596105987747,0.019794553229318227,-0.5049081566212674,0.862883433051639
7.6,326330.264211379,5183227.2799714375,59.73017049345254,0.006195669264720587,0.02375780214544074,-0.5059412389934529,0.8622184428585079
7.8,326330.2649753311,5183227.276315156,59.72890590037133,0.013026522868947336,0.020864824588655264,-0.5056404901867492,0.8623935664651804
8.0,326330.26451055805,5183227.275085836,59.73002693267924,0.009447684856563174,0.021894785409233307,-0.5055234574783402,0.8624832714678469
8.2,326330.2622269921,5183227.280658857,59.73522131559457,-0.008627487253556174,0.01868591147933549,-0.5046949245099751,0.8630523949041256
8.4,326330.26279913,5183227.281805307,59.738408097156736,-0.01239993608977498,0.0164519699674194,-0.5048011713543558,0.862989774950104
8.6,326330.263415517,5183227.280955421,59.73610801783905,-0.011549095575862303,0.017534787109939096,-0.5041653203155756,0.8633518862106468
8.8,326330.26268064434,5183227.2811263595,59.73782205247682,-0.00935588738514052,0.017945136377505756,-0.5052234308889628,0.8627512528721211
9.0,326330.26221725735,5183227.281536674,59.735598947761055,-0.008919499879275842,0.01745732842348367,-0.5050377451473145,0.8628745912255932
9.2,326330.262754275,5183227.281846004,59.735733784773835,-0.01225432877542708,0.018315429707536187,-0.5052961804585566,0.8626645619676782
9.4,326330.26292186946,5183227.2833513105,59.737202597708915,-0.008960621816124299,0.019281294108151676,-0.5046749543458784,0.863047582355787
9.6,326330.2635211967,5183227.283013596,59.737729742567346,-0.008694887088860922,0.019184696400897573,-0.5042907454207314,0.8632770067860723
9.8,326330.261953082,5183227.282689542,59.7417978845085,-0.010736341398406853,0.015994512078017893,-0.5054848797021225,0.8626203933070987
10.0,326330.26291955245,5183227.280765062,59.73649047294889,-0.009641664868885399,0.014998028420513666,-0.5054697707226141,0.862660076929309
10.2,326330.26140117005,5183227.282105713,59.73583578119599,-0.00835658978820534,0.01917399606240782,-0.504775773097996,0.8629970707803305
10.4,326330.26157081313,5183227.280961451,59.73500823701744,-0.008352328066695664,0.017544222776148543,-0.505532721739342,0.8625886076884276
10.6,326330.26320725004,5183227.282429612,59.736153297313855,-0.007429359851489212,0.020191240386471118,-0.5044187294514688,0.8631910934447938
10.8,326330.2628930336,5183227.28114149,59.74078819161929,-0.010258432338668655,0.01946098351476861,-0.5050071649548432,0.8628347454935171
11.0,326330.26508697873,5183227.280027449,59.73395452519527,-0.005917567450503122,0.01831492757445029,-0.505171000595329,0.8628046163419186
