[-8.5986733  -9.45786741  1.22149418] 0.5449981660164807 2.302711411036003 0.064963393429883 -0.3421782866548541 -0.18665662350026155 0.7744026390523094 -0.4983712247654841
[-8.59866716 -9.45785798  1.22150557] 0.5450089071923938 2.30268835508321 0.06496511319812504 -0.3421780554391448 -0.1866562380781626 0.7744025338721042 -0.4983716913056544
[-8.59868468 -9.45788051  1.22152083] 0.5449976720821299 2.3026468804352946 0.06496789155624982 -0.3421777595663479 -0.1866558453551807 0.7744025401550216 -0.4983720317738021
[-8.59870234 -9.45790321  1.22153612] 0.5449837946654835 2.302635330565556 0.06497231593588015 -0.3421774730458962 -0.18665568674127675 0.7744026342695465 -0.49837214166068133
[-8.59871999 -9.45792592  1.22155141] 0.5449672179202716 2.302654936483478 0.06497844290047272 -0.3421771965023473 -0.18665577146410373 0.7744028196209604 -0.4983720117904303
[-8.59873765 -9.45794862  1.2215667 ] 0.5449506411742215 2.302674542402743 0.06498456986489753 -0.3421769199585354 -0.18665585618845065 0.774403004972224 -0.49837188191975296
[-8.59875508 -9.45797211  1.2215775 ] 0.544934194958771 2.3026939789653667 0.06498914884631013 -0.34217672175108604 -0.18665599079209533 0.7744031526080799 -0.4983717381872368
[-8.5987725  -9.4579956   1.22158827] 0.5449191611400446 2.3026999366878353 0.0649930427162847 -0.34217652069034 -0.18665602499036482 0.7744032648567205 -0.4983716890056072
[-8.59878992 -9.4580191   1.22159905] 0.5449056040726519 2.3026917954830197 0.06499622844318742 -0.3421763162132747 -0.18665595388267206 0.7744033402957425 -0.4983717388071471
[-8.59880735 -9.45804259  1.22160983] 0.544886942377244 2.3026819557883362 0.06499894908677106 -0.3421760760555958 -0.1866559271049259 0.7744034438784251 -0.49837175277199525
[-8.5987749  -9.45800825  1.22160907] 0.5448829378660046 2.3026908681747673 0.06499753824264132 -0.34217596073473683 -0.1866560222323545 0.7744034742924187 -0.4983717490623698
[-8.59874218 -9.45797361  1.22160825] 0.5448794343077625 2.302702079315125 0.06499737413258488 -0.34217584306501936 -0.1866562585499728 0.7744035307218388 -0.4983716536606182
[-8.59870947 -9.45793897  1.22160743] 0.5448763618133446 2.302715584378212 0.06499853390440347 -0.3421757221743725 -0.1866566417651331 0.7744036147897949 -0.4983714625055376
[-8.59867675 -9.45790433  1.22160661] 0.5448475186126419 2.302716197642345 0.06499732741551156 -0.3421754450970894 -0.1866571973036214 0.7744039283328961 -0.4983709574703811
[-8.59869532 -9.45792752  1.22160841] 0.5447903068124093 2.302691929145416 0.06499595428943394 -0.34217512427220803 -0.1866578077584765 0.7744043719996528 -0.49837025970649756
[-8.59871416 -9.45795101  1.22161022] 0.544732895942768 2.302661748133774 0.06499396245262423 -0.3421748000638269 -0.18665834369865247 0.774404786578984 -0.4983696373702095
[-8.598733   -9.4579745   1.22161203] 0.5446753704877859 2.302625489747984 0.06499131890621179 -0.34217447218501 -0.18665880183168346 0.7744051705780599 -0.4983690942119463
[-8.5987512  -9.45799729  1.22161376] 0.5446855336018898 2.3026206835556615 0.06499052411170891 -0.3421743125364953 -0.18665911085637296 0.7744051369947746 -0.49836914026712104
[-8.59867638 -9.45791797  1.22160251] 0.5447563244380244 2.3026636800989957 0.0649861431376142 -0.34217432455283925 -0.18665948628269569 0.7744047933912355 -0.4983695253224924
[-8.59860156 -9.45783865  1.22159127] 0.5448286470157158 2.302687410025368 0.06498067156484977 -0.3421743298355938 -0.18665970819277564 0.7744043909158609 -0.49837006397774813
[-8.59852674 -9.45775932  1.22158003] 0.5449025703084729 2.302691005788615 0.06497406028718922 -0.3421743280795652 -0.18665976967292416 0.7744039269167075 -0.4983707631522257
[-8.59845193 -9.45768     1.22156878] 0.5449299573900743 2.3026719087104217 0.0649686583725404 -0.34217436616599517 -0.18665972751556503 0.7744036964266698 -0.4983711109438672
[-8.59836342 -9.45758245  1.22155602] 0.5449428092070505 2.302649587729417 0.06496323840461149 -0.3421744330756116 -0.18665964453564446 0.7744035630160307 -0.4983713033866287
[-8.5982748  -9.45748476  1.22154324] 0.544953558350811 2.3026580090317004 0.06495867015482626 -0.34217451820362926 -0.18665970474066484 0.774403519665333 -0.49837128975111133
[-8.59818619 -9.45738707  1.22153046] 0.5449620714836056 2.302698516486407 0.06495499653616421 -0.3421746222736445 -0.18665991461074963 0.7744035704510401 -0.498371060779092
[-8.59809757 -9.45728937  1.22151768] 0.5450108594979624 2.302758072248836 0.06495125850484051 -0.34217475357198757 -0.18666013132310516 0.7744034007389391 -0.49837115317437564
[-8.59811299 -9.45730751  1.22151921] 0.5450413635332602 2.3027867009796052 0.06495235331192384 -0.34217478699129955 -0.1866602123450187 0.7744032733308477 -0.498371297858574
[-8.59812918 -9.45732652  1.22152084] 0.545073975892351 2.302783615993765 0.06495360232967384 -0.34217479575764076 -0.18666025564341635 0.7744030668674107 -0.4983715964395444
[-8.59814538 -9.45734553  1.22152247] 0.5451090645959782 2.3027476968945613 0.06495497435834252 -0.34217477961902176 -0.1866602606093978 0.7744027767543553 -0.49837205645686994
[-8.59816158 -9.45736453  1.2215241 ] 0.5451288172555435 2.302704080518393 0.06495671593038466 -0.3421747761605885 -0.18666023096873138 0.7744025688908984 -0.49837239292453633
[-8.59815519 -9.45736056  1.2215235 ] 0.5451497693229165 2.3026649436572297 0.06495785699862056 -0.34217478271280993 -0.18666021747946324 0.7744023608678937 -0.49837271671731137
[-8.59814864 -9.45735641  1.22152289] 0.5451672940564598 2.302662907621787 0.06495832197164952 -0.34217481675293887 -0.18666019372862078 0.7744022314526857 -0.4983729033348295
[-8.59814209 -9.45735226  1.22152227] 0.5451811821996132 2.302699552573221 0.06495808675023251 -0.34217487945919733 -0.18666015903073835 0.774402184380651 -0.49837294642083
[-8.59813553 -9.45734811  1.22152166] 0.545178682831048 2.3027290254072272 0.06495612306987653 -0.34217482361988694 -0.18666026370545694 0.7744022695018953 -0.4983728132878263
[-8.59813911 -9.45735815  1.22152265] 0.5451660034219276 2.302750774945983 0.06495398745588798 -0.3421746997317126 -0.18666042309595413 0.7744024082439098 -0.4983726230634911
[-8.59814276 -9.45736828  1.22152365] 0.5451550993389166 2.3027595094417044 0.06495205363593937 -0.34217456971882343 -0.18666057702645733 0.7744025278214718 -0.49837246886801684
[-8.59814641 -9.45737841  1.22152465] 0.5451460750484827 2.302754686187423 0.06495032645549559 -0.34217443345149234 -0.18666072527910288 0.7744026273922945 -0.4983723521809177
[-8.59815006 -9.45738855  1.22152566] 0.5451256071698388 2.302743978754719 0.06495133744900705 -0.34217445357072407 -0.1866606564366048 0.7744027152235076 -0.4983722276739458
[-8.59815748 -9.45740521  1.22152787] 0.5450991298646615 2.302728632492005 0.06495389781566652 -0.3421745187985199 -0.18666049550360908 0.7744027953543035 -0.4983721186531098
[-8.59816493 -9.45742191  1.22153009] 0.5450722017589127 2.3027094881687105 0.0649546953258453 -0.3421745881165463 -0.18666013685438135 0.7744028379111626 -0.49837213926132884
[-8.59817238 -9.45743861  1.22153231] 0.5450447866706896 2.302686184079589 0.06495355242203527 -0.3421746620645959 -0.1866595608997606 0.7744028391874598 -0.4983723022240396
[-8.59817983 -9.45745531  1.22153453] 0.5449732985810675 2.3026425209186585 0.06495206419630084 -0.3421746787328472 -0.18665901541106336 0.7744030848078421 -0.4983721134252431
[-8.59817907 -9.45745949  1.22153468] 0.544886199468125 2.3025945845099987 0.06494972614124972 -0.3421747020785013 -0.18665848849459607 0.7744034332544009 -0.498371753306905
[-8.59817826 -9.45746361  1.22153482] 0.5447953644376752 2.3025699398783273 0.06494614292136358 -0.34217473890865385 -0.1866578764998382 0.7744037996485857 -0.49837138790584573
[-8.59817746 -9.45746772  1.22153495] 0.5447004101777638 2.3025708359354407 0.06494119749299732 -0.3421747903391546 -0.18665717107928734 0.7744041857360813 -0.49837101686943075
[-8.59817665 -9.45747183  1.22153509] 0.54469546630784 2.3026139363705456 0.06493659043127709 -0.3421749333676792 -0.18665643934257042 0.7744040715214329 -0.4983713702027887
[-8.59830138 -9.45761054  1.22157173] 0.5446858987132573 2.3026292527515873 0.0649446270020615 -0.34217464689436994 -0.1866553124861505 0.7744040737677726 -0.49837198544389394
[-8.5984267  -9.45774987  1.22160854] 0.5446772728792981 2.3026436309229017 0.06495351643731251 -0.34217435899434384 -0.18665426245139483 0.7744040997183319 -0.4983725360560867
[-8.59855202 -9.45788921  1.22164535] 0.5446698375104296 2.302657252629387 0.06496323481903798 -0.34217407189990295 -0.18665329448808837 0.7744041488145864 -0.4983730194090959
[-8.59867734 -9.45802855  1.22168216] 0.5446531794161629 2.3026661057020954 0.06497191119347079 -0.3421737182331459 -0.18665240134554315 0.7744042891701278 -0.4983733786403074
[-8.59877247 -9.45813958  1.22170488] 0.5446431133326182 2.302682750141285 0.06497533629090035 -0.34217353939071005 -0.18665170144761534 0.7744043274828863 -0.49837370402472386
[-8.59886749 -9.45825052  1.22172756] 0.544635736646712 2.3026676685974596 0.064978566298599 -0.3421733405770738 -0.18665092945463782 0.7744042855325931 -0.49837419483837586
[-8.59896251 -9.45836145  1.22175023] 0.5446311307767141 2.302619428726764 0.06498161012368908 -0.34217312018617585 -0.18665008158127236 0.7744041602834552 -0.4983748583179511
[-8.59905753 -9.45847239  1.22177291] 0.5446107048721947 2.302563883062447 0.06498453125160386 -0.3421728793012271 -0.18664924456840093 0.7744041226559165 -0.49837539564696937
[-8.59903768 -9.45844768  1.22176875] 0.5446225435856751 2.3025510479053017 0.06497823324046714 -0.3421729598690398 -0.18664864305686957 0.7744039362404582 -0.49837585526866585
[-8.59901744 -9.4584225   1.2217645 ] 0.5446349147713099 2.3025369316628037 0.06497411056634228 -0.342173028143307 -0.18664828496861463 0.7744037707685199 -0.49837619962134255
[-8.5989972  -9.45839733  1.22176025] 0.5446477587987985 2.3025211135742865 0.06497259923124477 -0.34217308052789724 -0.18664821396873568 0.774403630826825 -0.4983764076945867
[-8.59897696 -9.45837215  1.221756  ] 0.5446401504383845 2.302497446721965 0.06497043361387678 -0.3421730677450288 -0.1866482147253566 0.7744035873464933 -0.4983764837496599
[-8.59896915 -9.45836259  1.221753  ] 0.54461980015524 2.30246526954784 0.06496841514211493 -0.3421730200647372 -0.1866482413314077 0.7744035874411098 -0.49837650637445663
[-8.59896138 -9.45835307  1.22175001] 0.544598586549298 2.302470950559502 0.06496989817122134 -0.34217298959818787 -0.18664870341762327 0.7744037490120551 -0.49837610317714115
[-8.5989536  -9.45834355  1.22174701] 0.5445764142868843 2.3025192883250427 0.06497532354701929 -0.34217297854271217 -0.18664965598307806 0.7744040924415589 -0.4983752203775513
[-8.59894583 -9.45833403  1.22174402] 0.5445333189650824 2.3025565885292423 0.06498048303560411 -0.3421729421984453 -0.1866506140350518 0.7744045826128593 -0.498374124865849
[-8.59892363 -9.45831057  1.22174092] 0.5444862516916967 2.302593874622396 0.06498550500260913 -0.34217287344956093 -0.186651583734355 0.7744051179308327 -0.49837297708369066
[-8.59890139 -9.45828708  1.22173782] 0.5444431782527566 2.302573273231549 0.06498826448256156 -0.3421727742840401 -0.1866522111121083 0.7744054763787969 -0.4983722532206754
[-8.59887914 -9.45826358  1.22173472] 0.544404372973229 2.3024905876277897 0.06498859804695878 -0.34217264257105295 -0.1866524714257505 0.7744056452262111 -0.4983719837916025
[-8.5988569  -9.45824008  1.22173163] 0.5444857751178118 2.302463221505425 0.06499134296213416 -0.3421727555331125 -0.18665253291633477 0.7744051064952193 -0.49837272032177016
[-8.59894654 -9.45833958  1.22174389] 0.5445806893496286 2.3024181679735634 0.06500033138734695 -0.342172857710904 -0.1866523544904946 0.7744044190532371 -0.4983737851853028
[-8.59903653 -9.45843946  1.22175621] 0.5446725323717404 2.302402224493884 0.06500824549539308 -0.34217298356371034 -0.18665210616518593 0.7744037859185612 -0.49837477558380505
[-8.59912652 -9.45853934  1.22176853] 0.5447612060682484 2.3024176533545373 0.06501498934749894 -0.34217313520458725 -0.18665178337201044 0.7744032105447823 -0.49837568641161134
[-8.59921651 -9.45863922  1.22178084] 0.5447666714305595 2.3023955950601094 0.06502023403427248 -0.34217312292185764 -0.18665159497412445 0.7744031034892055 -0.49837593175213185
[-8.59915718 -9.45857188  1.2217549 ] 0.5447849846469885 2.3024130327600996 0.06501171915788173 -0.34217351192807544 -0.18665184082210273 0.7744028946262234 -0.4983758971369444
[-8.59909739 -9.45850403  1.22172885] 0.5448025172981148 2.302438437198905 0.06500543559194283 -0.34217389159692196 -0.18665235778993833 0.7744027211328206 -0.49837571243285683
[-8.59903761 -9.45843618  1.2217028 ] 0.5448190445793116 2.30247223181434 0.06500159691093699 -0.3421742596525905 -0.18665316536102886 0.7744025867376275 -0.4983753661107071
[-8.59897782 -9.45836832  1.22167674] 0.544832547029579 2.3025042369987667 0.06499744799409068 -0.34217460905477837 -0.18665399227417617 0.7744024858313502 -0.49837497331281283
[-8.59893814 -9.45832623  1.22165018] 0.5448380129570054 2.3025268907691636 0.06499296802255439 -0.3421749824618457 -0.18665484877453792 0.7744023840107115 -0.49837455437122435
[-8.59889852 -9.45828422  1.22162361] 0.5448443468772391 2.3025388800811735 0.06498637100427163 -0.34217536217304223 -0.18665545043374618 0.7744022359871959 -0.4983742983372578
[-8.5988589  -9.45824221  1.22159705] 0.5448516377696447 2.3025394231983296 0.06497749657503138 -0.34217574855610394 -0.1866557778020372 0.7744020383024668 -0.498374217617817
[-8.59881929 -9.45820021  1.22157048] 0.5448856238137738 2.302552417188115 0.06496793378584409 -0.3421761156815871 -0.18665615727692983 0.7744017179067153 -0.4983743212794969
[-8.59882894 -9.45820919  1.22156215] 0.5449149668495106 2.3025537046629174 0.06496431639794897 -0.34217622348254256 -0.18665636199621302 0.774401507948907 -0.4983744968354847
[-8.59883874 -9.45821833  1.22155387] 0.544945296204243 2.3025529631642656 0.06496059524859243 -0.342176335061589 -0.1866565417098203 0.7744013057240575 -0.49837466714674017
[-8.59884854 -9.45822746  1.22154559] 0.5449766856515883 2.3025501971364473 0.06495674892550507 -0.34217645126777346 -0.1866566964269699 0.774401110913109 -0.4983748321226761
[-8.59885834 -9.4582366   1.22153731] 0.5449297216637258 2.302512332859486 0.06494958999872635 -0.34217629919208736 -0.18665712645339713 0.7744014116333756 -0.4983743082017799
[-8.59888097 -9.45826312  1.22153996] 0.5448432076892913 2.3024527064419194 0.06494470510560901 -0.3421758445365532 -0.18665758358158527 0.774401999800213 -0.4983735352249468
[-8.59890363 -9.45828969  1.22154265] 0.5447544880513748 2.3024078362827045 0.06494039904486959 -0.34217539027540994 -0.1866581369219444 0.7744026152314725 -0.4983726835746071
[-8.59892629 -9.45831626  1.22154533] 0.5446635209770345 2.302378098135412 0.06493667566038774 -0.3421749369140031 -0.18665878907637318 0.77440325841292 -0.4983717511736518
