theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.55774 , 3.19823 , 123.852 , 1651697380 , 802796091
1 , 2 , 0 , 1.56641 , 5.97814 , 63.9705 , 1651697416 , 3271286
1 , 3 , 0 , 1.49375 , 3.2853 , 5.90092 , 1651697464 , 805957673
1 , 4 , 0 , 1.49651 , 2.62334 , 7.64279 , 1651697737 , 607628402
1 , 5 , 0 , 1.50787 , 2.10528 , 9.47161 , 1651697777 , 207187450
1 , 6 , 0 , 1.53827 , 2.15552 , 17.4317 , 1651697828 , 7311649
1 , 7 , 0 , 1.54171 , 2.57389 , 23.5603 , 1651697860 , 408571845
1 , 8 , 0 , 1.55187 , 2.72137 , 33.8276 , 1651697885 , 607667148
1 , 9 , 0 , 1.55739 , 2.8345 , 44.1774 , 1651697914 , 408060627
1 , 10 , 0 , 1.56085 , 2.92927 , 55.2933 , 1651697956 , 409594309
1 , 11 , 0 , 1.56279 , 3.10172 , 56.1611 , 1651698142 , 852035696
1 , 12 , 0 , 1.56337 , 3.24784 , 56.2306 , 1651698173 , 651793496
1 , 13 , 0 , 1.56153 , 3.42623 , 51.0578 , 1651698220 , 852822958
1 , 14 , 0 , 1.55842 , 3.4781 , 39.0672 , 1651698263 , 253939087
1 , 15 , 0 , 1.55639 , 3.30678 , 36.2503 , 1651698296 , 853595793
1 , 16 , 0 , 1.55387 , 3.0716 , 33.5434 , 1651698334 , 54306352
1 , 17 , 0 , 1.54778 , 2.94636 , 27.8987 , 1651698363 , 253631966
1 , 18 , 0 , 1.53854 , 2.85184 , 20.5197 , 1651698389 , 653935289
1 , 19 , 0 , 1.53202 , 3.10787 , 16.1476 , 1651698418 , 854177205
1 , 20 , 0 , 1.54535 , 3.43135 , 22.0883 , 1651698452 , 455567296
1 , 21 , 0 , 1.55198 , 3.5044 , 28.4131 , 1651698573 , 499995219
1 , 22 , 0 , 1.55692 , 3.51167 , 35.3329 , 1651698604 , 699577863
1 , 23 , 0 , 1.55535 , 3.35886 , 34.2903 , 1651698641 , 901199307
1 , 24 , 0 , 1.55139 , 3.3059 , 28.3924 , 1651698679 , 900528720
1 , 25 , 0 , 1.54196 , 3.1251 , 21.6509 , 1651698707 , 500396626
1 , 26 , 0 , 1.55228 , 3.12455 , 30.2397 , 1651698739 , 904352343
1 , 27 , 0 , 1.5583 , 3.16633 , 38.4199 , 1651698767 , 501914989
1 , 28 , 0 , 1.55536 , 2.97136 , 37.381 , 1651698801 , 903194142
1 , 29 , 0 , 1.55869 , 2.97342 , 45.6719 , 1651698848 , 703608760
1 , 30 , 0 , 1.55855 , 3.0889 , 47.024 , 1651698877 , 105199999
1 , 31 , 0 , 1.56171 , 3.20898 , 47.6356 , 1651698984 , 892851625
1 , 32 , 0 , 1.56044 , 3.34411 , 44.8851 , 1651699014 , 893831092
1 , 33 , 0 , 1.53892 , 4.16303 , 14.7241 , 1651699113 , 694892461
1 , 34 , 0 , 1.54103 , 4.68817 , 13.4363 , 1651699149 , 695237760
1 , 35 , 0 , 1.54234 , 5.07695 , 15.0659 , 1651699170 , 94918273
1 , 36 , 0 , 1.54683 , 5.26317 , 16.6694 , 1651699196 , 896697064
1 , 37 , 0 , 1.55088 , 5.4322 , 18.9111 , 1651699218 , 497285390
1 , 38 , 0 , 1.53743 , 5.49137 , 12.2203 , 1651699254 , 897183605
1 , 39 , 0 , 1.51305 , 5.20934 , 7.3371 , 1651699282 , 496063178
