Timestamp,X,Y,Z,qx,qy,qz,qw,PDOP,Sats
1690299663,245660.6418981675,5182498.102489711,89.72500596358742,0.012704634439874277,0.039337204349616864,-0.049584726032724714,0.9979140902712845,1.256,22.0
1690299664,245660.63963825788,5182498.101561529,90.79048466459487,0.0006517812419001708,0.999867759303218,-0.01623043851299178,-0.0007822741532056076,1.256,22.0
1690299665,245660.6409092715,5182498.105784746,89.72026750768283,0.01070603125496542,0.04154433213764844,-0.04735930318909539,0.9979561842903966,1.256,22.0
1690299666,245660.642294422,5182498.109300565,89.71782072803897,0.012763412506314324,0.04109502072129646,-0.04461915931271949,0.99807686337042,1.256,22.0
1690299667,245660.63942849942,5182498.107280063,89.71636331706516,0.013410725843513509,0.042694854787156615,-0.04824649442599842,0.9978324396323542,1.256,22.0
1690299668,245660.6371996717,5182498.108013463,90.78795921102582,0.0011993046605931824,0.999637608188642,-0.026863394863360195,-0.0012537861211009483,1.256,20.0
1690299669,245660.63888169982,5182498.1085563,89.71774645433202,0.011873512700619851,0.04236916512806524,-0.0448351787238184,0.9980248896151348,1.256,20.0
1690299670,245660.63991180973,5182498.105255823,90.78878418993152,0.0012846039761435365,0.9995091011336257,-0.03126391735939165,-0.0015729001943211242,1.256,20.0
1690299671,245660.6398934472,5182498.100525501,90.79432994846555,0.0008715021833013352,0.9997915163672947,-0.020375291089032573,-0.0010058811894128879,1.256,20.0
1690299672,245660.63998223632,5182498.105057193,89.71935420550611,0.007512397649493878,0.04421366039238126,-0.04584478745710914,0.9979413668043207,1.256,20.0
1690299673,245660.6415805607,5182498.11324243,89.71805265860833,0.013049682081242572,0.04151280965472465,-0.04348142937054609,0.9981060854097841,1.256,22.0
1690299674,245660.6443960189,5182498.104888482,90.79228670569961,0.0009786544663149752,0.9996905606177618,-0.024829323360784077,-0.0011532339858799576,1.256,22.0
1690299675,245660.6417188203,5182498.108403966,90.78695921430038,0.0009143562219902227,0.999745752879617,-0.02250553713839575,-0.0010461118388669641,1.256,21.0
1690299676,245660.6399423905,5182498.10727043,89.7230167994637,0.012915825433612622,0.04084491657972139,-0.05005409783539292,0.9978273706071852,1.256,20.0
1690299677,245660.64168623064,5182498.110382712,89.72231740787224,0.012961100979960146,0.04060695235043017,-0.047340065803415876,0.9979689391218173,1.286,20.0
1690299678,245660.64384012597,5182498.112211473,90.78787518393206,0.0008875018973623292,0.9997701154925671,-0.021400370061330214,-0.0009760479494239152,1.286,20.0
1690299679,245660.64067151683,5182498.114517896,90.78709904814608,0.000970483099311692,0.9997319456034344,-0.023108471600555867,-0.0010457737862831357,1.256,20.0
1690299680,245660.64100304325,5182498.104465479,90.79257314899051,0.0005296741406410067,0.9999216415715171,-0.012494429851412782,-0.0005651415003635822,1.256,20.0
1690299681,245660.64062670871,5182498.108471467,89.7153215002271,0.006192740080771027,0.043637035102150216,-0.044257913092475364,0.9980474418916591,1.256,20.0
1690299682,245660.6380817734,5182498.115012711,89.7129253218421,0.009960716341095886,0.04587479182892487,-0.043764499553870274,0.9979383528973242,1.256,20.0
1690299683,245660.64333502497,5182498.112311765,89.71734115383154,0.007707977222979462,0.04148595076597855,-0.044194155572337246,0.9981314440440302,1.256,21.0
1690299684,245660.64406794347,5182498.112563629,90.79168915599831,0.0009110925504945411,0.9997558904161314,-0.022053519435496903,-0.0009857835061082149,1.256,21.0
1690299685,245660.63765594835,5182498.112213017,89.71960096494531,0.008263796061984172,0.04522810587954891,-0.04466952647329814,0.9979432656808931,1.189,21.0
1690299686,245660.63471098157,5182498.112841226,90.79937936994865,0.000907482192773458,0.999798604176656,-0.020027392678094724,-0.0009116496025072321,1.189,22.0
1690299687,245660.64155263393,5182498.109305983,90.79203592545291,0.0007471030840909416,0.999835631510731,-0.018095012207860736,-0.0008499010042097717,1.189,20.0
1690299688,245660.6414487077,5182498.119681429,89.72120400076466,0.013543788876635956,0.042611280663357884,-0.0430091281900827,0.9980736743524612,1.189,20.0
1690299689,245660.64150805428,5182498.115071695,89.71796752171399,0.017058586842878268,0.04191431043011767,-0.0469672846390198,0.9978708680835056,1.217,20.0
1690299690,245660.64024652733,5182498.117733867,90.78958171712142,0.0011536947155164831,0.9996398151823183,-0.026784268523084964,-0.0012295732786201871,1.217,20.0
1690299691,245660.64163994192,5182498.116657912,90.78251075448634,0.0011598283942888673,0.9996018557423705,-0.028162656882241656,-0.0012843487992234839,1.256,21.0
1690299692,245660.63712605502,5182498.115296584,90.78505765780956,0.0011200188168757202,0.9996480180966951,-0.026479964157234366,-0.001181935459803378,1.256,20.0
1690300339,245657.00246293668,5182501.645675137,90.66349894583375,0.0019515277632191077,0.999722516461762,0.01610291169169301,-0.01708150619239671,1.103,24.0
1690300340,245657.00481216024,5182501.646442658,89.81550459550856,-0.01019589306356749,-0.08624917857245244,0.7238356782782831,0.6844845022435725,1.103,24.0
1690300341,245657.00148301292,5182501.636136758,89.80598225787908,-0.015107231388511748,-0.0793916677161942,0.7264382219478684,0.6824633648410987,1.103,24.0
1690300342,245657.00295524165,5182501.643877822,89.81082959073375,-0.012068556143567161,-0.08124468120308243,0.7246960913780136,0.684155849839968,1.103,24.0
1690300343,245657.00676522806,5182501.639588502,90.66998482912595,0.0023488642465128162,0.999563666663792,0.02023947015520553,-0.02138511094719247,1.103,24.0
1690300344,245657.1419279539,5182501.497743813,89.8073117316784,-0.024573598435226524,-0.07857705898568453,0.7126206424616475,0.6967019477500068,1.103,24.0
1690300345,245657.61683035476,5182500.924795514,89.81404565883231,-0.0188761695500482,-0.07852569698312012,0.7176619590827304,0.6916926467889987,1.104,24.0
1690300346,245658.27538953262,5182500.122342674,89.8162116849712,-0.014182947297052212,-0.08418567712393482,0.720796558286261,0.6878691280584077,1.104,24.0
1690300347,245658.9955171082,5182499.196044672,90.67819405268773,0.003233800585463132,0.9991433201814144,0.028273992752476107,-0.030045791792965702,1.104,24.0
1690300348,245659.7324439084,5182498.281250164,89.78501876246523,-0.03285500128309365,-0.07565705367985483,0.7213820119408061,0.6876078475173232,1.104,23.0
1690300349,245660.56045930958,5182497.19407065,89.80834501277337,-0.02237727337087182,-0.08031337620442522,0.7262237793216406,0.682384086557508,1.121,24.0
