theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.71932 , 1.61681 , 5.38762 , 1657291830 , 522490450
1 , 2 , 0 , 1.65147 , 1.50956 , 10.0894 , 1657291868 , 524590175
1 , 3 , 0 , 1.62417 , 1.56771 , 15.4546 , 1657291887 , 723751574
1 , 4 , 0 , 1.60469 , 1.5244 , 24.3315 , 1657291919 , 723632083
1 , 5 , 0 , 1.59476 , 1.5571 , 34.2292 , 1657291942 , 123377335
1 , 6 , 0 , 1.5897 , 1.53785 , 43.3838 , 1657291963 , 325005191
1 , 7 , 0 , 1.58606 , 1.54949 , 53.2186 , 1657291987 , 724175130
1 , 8 , 0 , 1.58388 , 1.54107 , 62.3479 , 1657292011 , 325112048
1 , 9 , 0 , 1.58213 , 1.54682 , 72.3326 , 1657292043 , 324980421
1 , 10 , 0 , 1.5804 , 1.54013 , 85.074 , 1657292069 , 326221036
1 , 11 , 0 , 1.57908 , 1.54592 , 98.3744 , 1657292102 , 925628940
1 , 12 , 0 , 1.57793 , 1.54874 , 115.416 , 1657292134 , 526734553
1 , 13 , 0 , 1.577 , 1.53502 , 132.506 , 1657292164 , 927034541
1 , 14 , 0 , 1.57605 , 1.54663 , 154.341 , 1657292202 , 527041662
1 , 15 , 0 , 1.57519 , 1.5366 , 184.714 , 1657292255 , 729642996
2 , 1 , 0 , 1.72385 , 1.77835 , 5.91615 , 1651704447 , 293812682
2 , 2 , 0 , 1.65685 , 1.75879 , 10.6757 , 1651704485 , 292889855
2 , 3 , 0 , 1.62909 , 1.84679 , 15.9634 , 1651704504 , 493659014
2 , 4 , 0 , 1.60817 , 1.82795 , 24.8714 , 1651704536 , 494026190
2 , 5 , 0 , 1.59741 , 1.87181 , 34.7288 , 1651704558 , 893449150
2 , 6 , 0 , 1.59187 , 1.85905 , 43.8985 , 1651704580 , 493503308
2 , 7 , 0 , 1.58786 , 1.87486 , 53.7176 , 1651704604 , 493944132
2 , 8 , 0 , 1.58543 , 1.86931 , 62.8563 , 1651704628 , 94040165
2 , 9 , 0 , 1.58347 , 1.87727 , 72.8331 , 1651704660 , 95444528
2 , 10 , 0 , 1.58155 , 1.87274 , 85.5822 , 1651704686 , 95392903
2 , 11 , 0 , 1.58009 , 1.88013 , 98.8755 , 1651704719 , 696408203
2 , 12 , 0 , 1.57878 , 1.88446 , 115.913 , 1651704751 , 297711420
2 , 13 , 0 , 1.57774 , 1.87193 , 133.016 , 1651704781 , 699044117
2 , 14 , 0 , 1.57675 , 1.88464 , 154.848 , 1651704819 , 298691394
2 , 15 , 0 , 1.57576 , 1.8757 , 185.221 , 1651704872 , 501397103
3 , 1 , 0 , 1.66128 , 3.42485 , 5.95732 , 1616546823 , 537382805
3 , 2 , 0 , 1.62323 , 3.27665 , 10.593 , 1616546860 , 736290812
3 , 3 , 0 , 1.60603 , 3.31092 , 15.9966 , 1616546879 , 937177211
3 , 4 , 0 , 1.59346 , 3.25398 , 24.8445 , 1616546911 , 938405168
3 , 5 , 0 , 1.58698 , 3.27842 , 34.7644 , 1616546934 , 338366305
3 , 6 , 0 , 1.58355 , 3.25544 , 43.9062 , 1616546955 , 937138484
3 , 7 , 0 , 1.58111 , 3.26417 , 53.7479 , 1616546979 , 937134048
3 , 8 , 0 , 1.57964 , 3.25403 , 62.8717 , 1616547003 , 536924924
3 , 9 , 0 , 1.57849 , 3.2583 , 72.8594 , 1616547035 , 536804808
3 , 10 , 0 , 1.57731 , 3.25028 , 85.5984 , 1616547061 , 538369798
3 , 11 , 0 , 1.57642 , 3.25499 , 98.902 , 1616547095 , 138540410
3 , 12 , 0 , 1.57567 , 3.25681 , 115.945 , 1616547126 , 738212117
3 , 13 , 0 , 1.57504 , 3.2424 , 133.027 , 1616547157 , 138443616
3 , 14 , 0 , 1.57436 , 3.25328 , 154.871 , 1616547194 , 739005893
3 , 15 , 0 , 1.5738 , 3.24258 , 185.242 , 1616547247 , 938071342
