theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.54622 , 3.30666 , 13.74 , 1657292270 , 323440543
1 , 2 , 0 , 1.56325 , 3.04162 , 45.3085 , 1657292341 , 921190307
1 , 3 , 0 , 1.55627 , 2.69876 , 46.3544 , 1657292399 , 921617889
1 , 4 , 0 , 1.54697 , 2.23479 , 17.7696 , 1657292455 , 122238389
1 , 5 , 0 , 1.56014 , 1.52548 , 26.4814 , 1657292496 , 322302696
1 , 6 , 0 , 1.55783 , 0.814808 , 15.9409 , 1657292553 , 126234914
1 , 7 , 0 , 1.56411 , 5.52638 , 13.2331 , 1657292606 , 324461560
1 , 8 , 0 , 1.56258 , 4.22415 , 17.6067 , 1657292676 , 324842992
2 , 1 , 0 , 1.55447 , 5.22951 , 24.0907 , 1666984176 , 681315778
2 , 2 , 0 , 1.56277 , 4.65372 , 49.6674 , 1666984249 , 881876584
2 , 3 , 0 , 1.55481 , 4.33416 , 45.6969 , 1666984303 , 883134272
2 , 4 , 0 , 1.53797 , 4.49759 , 14.4927 , 1666984361 , 482374145
2 , 5 , 0 , 1.54236 , 3.07112 , 11.9536 , 1666984400 , 283530589
2 , 6 , 0 , 1.53762 , 0.905822 , 8.0521 , 1666984459 , 83969473
2 , 7 , 0 , 1.56477 , 6.26834 , 24.5897 , 1666984513 , 84638619
2 , 8 , 0 , 1.5646 , 5.64645 , 32.4983 , 1666984578 , 285155521
3 , 1 , 0 , 1.54524 , 4.69901 , 15.8628 , 1666982042 , 726591868
3 , 2 , 0 , 1.56196 , 5.10854 , 46.1752 , 1666982116 , 326712829
3 , 3 , 0 , 1.55646 , 4.80695 , 51.6756 , 1666982170 , 726945569
3 , 4 , 0 , 1.55391 , 4.23434 , 29.0292 , 1666982223 , 924659351
3 , 5 , 0 , 1.56214 , 3.84986 , 40.4912 , 1666982265 , 126933658
3 , 6 , 0 , 1.56127 , 3.45415 , 28.8783 , 1666982324 , 725361083
3 , 7 , 0 , 1.55904 , 2.74343 , 13.2222 , 1666982375 , 926159293
3 , 8 , 0 , 1.53349 , 5.81715 , 5.7973 , 1666982440 , 324407810
