theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.55026 , 5.61173 , 13.905 , 1657290668 , 880294695
1 , 2 , 0 , 1.56378 , 5.50213 , 38.4567 , 1657290746 , 880615395
1 , 3 , 0 , 1.55763 , 5.18969 , 41.9775 , 1657290794 , 480612147
1 , 4 , 0 , 1.551 , 4.73755 , 15.762 , 1657290984 , 481996085
1 , 5 , 0 , 1.56273 , 4.12835 , 27.8253 , 1657291045 , 281654395
1 , 6 , 0 , 1.56483 , 3.4277 , 19.2369 , 1657291115 , 283543171
1 , 7 , 0 , 1.57113 , 1.63231 , 8.57554 , 1657291169 , 683901640
1 , 8 , 0 , 1.56676 , 0.481841 , 15.0471 , 1657291240 , 885270727
2 , 1 , 0 , 1.57457 , 5.39002 , 49.6164 , 1666982034 , 229296960
2 , 2 , 0 , 1.57702 , 4.93843 , 32.7984 , 1666982109 , 31891411
2 , 3 , 0 , 1.56682 , 5.13777 , 20.898 , 1666982156 , 631608112
2 , 4 , 0 , 1.57419 , 5.64106 , 45.1097 , 1666982357 , 830905847
2 , 5 , 0 , 1.576 , 6.01925 , 47.007 , 1666982413 , 31037337
2 , 6 , 0 , 1.57648 , 5.86518 , 63.0025 , 1666982479 , 31149916
2 , 7 , 0 , 1.57771 , 5.52843 , 68.6388 , 1666982533 , 431393697
2 , 8 , 0 , 1.57708 , 5.32631 , 65.0179 , 1666982603 , 832508983
3 , 1 , 0 , 1.55396 , 2.00122 , 16.559 , 1666984819 , 443504871
3 , 2 , 0 , 1.56413 , 2.33334 , 39.7373 , 1666984899 , 843298903
3 , 3 , 0 , 1.55893 , 2.07187 , 46.337 , 1666984954 , 243523517
3 , 4 , 0 , 1.55825 , 1.51194 , 24.6166 , 1666985147 , 46349798
3 , 5 , 0 , 1.56513 , 1.17852 , 38.7039 , 1666985205 , 844422953
3 , 6 , 0 , 1.56713 , 0.714534 , 29.5149 , 1666985264 , 245314805
3 , 7 , 0 , 1.57198 , 0.148931 , 8.5686 , 1666985320 , 645007336
3 , 8 , 0 , 1.56019 , 3.26925 , 5.37318 , 1666985387 , 445281842
