1.653339132830710649e+09 8.854433950827088040e+01 7.095897506422326728e+01 -1.704679638969312239e-01 1.000000000000000000e+00
1.653339132930710793e+09 8.854411130924657414e+01 7.095915423610396999e+01 -1.711481904131996468e-01 1.000000000000000000e+00
1.653339133030710697e+09 8.854388311022226787e+01 7.095933340798465849e+01 -1.718284169294681807e-01 1.000000000000000000e+00
1.653339133130710602e+09 8.854960991491546451e+01 7.096408096857385317e+01 -1.721716138023665355e-01 1.000000000000000000e+00
1.653339167332465649e+09 1.142127706945123435e+02 9.146336091536149127e+01 -1.009573128528011149e-01 1.000000000000000000e+00
1.653339167432465553e+09 1.142129219672061424e+02 9.146342758045557275e+01 -1.013308713595321708e-01 1.000000000000000000e+00
1.653339167532465696e+09 1.142128638363470259e+02 9.146324495818926437e+01 -1.012951344015280281e-01 1.000000000000000000e+00
1.653339167632465601e+09 1.142128054151173728e+02 9.146306199024731143e+01 -1.012588298918144225e-01 1.000000000000000000e+00
1.653339167732465506e+09 1.142127469938877056e+02 9.146287902230537270e+01 -1.012225253821008031e-01 1.000000000000000000e+00
1.653339167832465649e+09 1.142126885726580525e+02 9.146269605436341976e+01 -1.011862208723871975e-01 1.000000000000000000e+00
1.653339167932465553e+09 1.142126077748491895e+02 9.146278476947395575e+01 -1.010238205089210722e-01 1.000000000000000000e+00
1.653339168032465696e+09 1.142125269439036970e+02 9.146287388690953435e+01 -1.008612334149295436e-01 1.000000000000000000e+00
1.653339168132465601e+09 1.142124461129582187e+02 9.146296300434509874e+01 -1.006986463209380289e-01 1.000000000000000000e+00
1.653339168232465506e+09 1.142123652820127262e+02 9.146305212178067734e+01 -1.005360592269465142e-01 1.000000000000000000e+00
1.653339168332465649e+09 1.142123842154102960e+02 9.146310428464686026e+01 -1.005777005247460582e-01 1.000000000000000000e+00
1.653339168432465553e+09 1.142124033119107906e+02 9.146315638709670282e+01 -1.006196757118821561e-01 1.000000000000000000e+00
1.653339168532465696e+09 1.142124224084112853e+02 9.146320848954653115e+01 -1.006616508990182679e-01 1.000000000000000000e+00
1.653339168632465601e+09 1.142124415049117800e+02 9.146326059199635949e+01 -1.007036260861543658e-01 1.000000000000000000e+00
1.653339168732465506e+09 1.142126057275396676e+02 9.146332746262500279e+01 -1.004788983778768519e-01 1.000000000000000000e+00
1.653339168832465649e+09 1.142127701487011677e+02 9.146339435345662139e+01 -1.002538058180782315e-01 1.000000000000000000e+00
1.653339168932465553e+09 1.142129345698626679e+02 9.146346124428823998e+01 -1.000287132582796112e-01 1.000000000000000000e+00
1.653339169032465696e+09 1.142130989910241681e+02 9.146352813511985858e+01 -9.980362069848099094e-02 1.000000000000000000e+00
1.653339169132465601e+09 1.142130852041756270e+02 9.146348980728916445e+01 -9.982048996539065466e-02 1.000000000000000000e+00
1.653339169232465506e+09 1.142130711665498097e+02 9.146345133139301709e+01 -9.983769972499584311e-02 1.000000000000000000e+00
1.653339169332465649e+09 1.142130571289239924e+02 9.146341285549686972e+01 -9.985490948460103156e-02 1.000000000000000000e+00
1.653339169432465553e+09 1.142130430912981893e+02 9.146337437960072236e+01 -9.987211924420622000e-02 1.000000000000000000e+00
1.653339169532465696e+09 1.142132129066512931e+02 9.146336996332486535e+01 -9.974721532121631762e-02 1.000000000000000000e+00
1.653339169632465601e+09 1.142133830640183731e+02 9.146336561040867252e+01 -9.962204703010679729e-02 1.000000000000000000e+00
1.653339169732465506e+09 1.142135532213854532e+02 9.146336125749249391e+01 -9.949687873899727697e-02 1.000000000000000000e+00
1.653339169832465649e+09 1.142137233787525474e+02 9.146335690457631529e+01 -9.937171044788775665e-02 1.000000000000000000e+00
1.653339169932465553e+09 1.142135869182425836e+02 9.146335178572432767e+01 -9.949018938004486334e-02 1.000000000000000000e+00
1.653339170032465696e+09 1.142134499992746726e+02 9.146334666572710148e+01 -9.960903261583523016e-02 1.000000000000000000e+00
1.653339170132465601e+09 1.142133130803067615e+02 9.146334154572988950e+01 -9.972787585162559698e-02 1.000000000000000000e+00
1.653339170232465506e+09 1.142131761613388505e+02 9.146333642573266332e+01 -9.984671908741596380e-02 1.000000000000000000e+00
1.653339170332465649e+09 1.142132020519765234e+02 9.146343156927639484e+01 -9.983608373246213863e-02 1.000000000000000000e+00
1.653339170432465553e+09 1.142132282278734294e+02 9.146352688849219703e+01 -9.982522151765546581e-02 1.000000000000000000e+00
1.653339170532465696e+09 1.142132544037703354e+02 9.146362220770798501e+01 -9.981435930284877911e-02 1.000000000000000000e+00
1.653339170632465601e+09 1.142132805796672415e+02 9.146371752692378720e+01 -9.980349708804210629e-02 1.000000000000000000e+00
1.653339170732465506e+09 1.142132644804467105e+02 9.146382971777376270e+01 -9.976507937809563076e-02 1.000000000000000000e+00
