1647096312.9043658 -3.6352218386864132 -22.25410498651771 -0.057654649606379574 5.517080393858335e-06 9.999723715736764e-09 3.7583426836530135e-07
1647096313.1043658 -3.635246608756653 -22.25444848190667 -0.05774118640279577 4.748540261879312e-06 2.348699865706294e-06 3.10747379668929e-07
1647096313.3043659 -3.635257821498006 -22.254330533859182 -0.05776109362454716 4.347988971965193e-06 9.997222605306888e-09 3.162549632226466e-07
1647096313.5043657 -3.6352577016253815 -22.254217339034074 -0.057747447291190315 4.166559883323699e-06 1.037842537243705e-06 3.0852137536616845e-07
1647096313.7043657 -3.6352485276423487 -22.254385687753285 -0.057725977030361385 4.101810107116292e-06 9.993243565986631e-09 3.0036862063183354e-07
1647096313.9043658 -3.6352326013893523 -22.254638341666343 -0.05771141530812101 4.08880171897185e-06 8.581897077419853e-07 2.9961530357119274e-07
1647096314.1043658 -3.6352122016410515 -22.25431961960743 -0.05770718781975993 4.0907122209506915e-06 9.99170879367739e-09 2.991861602535228e-07
1647096314.3043659 -3.6351895192346406 -22.253217052995428 -0.05770894107798832 4.0900891904346244e-06 8.263189670287829e-07 2.9954112344951207e-07
1647096314.5043657 -3.635166578395192 -22.25217112345342 -0.057709286471783194 4.081381293808632e-06 9.991595106839668e-09 2.985792618933967e-07
1647096314.7043657 -3.6351451416067366 -22.25206670474666 -0.05770202789947317 4.065270355447452e-06 8.203587640309706e-07 2.990828533917598e-07
1647096314.9043658 -3.63512663275961 -22.252760536404303 -0.05768519726953529 4.0447553692931556e-06 9.991424576583086e-09 2.9845594433801077e-07
1647096315.1043658 -3.6351121238604645 -22.253468521399512 -0.057661469195741666 4.022912932100879e-06 8.195187888304645e-07 2.9908104048516413e-07
1647096315.3043659 -3.6351023526828516 -22.25358755900418 -0.057637066363321096 4.001875888882338e-06 9.991310889745364e-09 2.9846842808295133e-07
1647096315.5043657 -3.635097756401009 -22.25314232079527 -0.057619202386306835 3.982738907105314e-06 8.202731009987474e-07 2.990452452329851e-07
1647096315.7043657 -3.6350984959366923 -22.252747609867743 -0.0576128526590903 3.9658989954179865e-06 9.991595106839668e-09 2.9824552698042776e-07
1647096315.9043658 -3.635104442125023 -22.252742923783323 -0.0576172366357711 3.951608268593858e-06 8.210410555875569e-07 2.9876417945079165e-07
1647096316.1043658 -3.635115153894903 -22.252644405206592 -0.05762477942116905 3.940391635638078e-06 9.991651950258529e-09 2.984395311481931e-07
1647096316.3043659 -3.635129875220464 -22.252204966475556 -0.05762679886073749 3.933263559730775e-06 8.293447422147437e-07 2.9802479652611397e-07
1647096316.5043657 -3.6351475567533993 -22.25224819609451 -0.05761973041836528 3.931571483917977e-06 9.992959348892327e-09 2.8935035841429266e-07
1647096316.7043657 -3.635166922728402 -22.25333339109885 -0.05760594833866514 3.936569924690374e-06 8.705191589797323e-07 2.7240039220157645e-07
1647096316.9043658 -3.6351865822240716 -22.254550222829316 -0.05759132770568741 3.948740884041839e-06 4.998582880944014e-09 2.6002624688986684e-07
1647096317.1043658 -3.635205208239523 -22.25481482241066 -0.057579769121102506 3.967158071816683e-06 1.1435923283897864e-06 2.7594518962158263e-07
1647096317.3043659 -3.6352217036586345 -22.254323897233334 -0.057569471801035624 3.989204732313893e-06 9.996256267186254e-09 3.2261630384270985e-07
1647096317.5043657 -3.635235265507149 -22.253893000085323 -0.05755665436682057 4.0111407613071455e-06 5.244350063549064e-06 3.921853173462365e-07
1647096317.7043657 -3.635245396833498 -22.253863605540218 -0.05754042815428304 4.029129109007427e-06 1.1552581895557523e-05 4.293352810257722e-07
1647096317.9043658 -3.635251886242812 -22.254055718503977 -0.05752316269478163 4.040402413075454e-06 5.279790912027238e-06 3.9280384685639875e-07
1647096318.1043658 -3.6352547753073625 -22.254145714166064 -0.057509135915125326 4.043986261848757e-06 1.0035819286713377e-08 3.317304388814029e-07
1647096318.3043659 -3.6352543253994587 -22.254050441644324 -0.057503222681316114 4.04063433777712e-06 1.1457096888989327e-06 3.0323822320389086e-07
1647096318.5043657 -3.6352509810102447 -22.25405401528441 -0.05750915285719415 4.032216696970507e-06 1.000796601147158e-08 2.986530866105695e-07
1647096318.7043657 -3.6352453240878915 -22.254293046802783 -0.057526551333865084 4.0210676535042885e-06 8.81966229826503e-07 3.003868366221816e-07
1647096318.9043658 -3.6352380276868894 -22.254377049269394 -0.05754931352623588 4.009381423742624e-06 1.014444706015638e-08 2.992727670403691e-07
1647096319.1043658 -3.6352298167534154 -22.253990048975634 -0.05756873122548588 3.998855091936419e-06 8.203235779546958e-07 2.990690770024423e-07
1647096319.3043659 -3.635221424251164 -22.253463418547103 -0.057578053989449894 3.990484101813123e-06 1.0000519523600815e-08 2.9830982043250043e-07
1647096319.5043657 -3.6352135281998645 -22.25327400783586 -0.05757592182838115 3.984577183303244e-06 8.197917509278341e-07 2.9905909858547806e-07
1647096319.7043657 -3.6352066927598163 -22.25342229570475 -0.05756754809186747 3.980832805162364e-06 1.0000348993344232e-08 2.984824188585033e-07
1647096319.9043658 -3.635201339573019 -22.253607483680774 -0.057561122697244116 3.978520230141995e-06 8.192111522475898e-07 2.9907873182105355e-07
1647096320.1043658 -3.63519773421932 -22.253616163146663 -0.05756324516668569 3.9766282715522e-06 1.0000576367019676e-08 2.984377064107833e-07
1647096320.3043659 -3.635195981458598 -22.253441844029457 -0.05757655920806876 3.974063315304803e-06 8.190796734197647e-07 2.9906084793484134e-07
1647096320.5043657 -3.6351960261889995 -22.253245229595464 -0.05759934573524379 3.969798656456518e-06 9.999780559155624e-09 2.98456669074254e-07
1647096320.7043657 -3.635197661064206 -22.253188403429075 -0.0576279545420271 3.963077933811447e-06 8.197114880204026e-07 2.9903136813776566e-07
1647096320.9043658 -3.635200542094696 -22.253292529544268 -0.05765951776519541 3.953575322669038e-06 1.0003532224800438e-08 2.9822393799028355e-07
1647096321.1043658 -3.6352042177674226 -22.253478369589363 -0.05769253448588193 3.941591632184653e-06 8.198610998988443e-07 2.9875189040600986e-07
1647096321.3043659 -3.635208167656561 -22.253658095729545 -0.05772570426804996 3.928152395794242e-06 1.0008193385147024e-08 2.984438853557258e-07
1647096321.5043657 -3.635211851249527 -22.253773750034032 -0.05775443279798685 3.915045321257408e-06 8.1974155818898e-07 2.978759651786941e-07
1647096321.7043657 -3.635214758808759 -22.25381049664076 -0.05776994047791707 3.904643516506538e-06 1.001149030344095e-08 2.886862226423078e-07
1647096321.9043658 -3.6352164569176475 -22.25380040244373 -0.05776734992856781 3.899563589805026e-06 8.190896210180654e-07 2.7151622499554657e-07
1647096322.1043658 -3.6352166309647136 -22.253802268524137 -0.05775256712150751 3.902079263696449e-06 5.018250703869853e-09 2.599947468550814e-07
1647096322.3043659 -3.635215124105219 -22.253830066669636 -0.0577368333512811 3.913468899597532e-06 8.276882113023021e-07 2.715642700721443e-07
1647096322.5043657 -3.635211960941403 -22.25381618153116 -0.05772850540494481 3.933498658782113e-06 1.0020073659688933e-08 2.8940623583720704e-07
1647096322.7043657 -3.635207333632564 -22.25371398267739 -0.057730079177779246 3.960463817776698e-06 8.724790632186341e-07 2.9896414684586476e-07
1647096322.9043658 -3.635201568484581 -22.253579790701636 -0.05773835175037629 3.9914885232480365e-06 1.0031328656623373e-08 2.983764404978675e-07
1647096323.1043658 -3.635195078649369 -22.25346260639008 -0.05774736780839213 4.02297744138768e-06 1.1304759937047493e-06 3.0270935446645853e-07
1647096323.3043659 -3.6351883102819604 -22.253303681476602 -0.057751814478384546 4.05109735933739e-06 1.0031499186879955e-08 3.3172170346319816e-07
1647096323.5043657 -3.6351816847230998 -22.253056079058382 -0.057748838905426536 4.0723922292048505e-06 5.278120170260081e-06 3.935150064377092e-07
1647096323.7043657 -3.6351755506268093 -22.252814430644268 -0.05773868172509754 4.08441328091446e-06 1.159946873485751e-05 4.3005256921295194e-07
1647096323.9043658 -3.635170164662253 -22.252746831098435 -0.05772377319545419 4.086367801015782e-06 5.310264157287747e-06 3.9378623189299864e-07
1647096324.1043658 -3.635165683586984 -22.25294778070755 -0.05770731186464383 4.07933328582321e-06 1.0120857041329145e-08 3.3225289872848974e-07
1647096324.3043659 -3.635162156957524 -22.25329361227405 -0.05769192351737028 4.065780629936781e-06 1.1456196489234571e-06 3.033097080540482e-07
1647096324.5043657 -3.6351595278313336 -22.25344743225815 -0.05767861950658971 4.048710664939718e-06 1.0050314358522883e-08 2.985241561218883e-07
1647096324.7043657 -3.6351576533268917 -22.253237872949356 -0.05766642746450435 4.03092578736907e-06 8.735793244341039e-07 3.0022588289267053e-07
1647096324.9043658 -3.6351563264105757 -22.252928711349128 -0.05765283179000622 4.014482208426144e-06 1.0042469966720091e-08 2.992909173584232e-07
1647096325.1043658 -3.63515528082235 -22.25283348196892 -0.057635638032799544 4.000478905908593e-06 8.28843553790648e-07 2.992536487110536e-07
1647096325.3043659 -3.635154194358242 -22.25291601623801 -0.0576149083104342 3.989047298248109e-06 1.0039343578682747e-08 2.984353023039218e-07
1647096325.5043657 -3.6351527064828235 -22.25301973511276 -0.05759355007425585 3.979578596869586e-06 8.203993502320372e-07 2.990781552635886e-07
1647096325.7043657 -3.635150446237579 -22.253158841873848 -0.0575762704395612 3.971010179782623e-06 1.0034852948592743e-08 2.984700482170997e-07
1647096325.9043658 -3.6351470728374844 -22.253327668916594 -0.05756562109243719 3.962202106400851e-06 8.187683988580829e-07 2.990224343704113e-07
1647096326.1043658 -3.6351423174261615 -22.253317488349165 -0.05755939473646482 3.9522495298601675e-06 1.0034170827566413e-08 2.9820030885734506e-07
1647096326.3043659 -3.635136014722199 -22.2530434361606 -0.05755442407304682 3.9407817404754005e-06 8.163147526829562e-07 2.986536975866829e-07
1647096326.5043657 -3.6351281226054737 -22.252814711503277 -0.05755044501280348 3.928111139906647e-06 1.0032977115770336e-08 2.981457131691317e-07
1647096326.7043657 -3.635118720694346 -22.25293921886219 -0.05754761425589285 3.915287754886136e-06 7.993288591023884e-07 2.9736730388331823e-07
