"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure (HNL)","Année","Mois","Jour","Heure (HNL)","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Hauteur de précip. (mm)","Hauteur de précip. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 00:00","2022","04","01","00:00","1,6","","1,2","","97","","","","6","","14","","9,7","","98,64","","","","","","Brouillard"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 01:00","2022","04","01","01:00","1,5","","1,2","","98","","","","7","","13","","6,4","","98,61","","","","","","Brouillard"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 02:00","2022","04","01","02:00","1,4","","1,0","","97","","","","5","","6","","8,1","","98,66","","","","","","Brouillard"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 03:00","2022","04","01","03:00","1,2","","1,0","","98","","","","4","","5","","8,1","","98,65","","","","","","Brouillard"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 04:00","2022","04","01","04:00","1,1","","0,9","","99","","","","1","","4","","8,1","","98,65","","","","","","Brouillard"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 05:00","2022","04","01","05:00","1,2","","1,1","","99","","","","13","","6","","8,1","","98,71","","","","","","Brouillard"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 06:00","2022","04","01","06:00","1,1","","0,9","","98","","","","19","","7","","6,4","","98,74","","","","","","Brouillard"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 07:00","2022","04","01","07:00","2,6","","2,3","","98","","","","25","","12","","6,4","","98,81","","","","","","Brouillard"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 08:00","2022","04","01","08:00","3,4","","2,6","","94","","","","27","","10","","9,7","","98,75","","","","","","Brouillard"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 09:00","2022","04","01","09:00","3,0","","2,0","","93","","","","25","","16","","12,9","","98,74","","","","","","ND"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 10:00","2022","04","01","10:00","3,7","","1,5","","85","","","","24","","14","","24,1","","98,83","","","","","","Nuageux"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 11:00","2022","04","01","11:00","4,4","","1,8","","83","","","","24","","14","","24,1","","98,76","","","","","","ND"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 12:00","2022","04","01","12:00","4,6","","1,6","","81","","","","25","","14","","32,2","","98,68","","","","","","ND"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 13:00","2022","04","01","13:00","3,8","","0,8","","81","","","","24","","16","","32,2","","98,64","","","","","","Nuageux"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 14:00","2022","04","01","14:00","4,1","","0,9","","79","","","","25","","21","","24,1","","98,60","","","","","","Averses de pluie"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 15:00","2022","04","01","15:00","3,2","","1,7","","90","","","","24","","22","","12,9","","98,63","","","","","","Averses de pluie"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 16:00","2022","04","01","16:00","2,3","","1,5","","94","","","","24","","18","","12,9","","98,70","","","","","","Averses de pluie"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 17:00","2022","04","01","17:00","2,0","","1,3","","95","","","","25","","22","","12,9","","98,73","","","","","","Averses de pluie"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 18:00","2022","04","01","18:00","2,2","","1,0","","92","","","","25","","18","","32,2","","98,78","","","","","","Pluie"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 19:00","2022","04","01","19:00","2,0","","-0,1","","86","","","","27","","18","","24,1","","98,86","","","","","","Généralement nuageux"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 20:00","2022","04","01","20:00","1,8","","-1,3","","80","","","","27","","15","","24,1","","98,96","","","","","","ND"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 21:00","2022","04","01","21:00","1,4","","-2,0","","78","","","","28","","18","","24,1","","99,04","","","","","","ND"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 22:00","2022","04","01","22:00","0,8","","-3,7","","72","","","","28","","19","","16,1","","99,17","","","","","","Averses de neige"
"-71,39","46,79","QUEBEC INTL A","7016293","2022-04-01 23:00","2022","04","01","23:00","0,2","","-4,8","","69","","","","28","","15","","16,1","","99,28","","","","","","Averses de neige"
