theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.55014 , 3.7749 , 5.38217 , 1657289282 , 872351370
1 , 2 , 0 , 1.56603 , 3.00436 , 10.3576 , 1657289335 , 273232704
1 , 3 , 0 , 1.56845 , 3.44731 , 17.2537 , 1657289370 , 474200138
1 , 4 , 0 , 1.56286 , 3.97033 , 19.5545 , 1657289409 , 674955488
1 , 5 , 0 , 1.57181 , 4.55894 , 21.0156 , 1657289451 , 274405420
1 , 6 , 0 , 1.56557 , 5.0892 , 16.398 , 1657289486 , 875201136
1 , 7 , 0 , 1.55474 , 6.00976 , 13.806 , 1657289539 , 276443876
1 , 8 , 0 , 1.55785 , 0.805194 , 16.2088 , 1657289586 , 876456254
1 , 9 , 0 , 1.54251 , 1.95039 , 36.2263 , 1657289781 , 278720711
1 , 10 , 0 , 1.55764 , 2.70606 , 37.6769 , 1657289829 , 678684651
1 , 11 , 0 , 1.57704 , 3.30227 , 39.653 , 1657289908 , 80346548
1 , 12 , 0 , 1.57801 , 3.66348 , 52.2555 , 1657289981 , 683152666
2 , 1 , 0 , 1.61215 , 4.69517 , 4.07774 , 1666983569 , 302045073
2 , 2 , 0 , 1.59342 , 3.99412 , 10.1428 , 1666983625 , 303609374
2 , 3 , 0 , 1.5854 , 4.51921 , 16.2736 , 1666983658 , 504876549
2 , 4 , 0 , 1.57781 , 5.08924 , 17.9893 , 1666983698 , 101645128
2 , 5 , 0 , 1.58637 , 5.73141 , 19.3441 , 1666983741 , 701663184
2 , 6 , 0 , 1.58379 , 0.036256 , 15.1641 , 1666983776 , 504825514
2 , 7 , 0 , 1.57495 , 1.00364 , 14.0371 , 1666983828 , 103952786
2 , 8 , 0 , 1.57473 , 1.9996 , 17.7848 , 1666983875 , 703645685
2 , 9 , 0 , 1.55102 , 3.07549 , 37.5166 , 1666984072 , 104877381
2 , 10 , 0 , 1.56518 , 3.81646 , 37.8634 , 1666984120 , 503620904
2 , 11 , 0 , 1.58439 , 4.4192 , 38.8528 , 1666984222 , 505128209
2 , 12 , 0 , 1.58372 , 4.79725 , 50.9655 , 1666984275 , 705953866
3 , 1 , 0 , 1.49485 , 2.87648 , 3.61616 , 1666983522 , 149480678
3 , 2 , 0 , 1.55062 , 2.40085 , 10.5277 , 1666983573 , 751529982
3 , 3 , 0 , 1.55794 , 2.97483 , 15.8684 , 1666983608 , 951622416
3 , 4 , 0 , 1.55198 , 3.57791 , 16.878 , 1666983650 , 552180577
3 , 5 , 0 , 1.56285 , 4.27134 , 17.8844 , 1666983694 , 950609154
3 , 6 , 0 , 1.5532 , 4.91716 , 13.9447 , 1666983727 , 350768256
3 , 7 , 0 , 1.54341 , 5.93343 , 14.0447 , 1666983780 , 551485528
3 , 8 , 0 , 1.55103 , 0.587175 , 18.9899 , 1666983828 , 149999260
3 , 9 , 0 , 1.54023 , 1.60181 , 38.8445 , 1666984029 , 751342203
3 , 10 , 0 , 1.55366 , 2.32392 , 38.43 , 1666984070 , 951220886
3 , 11 , 0 , 1.57298 , 2.92507 , 38.5517 , 1666984176 , 952779283
3 , 12 , 0 , 1.57508 , 3.31601 , 50.1472 , 1666984231 , 752205460
