theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.57405 , 4.53771 , 287.323 , 1617285176 , 714069634
1 , 2 , 0 , 1.57688 , 4.44822 , 106.985 , 1617285483 , 517256132
1 , 3 , 0 , 1.57001 , 1.64469 , 78.0519 , 1617285674 , 717976944
1 , 4 , 0 , 1.56531 , 1.5069 , 262.094 , 1617285863 , 520221872
1 , 5 , 0 , 1.5998 , 2.90089 , 14.8335 , 1617286180 , 721034147
1 , 6 , 0 , 1.57661 , 2.92663 , 33.3161 , 1617286225 , 124912411
1 , 7 , 0 , 1.58716 , 0.687438 , 8.33063 , 1617286282 , 724610671
1 , 8 , 0 , 1.56756 , 0.529483 , 29.1085 , 1617286368 , 324216992
2 , 1 , 0 , 1.5727 , 5.69006 , 287.477 , 1616540609 , 851021270
2 , 2 , 0 , 1.57294 , 5.60809 , 107.029 , 1616540915 , 852432924
2 , 3 , 0 , 1.56452 , 2.77733 , 77.6018 , 1616541107 , 53924935
2 , 4 , 0 , 1.56382 , 2.65013 , 261.803 , 1616541298 , 654513612
2 , 5 , 0 , 1.57014 , 4.05403 , 13.5505 , 1616541613 , 455891669
2 , 6 , 0 , 1.56332 , 4.07781 , 32.0425 , 1616541659 , 455878682
2 , 7 , 0 , 1.53789 , 1.71856 , 9.10228 , 1616541715 , 456929546
2 , 8 , 0 , 1.55316 , 1.64622 , 29.9911 , 1616541801 , 56933576
3 , 1 , 0 , 1.57197 , 0.788438 , 287.192 , 1616542882 , 709505403
3 , 2 , 0 , 1.57105 , 0.710048 , 106.694 , 1616543190 , 308764660
3 , 3 , 0 , 1.56195 , 4.14768 , 77.738 , 1616543377 , 508657766
3 , 4 , 0 , 1.56303 , 4.02686 , 262.026 , 1616543575 , 108224409
3 , 5 , 0 , 1.55462 , 5.40803 , 12.9294 , 1616543887 , 907133405
3 , 6 , 0 , 1.5568 , 5.44715 , 31.4093 , 1616543933 , 908182710
3 , 7 , 0 , 1.51969 , 3.07469 , 9.78401 , 1616543985 , 907147273
3 , 8 , 0 , 1.54704 , 3.01971 , 30.6819 , 1616544071 , 907625991
