theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.48725 , 3.62582 , 3.96884 , 1617283626 , 292380069
1 , 2 , 0 , 1.52866 , 3.84047 , 8.61188 , 1617283679 , 890353591
1 , 3 , 0 , 1.53614 , 3.94337 , 12.1481 , 1617283718 , 290400711
1 , 4 , 0 , 1.53737 , 3.93947 , 15.7898 , 1617283743 , 92585754
1 , 5 , 0 , 1.53503 , 3.94021 , 19.2216 , 1617283777 , 891135012
1 , 6 , 0 , 1.52522 , 2.65394 , 7.13167 , 1617283831 , 93273950
1 , 7 , 0 , 1.54292 , 2.5099 , 12.7427 , 1617283870 , 292660810
1 , 8 , 0 , 1.54933 , 2.50101 , 16.9284 , 1617283895 , 892857571
1 , 9 , 0 , 1.5545 , 2.47341 , 22.0704 , 1617283922 , 293109904
1 , 10 , 0 , 1.55675 , 2.44016 , 25.0194 , 1617283966 , 293045200
1 , 11 , 0 , 1.5586 , 2.42733 , 29.5576 , 1617284027 , 894778510
1 , 12 , 0 , 1.56164 , 2.45066 , 38.1222 , 1617284071 , 93638233
1 , 13 , 0 , 1.49246 , 5.0491 , 3.8889 , 1617284160 , 694336272
1 , 14 , 0 , 1.52786 , 5.30429 , 7.2691 , 1617284193 , 895158447
1 , 15 , 0 , 1.53935 , 5.36626 , 9.78367 , 1617284231 , 493080724
1 , 16 , 0 , 1.54692 , 5.42545 , 12.5207 , 1617284264 , 293165191
1 , 17 , 0 , 1.55192 , 5.53876 , 15.9145 , 1617284305 , 895479602
1 , 18 , 0 , 1.5569 , 5.58235 , 20.7776 , 1617284351 , 896108543
1 , 19 , 0 , 1.55903 , 5.55042 , 24.9963 , 1617284391 , 895289725
1 , 20 , 0 , 1.56231 , 5.53194 , 29.4077 , 1617284427 , 895874816
2 , 1 , 0 , 1.57481 , 4.0648 , 4.12747 , 1616540999 , 474179455
2 , 2 , 0 , 1.56927 , 4.04948 , 8.94099 , 1616541054 , 673929590
2 , 3 , 0 , 1.56493 , 4.09486 , 12.5991 , 1616541087 , 473545046
2 , 4 , 0 , 1.55966 , 4.06161 , 16.2086 , 1616541115 , 874342848
2 , 5 , 0 , 1.55346 , 4.04436 , 19.6236 , 1616541150 , 676833199
2 , 6 , 0 , 1.57499 , 2.81353 , 5.68435 , 1616541201 , 873936826
2 , 7 , 0 , 1.57007 , 2.58078 , 11.1563 , 1616541239 , 474674676
2 , 8 , 0 , 1.56973 , 2.55696 , 15.3363 , 1616541268 , 275578675
2 , 9 , 0 , 1.57018 , 2.5181 , 20.4575 , 1616541299 , 77103195
2 , 10 , 0 , 1.57063 , 2.4794 , 23.3912 , 1616541345 , 77634219
2 , 11 , 0 , 1.57034 , 2.46265 , 27.9203 , 1616541397 , 77177168
2 , 12 , 0 , 1.57077 , 2.48333 , 36.4988 , 1616541447 , 477597513
2 , 13 , 0 , 1.57851 , 5.14675 , 5.53141 , 1616541535 , 477065292
2 , 14 , 0 , 1.57487 , 5.3244 , 8.95737 , 1616541568 , 677524498
2 , 15 , 0 , 1.57431 , 5.37713 , 11.4691 , 1616541604 , 277028287
2 , 16 , 0 , 1.5742 , 5.431 , 14.1989 , 1616541641 , 478085616
2 , 17 , 0 , 1.57358 , 5.53623 , 17.5626 , 1616541687 , 78555755
2 , 18 , 0 , 1.57352 , 5.58097 , 22.4078 , 1616541731 , 79533759
2 , 19 , 0 , 1.57285 , 5.55471 , 26.6392 , 1616541765 , 80007027
2 , 20 , 0 , 1.57397 , 5.53938 , 31.057 , 1616541800 , 279586962
3 , 1 , 0 , 1.53017 , 2.0976 , 5.10163 , 1616541110 , 172562329
3 , 2 , 0 , 1.54507 , 2.45888 , 9.2288 , 1616541167 , 372299182
3 , 3 , 0 , 1.5472 , 2.61439 , 12.5235 , 1616541200 , 172650524
3 , 4 , 0 , 1.54583 , 2.64547 , 16.1391 , 1616541228 , 173349940
3 , 5 , 0 , 1.54206 , 2.66721 , 19.5484 , 1616541263 , 372663885
3 , 6 , 0 , 1.54865 , 1.44488 , 9.05941 , 1616541314 , 970111105
3 , 7 , 0 , 1.55487 , 1.33346 , 14.6923 , 1616541351 , 771112237
3 , 8 , 0 , 1.55788 , 1.32611 , 18.8824 , 1616541380 , 571787538
3 , 9 , 0 , 1.56083 , 1.30104 , 24.0242 , 1616541413 , 370826640
3 , 10 , 0 , 1.56225 , 1.27012 , 26.97 , 1616541461 , 772706205
3 , 11 , 0 , 1.56317 , 1.25751 , 31.5054 , 1616541521 , 371167797
3 , 12 , 0 , 1.56509 , 1.27903 , 40.0785 , 1616541567 , 771588821
3 , 13 , 0 , 1.49945 , 3.43118 , 2.49601 , 1616541648 , 172192176
3 , 14 , 0 , 1.53664 , 4.01565 , 5.45356 , 1616541683 , 372810339
3 , 15 , 0 , 1.5477 , 4.12814 , 7.91303 , 1616541718 , 575431055
3 , 16 , 0 , 1.55422 , 4.21433 , 10.6158 , 1616541752 , 174021355
3 , 17 , 0 , 1.55812 , 4.35232 , 13.9704 , 1616541801 , 773292429
3 , 18 , 0 , 1.56196 , 4.40318 , 18.8258 , 1616541845 , 375192152
3 , 19 , 0 , 1.56329 , 4.37 , 23.0503 , 1616541878 , 972172817
3 , 20 , 0 , 1.56606 , 4.3513 , 27.4653 , 1616541914 , 575002439
