Time,X,Y,Z,qx,qy,qz,qw
71378.4,326344.8492237788,5183243.944036575,61.65858762427538,-0.00872336175969505,0.05117685999408187,-0.42053753932416094,0.9057886121937808
71378.6,326344.8486711384,5183243.944997644,61.655857893577334,-0.00890359619316703,0.05273323929438451,-0.42024270306032324,0.9058344230447987
71378.8,326344.84874291264,5183243.947216548,61.65566938228368,-0.005619561151798114,0.05233192112297642,-0.4201357318235653,0.9059336385238804
71379.0,326344.848624563,5183243.946143036,61.663002498659885,-0.010625457230588416,0.05338086955569162,-0.4198491876569139,0.9059603976156732
71379.2,326344.84927062376,5183243.946250615,61.6607510822025,-0.00915817691272279,0.05185108889785504,-0.4206308744915685,0.9057026332081631
71379.4,326344.8497502708,5183243.944062749,61.659813806732544,-0.0069935632689539905,0.05039654006141826,-0.4210388925026506,0.9056144487709891
71379.6,326344.8501833107,5183243.9446626,61.663964905857405,-0.00847601962395872,0.04862615857644956,-0.4204542510269316,0.9059701300742836
71379.8,326344.8513289479,5183243.942158842,61.66773079404726,-0.008701731391533123,0.04729279537298781,-0.4217091866406412,0.9054551525500791
71380.0,326344.85088631266,5183243.943207812,61.66779413264712,-0.009865107589624245,0.048520059489949925,-0.42113469810443166,0.905645653405252
71380.2,326344.8515100101,5183243.943383073,61.66714634692569,-0.007822274552136948,0.05090945341668953,-0.4210719841958665,0.905563594508415
71380.4,326344.84903277503,5183243.943251623,61.65971900871121,-0.0065663087868875,0.04987122438188357,-0.4214770069452283,0.9054429176839691
71380.6,326344.84992650826,5183243.944407262,61.65868840767228,0.00218652621249649,0.04700841972703197,-0.4220945476366134,0.9053295645417375
71380.8,326344.85103330354,5183243.941042859,61.66262489655467,-0.004693359399485115,0.04887248052487129,-0.4221786919621718,0.9051820839356042
71381.0,326344.85167134274,5183243.943835555,61.65928297454614,-0.004866368280029379,0.049473430749910015,-0.4218433624848752,0.9053048523216095
71381.2,326344.85191413277,5183243.942553182,61.665451869108,-0.00957717041669759,0.04960017605629961,-0.42146317075629913,0.9054374059193934
71381.4,326344.8499251493,5183243.942427719,61.66216214776098,-0.01109734265354186,0.05001222446123878,-0.42205307382329077,0.9051225493085345
71381.6,326344.85094104736,5183243.9414076125,61.6648345064789,-0.009510828411170503,0.05014014846819367,-0.4216848281194692,0.9053051504262938
71381.8,326344.8519264412,5183243.942299425,61.66216674378856,-0.007473192980813914,0.05090911737348031,-0.4213872544988806,0.9054198997707198
71382.0,326344.8512351021,5183243.942955248,61.66035941265605,-0.010736099949193058,0.05081252457966266,-0.4218861352863389,0.9051601584011966
71382.2,326344.8510221523,5183243.942122923,61.664031145712656,-0.009766719140107419,0.05130220661749347,-0.4217652933496551,0.9051998299376185
71382.4,326344.85246800265,5183243.941268714,61.66291116684557,-0.007441563887564523,0.04913277650573841,-0.4219210082058743,0.9052697146344192
71382.6,326344.85200487555,5183243.9446585905,61.65917196648211,-0.007061365074346262,0.04991612089449434,-0.4214711021353019,0.9054394668132083
71382.8,326344.8515890117,5183243.943387331,61.65989202818308,-0.004224121998273685,0.04935849876930175,-0.4220506030812848,0.9052177549249177
71383.0,326344.85263105185,5183243.942065808,61.661553072455064,-0.0033883701311470623,0.04855357127956491,-0.423182665067573,0.904736150294748
71383.2,326344.85115469125,5183243.941671756,61.662619968918804,-0.0024176240452903194,0.04868559560339872,-0.423467717091563,0.904598784244141
71383.4,326344.852014485,5183243.94025427,61.662091602858496,-0.0027083486896906208,0.04527767209961297,-0.42365353524824273,0.9046879458289918
71383.6,326344.85293431435,5183243.93977543,61.66166399106609,-0.009087931278825685,0.04855216329663624,-0.4225155906671884,0.9050086588466681
71383.8,326344.8540199266,5183243.939371954,61.66545476165817,-0.006367008416417689,0.04579431513395097,-0.42343199175102775,0.904747307410746
71384.0,326344.85435230605,5183243.940165594,61.664366567393,-0.005127313442394032,0.047075694328426836,-0.4229427348152663,0.9049182464329821
71384.2,326344.8538254165,5183243.93922453,61.662497597292166,-0.009477330791052646,0.05153087906154158,-0.42209246687519186,0.9050374014986545
71384.4,326344.85266241763,5183243.939978998,61.66047628721435,-0.00844587813529027,0.04952860496639752,-0.42278980474845473,0.9048338883095448
71384.6,326344.8526873229,5183243.939618259,61.66039281208589,-0.004350873587238025,0.0480304102320997,-0.4229105711669705,0.9048871743964498
71384.8,326344.85118571966,5183243.942813071,61.65616283294456,-0.006023301565238455,0.04913402368999387,-0.4226878800371356,0.90492238541435
71385.0,326344.85252685775,5183243.941181602,61.656773870810056,-0.005396360201432471,0.04821989691438489,-0.4238927863151568,0.9044117571925496
71385.2,326344.8524054113,5183243.939688636,61.659374554647286,-0.009131873519784226,0.04812025635963735,-0.4240233832141153,0.9043258374621157
71385.4,326344.8547620902,5183243.939437216,61.65759575055659,-0.006862608178292052,0.04620830098994184,-0.42388026598403467,0.9045126962281503
71385.6,326344.8534008164,5183243.940560064,61.658512449114845,-0.008097923058075576,0.049735953931279296,-0.42353668103643805,0.9044763337674069
71385.8,326344.851791132,5183243.941129553,61.659303803572264,-0.009495723461788508,0.04992381390158602,-0.4238317934816229,0.9043141350634789
71386.0,326344.85264148324,5183243.941260845,61.66097081044552,-0.008368369864332233,0.04778802051665163,-0.4243729728945323,0.9041868475915641
71386.2,326344.8539001689,5183243.939016062,61.662757508360535,-0.007604907206613315,0.046290857974767306,-0.424750981843549,0.904093980334611
71386.4,326344.85325742495,5183243.939087087,61.66104355379462,-0.006560841229757097,0.04601481473280378,-0.4249363796653827,0.9040291286370928
71386.6,326344.85322073085,5183243.941019312,61.66000967079132,-0.009346070660810443,0.047901975569827664,-0.42398445573415944,0.9043534889607711
71386.8,326344.8540713442,5183243.939937586,61.662154097946726,-0.008665766171682987,0.0454210350642896,-0.4245597615024457,0.9042183602334852
71387.0,326344.8535536833,5183243.939823849,61.66334334387241,-0.012501364431694077,0.04720999104483167,-0.42473387995511985,0.9040000353159079
71387.2,326344.85314989387,5183243.939651611,61.66617958943472,-0.011085140115293133,0.04941954360753509,-0.42456582469386334,0.9039793630831774
71387.4,326344.8533656118,5183243.939608329,61.66606781152131,-0.009764151168888442,0.04896769222526108,-0.42440239347486236,0.9040959212842913
71387.6,326344.8524974482,5183243.938930762,61.66569946584858,-0.013225682977862953,0.04882532368029616,-0.4249414315291865,0.9038063668990217
71387.8,326344.8530557445,5183243.938565375,61.66462235101109,-0.0174829045486404,0.05148600752589158,-0.42483140305082695,0.9036381012659067
71388.0,326344.8533175399,5183243.938253907,61.662604616244614,-0.01637761501811407,0.04901451603827441,-0.4247176007815707,0.9038497167838238
71388.2,326344.85285476974,5183243.939470363,61.66158054088053,-0.01176093684222753,0.048091521543830285,-0.42582607990589494,0.9034495202235545
71388.4,326344.8536041657,5183243.940073148,61.66596160616218,-0.011336421626079783,0.04753257856506374,-0.42576228048726195,0.9035145931494176
71388.6,326344.85486953123,5183243.936749306,61.67337348030224,-0.00904732638828396,0.04591265960162243,-0.42575238352121203,0.9036288405642752
71388.8,326344.85527627426,5183243.93757697,61.66362123444275,-0.004712650542942698,0.045026728227220286,-0.4260010653197097,0.9035892191789832
71389.0,326344.85470378,5183243.934979198,61.662646172644244,-0.01345974157909124,0.04739798803185088,-0.4261628740041035,0.9033036426959205
71389.2,326344.85429338634,5183243.935128878,61.664525621534224,-0.01218378912094395,0.04855686509696046,-0.4264384761077589,0.9031301192128985
71389.4,326344.8528122208,5183243.936629332,61.66884110337126,-0.013706281739947073,0.0496384089356632,-0.4258617483586981,0.903321613537545
71389.6,326344.8543436597,5183243.935340043,61.666674125151815,-0.008903348181017502,0.04859711336272603,-0.42653130642040793,0.9031224145193596
71389.8,326344.85553070175,5183243.93727411,61.664597409874666,-0.00973577501056918,0.04785220525015124,-0.4262102816854893,0.9033051405384656
71390.0,326344.85514364886,5183243.937148061,61.66712820270261,-0.012522401401370259,0.049241652022171,-0.42616779579340786,0.9032161751196989
71390.2,326344.85467221716,5183243.937855979,61.66391135560392,-0.014062954791507579,0.04943988322570943,-0.4263408465003021,0.9031009987009018
71390.4,326344.8547063921,5183243.934272993,61.666617058499305,-0.01161199476199449,0.048018628652984556,-0.4271776731965739,0.9028170403809928
71390.6,326344.85565969284,5183243.935321641,61.66546336890865,-0.011847466538889623,0.04755685949320173,-0.4273888740325383,0.902738463235589
71390.8,326344.85587833263,5183243.935358176,61.65803277486307,-0.011094941406461589,0.04896874516228618,-0.42724179997728123,0.9027421606552953
71391.0,326344.85446413053,5183243.935914694,61.66121105446726,-0.012853462278610887,0.04950911730588188,-0.42738284519936404,0.9026225897019978
71391.2,326344.854843445,5183243.935551895,61.66461504379161,-0.01235947186079425,0.04879866085775541,-0.4274038598554165,0.9026582269799037
71391.4,326344.8552228575,5183243.937322195,61.66641585560359,-0.010814952358410514,0.047312375859594226,-0.42725679337113714,0.9028267876033692
71391.6,326344.85547002667,5183243.934651253,61.66791082232751,-0.008681981386850928,0.04747072803475437,-0.42798758463438774,0.9024953077871771
71391.8,326344.8559004015,5183243.935451137,61.667936191505305,-0.01306215466770952,0.04896178740817364,-0.42731359896192384,0.9026822318133009
71392.0,326344.8550413497,5183243.933966,61.66685077333493,-0.015485667383933614,0.05254947348542795,-0.4267375741610128,0.9027146779250089
71392.2,326344.8548721662,5183243.936041956,61.66375923797133,-0.016738709284242616,0.05208263413563794,-0.42678930503770574,0.9026949118824272
71392.4,326344.8555155182,5183243.933882314,61.669026001082464,-0.012710367584318729,0.050487611725547825,-0.4279254604559739,0.9023132759256425
71392.6,326344.85525526124,5183243.933401959,61.66898695182498,-0.012565053057405419,0.05054263097959085,-0.4280342834544944,0.9022606131727813
71392.8,326344.8553235516,5183243.932763903,61.66526019007923,-0.013511153080782075,0.053148862462425846,-0.42798720337663004,0.9021195047815056
71393.0,326344.8557690823,5183243.935491439,61.664175260616325,-0.01762079821513607,0.05274338519019505,-0.427627971126852,0.9022427395656185
71393.2,326344.8554961853,5183243.934629057,61.66527400886455,-0.017916031251127947,0.05023937637523521,-0.42812998314416156,0.9021417507346702
71393.4,326344.8555328746,5183243.933312104,61.66725820605274,-0.013989216205020076,0.04917925606006279,-0.4283440394993531,0.9021679923543755
