1.652496808771141291e+09 -2.201107969929697816e+01 -1.514855542248732689e+01 -3.134576720199162558e-01 1.000000000000000000e+00
1.652496808871141434e+09 -2.201096592229977134e+01 -1.514849112920728125e+01 -3.134723956310329629e-01 1.000000000000000000e+00
1.652496808971141338e+09 -2.201085214530256451e+01 -1.514842683592723560e+01 -3.134871192421496700e-01 1.000000000000000000e+00
1.652496809071141481e+09 -2.201073836830535768e+01 -1.514836254264718995e+01 -3.135018428532664325e-01 1.000000000000000000e+00
1.652496809171141386e+09 -2.201069417012694629e+01 -1.514833436715799841e+01 -3.135152070305427530e-01 1.000000000000000000e+00
1.652496809271141291e+09 -2.201065419518219457e+01 -1.514830838391455714e+01 -3.135284886941052118e-01 1.000000000000000000e+00
1.652496809371141434e+09 -2.201061422023743930e+01 -1.514828240067111764e+01 -3.135417703576676707e-01 1.000000000000000000e+00
1.652496809471141338e+09 -2.201057424529268758e+01 -1.514825641742767814e+01 -3.135550520212301295e-01 1.000000000000000000e+00
1.652496809571141481e+09 -2.201057660283601791e+01 -1.514825638585462997e+01 -3.135616485370617545e-01 1.000000000000000000e+00
1.652496809671141386e+09 -2.201058152432133141e+01 -1.514825792609038047e+01 -3.135678401551026395e-01 1.000000000000000000e+00
1.652496809771141291e+09 -2.201058644580664492e+01 -1.514825946632612919e+01 -3.135740317731434690e-01 1.000000000000000000e+00
1.652496809871141434e+09 -2.201059136729195842e+01 -1.514826100656187968e+01 -3.135802233911842984e-01 1.000000000000000000e+00
1.652496810271141291e+09 -2.201061105323320888e+01 -1.514826716750487812e+01 -3.136049898633476163e-01 1.000000000000000000e+00
1.652496810371141434e+09 -2.201067839423462047e+01 -1.514831520804079013e+01 -3.136100699161105121e-01 1.000000000000000000e+00
1.652496810471141338e+09 -2.201074954405232731e+01 -1.514836608600820078e+01 -3.136150821415621959e-01 1.000000000000000000e+00
1.652496810571141481e+09 -2.201082069387003415e+01 -1.514841696397561144e+01 -3.136200943670138797e-01 1.000000000000000000e+00
1.652496810671141386e+09 -2.201089184368774099e+01 -1.514846784194302209e+01 -3.136251065924655079e-01 1.000000000000000000e+00
1.652496810771141291e+09 -2.201091899208918434e+01 -1.514848687557485185e+01 -3.136364999853430424e-01 1.000000000000000000e+00
1.652496810871141434e+09 -2.201094347343736501e+01 -1.514850397902929124e+01 -3.136482801592564984e-01 1.000000000000000000e+00
1.652496810971141338e+09 -2.201096795478554924e+01 -1.514852108248372886e+01 -3.136600603331699544e-01 1.000000000000000000e+00
1.652496811071141481e+09 -2.201099243613373346e+01 -1.514853818593816825e+01 -3.136718405070834104e-01 1.000000000000000000e+00
1.652496811471141338e+09 -2.201224991809256792e+01 -1.514939057388564159e+01 -3.137279659278345290e-01 1.000000000000000000e+00
1.652496811571141481e+09 -2.201224741977701882e+01 -1.514938314049672741e+01 -3.137309101577862580e-01 1.000000000000000000e+00
1.652496811671141386e+09 -2.201222541911369390e+01 -1.514936213918277730e+01 -3.137331789602171295e-01 1.000000000000000000e+00
1.652496811771141291e+09 -2.201220341845036543e+01 -1.514934113786882719e+01 -3.137354477626480009e-01 1.000000000000000000e+00
1.652496811871141434e+09 -2.201218141778703696e+01 -1.514932013655487708e+01 -3.137377165650788724e-01 1.000000000000000000e+00
