theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.56551 , 5.16187 , 8.84991 , 1657288246 , 762346244
1 , 2 , 0 , 1.56865 , 0.142368 , 9.89205 , 1657288276 , 362982795
1 , 3 , 0 , 1.57024 , 0.731563 , 19.3032 , 1657288304 , 361296483
1 , 4 , 0 , 1.5704 , 1.67138 , 23.7403 , 1657288360 , 363409222
1 , 5 , 0 , 1.56483 , 3.03295 , 8.5822 , 1657288442 , 364061534
1 , 6 , 0 , 1.56807 , 3.43509 , 17.7126 , 1657288474 , 764323241
1 , 7 , 0 , 1.56898 , 4.1704 , 20.7935 , 1657288543 , 168674777
1 , 8 , 0 , 1.56978 , 4.71765 , 22.7002 , 1657288597 , 967308662
1 , 9 , 0 , 1.56573 , 5.06977 , 12.1662 , 1657288631 , 169421202
1 , 10 , 0 , 1.56974 , 5.76955 , 15.6551 , 1657288667 , 569291500
1 , 11 , 0 , 1.56907 , 6.22178 , 25.6223 , 1657288689 , 971899565
1 , 12 , 0 , 1.57317 , 0.709433 , 34.4274 , 1657288726 , 370558822
2 , 1 , 0 , 1.57148 , 6.04197 , 19.6506 , 1651699286 , 893989963
2 , 2 , 0 , 1.57257 , 0.290878 , 21.8308 , 1651699316 , 494469691
2 , 3 , 0 , 1.57263 , 0.733819 , 27.8153 , 1651699344 , 895372285
2 , 4 , 0 , 1.57305 , 1.52305 , 22.0191 , 1651699400 , 494490597
2 , 5 , 0 , 1.5717 , 5.98255 , 4.39407 , 1651699482 , 896219211
2 , 6 , 0 , 1.57193 , 4.59511 , 10.2251 , 1651699515 , 298109147
2 , 7 , 0 , 1.57178 , 5.16625 , 21.6179 , 1651699583 , 699608964
2 , 8 , 0 , 1.57211 , 5.53816 , 29.0773 , 1651699638 , 100230350
2 , 9 , 0 , 1.57075 , 5.92887 , 22.1693 , 1651699671 , 298490546
2 , 10 , 0 , 1.57235 , 6.26079 , 28.0011 , 1651699707 , 699374959
2 , 11 , 0 , 1.57127 , 0.257865 , 37.8654 , 1651699730 , 100715054
2 , 12 , 0 , 1.5742 , 0.855552 , 42.3636 , 1651699766 , 499314051
3 , 1 , 0 , 1.57624 , 3.96458 , 20.9962 , 1616541313 , 927443084
3 , 2 , 0 , 1.57874 , 4.52192 , 17.5085 , 1616541343 , 528984427
3 , 3 , 0 , 1.5786 , 5.2043 , 19.1629 , 1616541371 , 929504052
3 , 4 , 0 , 1.58276 , 0.217148 , 12.6453 , 1616541427 , 528893145
3 , 5 , 0 , 1.5805 , 3.18788 , 10.9436 , 1616541509 , 929037228
3 , 6 , 0 , 1.57635 , 2.90074 , 20.3981 , 1616541542 , 330034195
3 , 7 , 0 , 1.57493 , 3.34001 , 29.6281 , 1616541610 , 729678336
3 , 8 , 0 , 1.57488 , 3.6861 , 34.2419 , 1616541665 , 131221752
3 , 9 , 0 , 1.57485 , 3.92248 , 24.3138 , 1616541698 , 329657365
3 , 10 , 0 , 1.5763 , 4.31554 , 26.3415 , 1616541734 , 730227143
3 , 11 , 0 , 1.5744 , 4.71633 , 32.8783 , 1616541757 , 131811874
3 , 12 , 0 , 1.5782 , 5.46445 , 32.8273 , 1616541795 , 531992328
