Point ID;Easting;Northing;Elevation;H. Precision;V. Precision;PDOP;Sats;Date;Time
nor3-6023;245671.055;5182480.492;90.388;0.016;0.022;1.104;24;2023-07-25;15:52:42
nor3-6024;245671.903;5182479.249;90.36;0.017;0.023;1.104;22;2023-07-25;15:52:43
nor3-6025;245672.746;5182478.099;90.353;0.017;0.024;1.104;22;2023-07-25;15:52:44
nor3-6026;245673.596;5182476.839;90.334;0.018;0.026;1.122;24;2023-07-25;15:52:45
nor3-6027;245674.486;5182475.619;90.329;0.02;0.027;1.122;22;2023-07-25;15:52:46
nor3-6028;245675.362;5182474.427;90.313;0.021;0.028;1.145;22;2023-07-25;15:52:47
nor3-6029;245676.178;5182473.245;90.308;0.02;0.027;1.145;21;2023-07-25;15:52:48
nor3-6030;245677.022;5182472.059;90.348;0.017;0.025;1.122;21;2023-07-25;15:52:49
nor3-6031;245677.9;5182470.857;90.339;0.018;0.025;1.122;21;2023-07-25;15:52:50
nor3-6032;245678.791;5182469.634;90.34;0.017;0.025;1.122;22;2023-07-25;15:52:51
nor3-6033;245679.669;5182468.446;90.328;0.017;0.025;1.107;21;2023-07-25;15:52:52
nor3-6034;245680.505;5182467.272;90.312;0.016;0.024;1.126;21;2023-07-25;15:52:53
nor3-6035;245681.376;5182466.071;90.307;0.017;0.025;1.126;20;2023-07-25;15:52:54
nor3-6036;245682.202;5182464.787;90.33;0.022;0.033;1.224;20;2023-07-25;15:52:55
nor3-6037;245683.003;5182463.581;90.337;0.022;0.032;1.224;20;2023-07-25;15:52:56
nor3-6038;245683.769;5182462.336;90.333;0.022;0.031;1.162;20;2023-07-25;15:52:57
nor3-6039;245684.541;5182461.069;90.352;0.021;0.033;1.162;20;2023-07-25;15:52:58
nor3-6040;245685.327;5182459.797;90.361;0.017;0.027;1.212;20;2023-07-25;15:52:59
nor3-6041;245686.054;5182458.474;90.38;0.016;0.025;1.212;21;2023-07-25;15:53:00
nor3-6042;245686.763;5182457.192;90.382;0.017;0.025;1.193;22;2023-07-25;15:53:01
nor3-6043;245687.459;5182455.883;90.375;0.014;0.022;1.193;22;2023-07-25;15:53:02
nor3-6044;245688.284;5182454.729;90.372;0.014;0.021;1.161;23;2023-07-25;15:53:03
nor3-6045;245689.176;5182453.532;90.388;0.014;0.02;1.161;22;2023-07-25;15:53:04
nor3-6046;245690.026;5182452.335;90.355;0.014;0.022;1.126;22;2023-07-25;15:53:05
nor3-6047;245690.9;5182451.166;90.376;0.016;0.025;1.126;22;2023-07-25;15:53:06
nor3-6048;245691.77;5182449.976;90.374;0.014;0.022;1.147;22;2023-07-25;15:53:07
nor3-6049;245692.605;5182448.821;90.416;0.015;0.024;1.147;22;2023-07-25;15:53:08
nor3-6050;245693.526;5182447.598;90.389;0.014;0.022;1.147;22;2023-07-25;15:53:09
nor3-6051;245694.397;5182446.379;90.442;0.014;0.023;1.147;21;2023-07-25;15:53:10
nor3-6052;245695.307;5182445.182;90.445;0.015;0.024;1.194;21;2023-07-25;15:53:11
nor3-6053;245696.157;5182444.01;90.421;0.013;0.021;1.194;21;2023-07-25;15:53:12
nor3-6054;245697.018;5182442.789;90.427;0.012;0.019;1.2;22;2023-07-25;15:53:13
nor3-6055;245697.891;5182441.569;90.432;0.012;0.018;1.2;22;2023-07-25;15:53:14
nor3-6056;245698.745;5182440.352;90.416;0.012;0.018;1.105;22;2023-07-25;15:53:15
nor3-6057;245699.572;5182439.108;90.427;0.013;0.02;1.105;22;2023-07-25;15:53:16
nor3-6058;245700.414;5182437.894;90.422;0.012;0.019;1.174;22;2023-07-25;15:53:17
nor3-6059;245701.186;5182436.684;90.442;0.013;0.019;1.174;22;2023-07-25;15:53:18
nor3-6060;245702.062;5182435.402;90.457;0.016;0.023;1.174;22;2023-07-25;15:53:19
nor3-6061;245702.81;5182434.164;90.455;0.018;0.024;1.174;23;2023-07-25;15:53:20
nor3-6062;245703.697;5182433;90.448;0.019;0.027;1.126;21;2023-07-25;15:53:21
nor3-6063;245704.703;5182431.796;90.386;0.017;0.023;1.126;22;2023-07-25;15:53:22
nor3-6064;245705.573;5182430.691;90.365;0.015;0.021;1.106;21;2023-07-25;15:53:23
nor3-6065;245706.526;5182429.621;90.385;0.016;0.021;1.106;22;2023-07-25;15:53:24
nor3-6066;245707.497;5182428.484;90.406;0.014;0.019;1.106;24;2023-07-25;15:53:25
nor3-6067;245708.425;5182427.308;90.417;0.014;0.019;1.106;24;2023-07-25;15:53:26
nor3-6068;245709.325;5182426.184;90.406;0.014;0.019;1.106;24;2023-07-25;15:53:27
nor3-6069;245710.233;5182425.003;90.422;0.014;0.02;1.106;23;2023-07-25;15:53:28
nor3-6070;245711.139;5182423.82;90.423;0.014;0.019;1.124;23;2023-07-25;15:53:29
nor3-6071;245712.029;5182422.639;90.412;0.016;0.022;1.124;22;2023-07-25;15:53:30
nor3-6072;245712.889;5182421.455;90.422;0.016;0.022;1.124;21;2023-07-25;15:53:31
nor3-6073;245713.795;5182420.233;90.447;0.021;0.027;1.124;21;2023-07-25;15:53:32
nor3-6074;245714.613;5182418.998;90.428;0.02;0.026;1.124;22;2023-07-25;15:53:33
nor3-6075;245715.412;5182417.814;90.413;0.019;0.026;1.124;23;2023-07-25;15:53:34
nor3-6076;245716.356;5182416.651;90.416;0.016;0.023;1.138;23;2023-07-25;15:53:35
nor3-6077;245717.278;5182415.541;90.422;0.014;0.02;1.138;23;2023-07-25;15:53:36
nor3-6078;245718.239;5182414.402;90.424;0.012;0.017;1.138;23;2023-07-25;15:53:37
nor3-6079;245719.211;5182413.265;90.415;0.011;0.017;1.138;24;2023-07-25;15:53:38
nor3-6080;245720.192;5182412.054;90.374;0.011;0.016;1.106;24;2023-07-25;15:53:39
nor3-6081;245721.078;5182410.917;90.364;0.011;0.016;1.106;24;2023-07-25;15:53:40
nor3-6082;245722.154;5182409.865;90.319;0.012;0.018;1.106;24;2023-07-25;15:53:41
nor3-6083;245723.021;5182408.772;90.344;0.013;0.02;1.106;23;2023-07-25;15:53:42
nor3-6084;245723.983;5182407.582;90.359;0.015;0.021;1.137;21;2023-07-25;15:53:43
nor3-6085;245724.936;5182406.423;90.327;0.015;0.021;1.137;22;2023-07-25;15:53:44
nor3-6086;245725.883;5182405.299;90.322;0.014;0.019;1.125;24;2023-07-25;15:53:45
nor3-6087;245726.808;5182404.188;90.314;0.013;0.019;1.125;24;2023-07-25;15:53:46
nor3-6088;245727.73;5182402.98;90.316;0.013;0.019;1.107;24;2023-07-25;15:53:47
nor3-6089;245728.608;5182401.823;90.313;0.012;0.017;1.107;23;2023-07-25;15:53:48
nor3-6090;245729.481;5182400.656;90.32;0.012;0.018;1.125;23;2023-07-25;15:53:49
nor3-6091;245730.362;5182399.461;90.348;0.013;0.018;1.125;24;2023-07-25;15:53:50
nor3-6092;245731.238;5182398.252;90.347;0.012;0.017;1.107;22;2023-07-25;15:53:51
nor3-6093;245732.099;5182397.039;90.357;0.013;0.019;1.107;22;2023-07-25;15:53:52
nor3-6094;245732.908;5182395.894;90.355;0.013;0.019;1.173;23;2023-07-25;15:53:53
nor3-6095;245733.815;5182394.748;90.394;0.014;0.019;1.173;23;2023-07-25;15:53:54
nor3-6096;245734.716;5182393.619;90.437;0.014;0.019;1.137;23;2023-07-25;15:53:55
nor3-6097;245735.669;5182392.26;90.392;0.015;0.022;1.137;23;2023-07-25;15:53:56
nor3-6098;245736.559;5182391.123;90.368;0.014;0.02;1.107;22;2023-07-25;15:53:57
nor3-6099;245737.539;5182389.983;90.333;0.014;0.02;1.107;21;2023-07-25;15:53:58
nor3-6100;245738.563;5182388.927;90.295;0.014;0.021;1.137;22;2023-07-25;15:53:59
nor3-6101;245739.599;5182387.903;90.281;0.013;0.02;1.137;22;2023-07-25;15:54:00
nor3-6102;245740.685;5182386.831;90.249;0.013;0.02;1.137;21;2023-07-25;15:54:01
nor3-6103;245741.769;5182385.789;90.205;0.014;0.021;1.137;20;2023-07-25;15:54:02
nor3-6104;245742.851;5182384.831;90.177;0.013;0.02;1.161;20;2023-07-25;15:54:03
nor3-6105;245743.821;5182383.972;90.19;0.015;0.021;1.161;20;2023-07-25;15:54:04
nor3-6106;245744.948;5182383.071;90.308;0.018;0.025;1.161;19;2023-07-25;15:54:05
nor3-6107;245746.087;5182382.292;90.312;0.019;0.027;1.161;19;2023-07-25;15:54:06
nor3-6108;245747.364;5182381.759;90.307;0.017;0.026;1.161;18;2023-07-25;15:54:07
nor3-6109;245748.734;5182381.588;90.33;0.018;0.027;1.161;18;2023-07-25;15:54:08
nor3-6110;245749.349;5182381.523;90.303;0.02;0.031;1.257;19;2023-07-25;15:54:09
nor3-6111;245749.7;5182382.029;90.273;0.019;0.028;1.257;21;2023-07-25;15:54:10
nor3-6112;245749.698;5182382.795;90.278;0.018;0.027;1.137;21;2023-07-25;15:54:11
nor3-6113;245748.723;5182383.739;90.269;0.02;0.03;1.137;22;2023-07-25;15:54:12
nor3-6114;245747.674;5182384.672;90.245;0.02;0.029;1.137;21;2023-07-25;15:54:13
nor3-6115;245746.665;5182385.826;90.142;0.019;0.028;1.137;21;2023-07-25;15:54:14
nor3-6116;245745.753;5182386.875;90.132;0.018;0.025;1.201;22;2023-07-25;15:54:15
nor3-6117;245744.885;5182387.872;90.135;0.021;0.03;1.201;21;2023-07-25;15:54:16
nor3-6118;245743.92;5182388.882;90.175;0.019;0.027;1.382;20;2023-07-25;15:54:17
nor3-6119;245742.915;5182389.986;90.203;0.015;0.022;1.382;20;2023-07-25;15:54:18
nor3-6120;245741.86;5182391.024;90.223;0.013;0.021;1.161;20;2023-07-25;15:54:19
nor3-6121;245740.821;5182392.037;90.263;0.012;0.02;1.161;19;2023-07-25;15:54:20
nor3-6122;245739.821;5182393.16;90.309;0.012;0.019;1.296;20;2023-07-25;15:54:21
nor3-6123;245738.831;5182394.304;90.328;0.013;0.021;1.296;20;2023-07-25;15:54:22
nor3-6124;245737.865;5182395.466;90.325;0.012;0.019;1.257;20;2023-07-25;15:54:23
nor3-6125;245736.957;5182396.612;90.348;0.013;0.021;1.257;20;2023-07-25;15:54:24
nor3-6126;245736.006;5182397.799;90.352;0.012;0.019;1.161;21;2023-07-25;15:54:25
nor3-6127;245735.067;5182399.013;90.345;0.012;0.019;1.161;22;2023-07-25;15:54:26
nor3-6128;245734.15;5182400.23;90.339;0.011;0.018;1.201;21;2023-07-25;15:54:27
nor3-6129;245733.296;5182401.412;90.335;0.011;0.017;1.201;21;2023-07-25;15:54:28
nor3-6130;245732.438;5182402.59;90.319;0.011;0.017;1.137;21;2023-07-25;15:54:29
nor3-6131;245731.569;5182403.814;90.321;0.011;0.017;1.137;21;2023-07-25;15:54:30
nor3-6132;245730.711;5182405.055;90.306;0.011;0.017;1.137;23;2023-07-25;15:54:31
nor3-6133;245729.876;5182406.348;90.284;0.011;0.016;1.137;22;2023-07-25;15:54:32
nor3-6134;245729.098;5182407.58;90.272;0.011;0.015;1.174;23;2023-07-25;15:54:33
nor3-6135;245728.311;5182408.738;90.284;0.011;0.016;1.174;23;2023-07-25;15:54:34
nor3-6136;245727.48;5182410.035;90.3;0.011;0.016;1.137;22;2023-07-25;15:54:35
nor3-6137;245726.698;5182411.302;90.289;0.011;0.016;1.137;22;2023-07-25;15:54:36
nor3-6138;245725.974;5182412.597;90.319;0.011;0.016;1.137;21;2023-07-25;15:54:37
nor3-6139;245725.283;5182413.821;90.315;0.011;0.016;1.137;23;2023-07-25;15:54:38
nor3-6140;245724.574;5182415.111;90.337;0.012;0.017;1.2;22;2023-07-25;15:54:39
nor3-6141;245723.824;5182416.451;90.381;0.012;0.018;1.2;22;2023-07-25;15:54:40
nor3-6142;245723.15;5182417.752;90.393;0.011;0.016;1.138;22;2023-07-25;15:54:41
nor3-6143;245722.516;5182419.067;90.428;0.01;0.016;1.138;22;2023-07-25;15:54:42
nor3-6144;245721.733;5182420.413;90.402;0.01;0.016;1.138;23;2023-07-25;15:54:43
nor3-6145;245720.997;5182421.629;90.401;0.01;0.016;1.138;23;2023-07-25;15:54:44
nor3-6146;245720.245;5182422.913;90.411;0.009;0.015;1.138;23;2023-07-25;15:54:45
nor3-6147;245719.495;5182424.199;90.417;0.01;0.015;1.138;23;2023-07-25;15:54:46
nor3-6148;245718.775;5182425.498;90.432;0.01;0.016;1.138;22;2023-07-25;15:54:47
nor3-6149;245718.062;5182426.79;90.457;0.01;0.016;1.138;22;2023-07-25;15:54:48
nor3-6150;245717.349;5182428.012;90.475;0.01;0.016;1.2;22;2023-07-25;15:54:49
nor3-6151;245716.471;5182429.189;90.463;0.01;0.016;1.2;23;2023-07-25;15:54:50
nor3-6152;245715.536;5182430.333;90.472;0.011;0.018;1.199;22;2023-07-25;15:54:51
nor3-6153;245714.631;5182431.432;90.481;0.011;0.017;1.199;22;2023-07-25;15:54:52
nor3-6154;245713.604;5182432.585;90.492;0.011;0.018;1.138;22;2023-07-25;15:54:53
nor3-6155;245712.636;5182433.684;90.494;0.011;0.018;1.138;22;2023-07-25;15:54:54
nor3-6156;245711.614;5182434.802;90.486;0.011;0.017;1.138;23;2023-07-25;15:54:55
nor3-6157;245710.595;5182435.884;90.485;0.01;0.016;1.138;23;2023-07-25;15:54:56
nor3-6158;245709.594;5182436.96;90.479;0.011;0.018;1.138;23;2023-07-25;15:54:57
nor3-6159;245708.613;5182438.085;90.468;0.011;0.017;1.138;23;2023-07-25;15:54:58
nor3-6160;245707.726;5182439.261;90.465;0.012;0.019;1.138;22;2023-07-25;15:54:59
nor3-6161;245706.895;5182440.523;90.443;0.016;0.024;1.138;21;2023-07-25;15:55:00
nor3-6162;245706.216;5182441.816;90.458;0.014;0.021;1.138;20;2023-07-25;15:55:01
nor3-6163;245705.575;5182443.131;90.5;0.013;0.019;1.138;21;2023-07-25;15:55:02
nor3-6164;245704.983;5182444.562;90.509;0.012;0.018;1.259;20;2023-07-25;15:55:03
nor3-6165;245704.323;5182445.848;90.501;0.012;0.017;1.259;20;2023-07-25;15:55:04
nor3-6166;245703.609;5182447.185;90.509;0.011;0.017;1.221;22;2023-07-25;15:55:05
nor3-6167;245702.87;5182448.51;90.493;0.012;0.017;1.221;21;2023-07-25;15:55:06
nor3-6168;245702.081;5182449.798;90.456;0.012;0.017;1.221;21;2023-07-25;15:55:07
nor3-6169;245701.365;5182451.096;90.444;0.012;0.017;1.221;21;2023-07-25;15:55:08
nor3-6170;245700.633;5182452.393;90.43;0.012;0.018;1.221;21;2023-07-25;15:55:09
nor3-6171;245699.904;5182453.727;90.38;0.012;0.018;1.221;21;2023-07-25;15:55:10
nor3-6172;245699.265;5182455.012;90.363;0.011;0.017;1.198;21;2023-07-25;15:55:11
nor3-6173;245698.614;5182456.3;90.344;0.012;0.019;1.198;19;2023-07-25;15:55:12
nor3-6174;245697.862;5182457.454;90.344;0.012;0.018;1.258;19;2023-07-25;15:55:13
nor3-6175;245697.069;5182458.688;90.365;0.012;0.018;1.258;20;2023-07-25;15:55:14
nor3-6176;245696.235;5182459.928;90.384;0.012;0.018;1.258;19;2023-07-25;15:55:15
nor3-6177;245695.373;5182461.156;90.379;0.011;0.018;1.258;19;2023-07-25;15:55:16
nor3-6178;245694.521;5182462.379;90.365;0.012;0.019;1.201;19;2023-07-25;15:55:17
nor3-6179;245693.67;5182463.605;90.357;0.012;0.019;1.201;21;2023-07-25;15:55:18
nor3-6180;245692.809;5182464.79;90.353;0.011;0.018;1.207;21;2023-07-25;15:55:19
nor3-6181;245691.946;5182465.976;90.335;0.012;0.019;1.207;22;2023-07-25;15:55:20
nor3-6182;245691.043;5182467.128;90.345;0.012;0.019;1.194;20;2023-07-25;15:55:21
nor3-6183;245690.13;5182468.252;90.325;0.012;0.019;1.194;19;2023-07-25;15:55:22
nor3-6184;245689.15;5182469.355;90.354;0.014;0.021;1.194;20;2023-07-25;15:55:23
nor3-6185;245688.132;5182470.412;90.318;0.014;0.022;1.194;20;2023-07-25;15:55:24
nor3-6186;245687.102;5182471.509;90.314;0.012;0.019;1.207;20;2023-07-25;15:55:25
nor3-6187;245686.125;5182472.589;90.314;0.012;0.019;1.207;19;2023-07-25;15:55:26
nor3-6188;245685.112;5182473.654;90.34;0.012;0.018;1.198;21;2023-07-25;15:55:27
nor3-6189;245684.059;5182474.726;90.322;0.015;0.023;1.198;23;2023-07-25;15:55:28
nor3-6190;245683.01;5182475.76;90.323;0.011;0.017;1.13;22;2023-07-25;15:55:29
nor3-6191;245681.932;5182476.803;90.302;0.012;0.02;1.13;23;2023-07-25;15:55:30
nor3-6192;245680.907;5182477.845;90.276;0.014;0.022;1.13;23;2023-07-25;15:55:31
nor3-6193;245679.968;5182478.919;90.286;0.015;0.024;1.13;24;2023-07-25;15:55:32
nor3-6194;245678.982;5182480.015;90.341;0.02;0.032;1.11;23;2023-07-25;15:55:33
nor3-6195;245678.051;5182481.188;90.345;0.012;0.02;1.11;23;2023-07-25;15:55:34
nor3-6196;245677.164;5182482.396;90.362;0.011;0.017;1.128;24;2023-07-25;15:55:35
nor3-6197;245676.317;5182483.553;90.391;0.011;0.017;1.128;23;2023-07-25;15:55:36
nor3-6198;245675.397;5182484.749;90.415;0.011;0.017;1.153;24;2023-07-25;15:55:37
nor3-6199;245674.43;5182485.898;90.416;0.011;0.017;1.153;23;2023-07-25;15:55:38
nor3-6200;245673.497;5182487.058;90.402;0.011;0.017;1.153;23;2023-07-25;15:55:39
nor3-6201;245672.636;5182488.258;90.423;0.011;0.016;1.153;23;2023-07-25;15:55:40
nor3-6202;245671.654;5182489.452;90.424;0.012;0.017;1.11;23;2023-07-25;15:55:41
nor3-6203;245670.748;5182490.616;90.39;0.011;0.017;1.11;23;2023-07-25;15:55:42
nor3-6204;245669.833;5182491.783;90.393;0.012;0.018;1.11;23;2023-07-25;15:55:43
nor3-6205;245668.934;5182492.992;90.391;0.011;0.017;1.11;23;2023-07-25;15:55:44
nor3-6206;245668.036;5182494.198;90.382;0.011;0.016;1.11;22;2023-07-25;15:55:45
nor3-6207;245667.175;5182495.323;90.351;0.011;0.017;1.11;20;2023-07-25;15:55:46
nor3-6208;245666.303;5182496.562;90.383;0.011;0.017;1.124;22;2023-07-25;15:55:47
nor3-6209;245665.435;5182497.79;90.4;0.011;0.017;1.124;22;2023-07-25;15:55:48
nor3-6210;245664.624;5182499.003;90.391;0.012;0.018;1.166;21;2023-07-25;15:55:49
nor3-6211;245664.077;5182500.416;90.42;0.012;0.019;1.166;21;2023-07-25;15:55:50
nor3-6212;245663.702;5182501.911;90.418;0.014;0.021;1.124;21;2023-07-25;15:55:51
nor3-6213;245663.566;5182503.463;90.404;0.013;0.022;1.124;21;2023-07-25;15:55:52
nor3-6214;245663.576;5182504.949;90.429;0.013;0.021;1.124;21;2023-07-25;15:55:53
nor3-6215;245663.795;5182506.42;90.434;0.013;0.02;1.124;23;2023-07-25;15:55:54
nor3-6216;245664.17;5182507.851;90.469;0.012;0.02;1.153;22;2023-07-25;15:55:55
nor3-6217;245664.863;5182509.282;90.504;0.012;0.019;1.153;22;2023-07-25;15:55:56
nor3-6218;245665.725;5182510.543;90.5;0.011;0.018;1.128;23;2023-07-25;15:55:57
nor3-6219;245666.947;5182511.569;90.524;0.012;0.019;1.128;23;2023-07-25;15:55:58
nor3-6220;245668.332;5182512.095;90.462;0.012;0.018;1.11;24;2023-07-25;15:55:59
nor3-6221;245669.884;5182512.097;90.421;0.014;0.023;1.11;24;2023-07-25;15:56:00
nor3-6222;245671.286;5182511.609;90.392;0.013;0.02;1.11;23;2023-07-25;15:56:01
nor3-6223;245672.364;5182510.727;90.405;0.012;0.018;1.11;23;2023-07-25;15:56:02
nor3-6224;245673.372;5182509.647;90.471;0.011;0.017;1.138;23;2023-07-25;15:56:03
nor3-6225;245674.339;5182508.453;90.477;0.012;0.018;1.138;23;2023-07-25;15:56:04
nor3-6226;245675.213;5182507.191;90.49;0.014;0.022;1.138;22;2023-07-25;15:56:05
nor3-6227;245676.003;5182505.879;90.476;0.016;0.023;1.138;21;2023-07-25;15:56:06
nor3-6228;245676.704;5182504.619;90.49;0.019;0.027;1.167;19;2023-07-25;15:56:07
nor3-6229;245677.386;5182503.405;90.488;0.019;0.026;1.167;20;2023-07-25;15:56:08
nor3-6230;245678.101;5182502.177;90.525;0.022;0.027;1.206;20;2023-07-25;15:56:09
nor3-6231;245678.96;5182500.925;90.525;0.023;0.027;1.206;21;2023-07-25;15:56:10
nor3-6232;245679.753;5182499.691;90.497;0.019;0.025;1.202;19;2023-07-25;15:56:11
nor3-6233;245680.544;5182498.545;90.519;0.02;0.026;1.202;20;2023-07-25;15:56:12
nor3-6234;245681.417;5182497.296;90.545;0.018;0.025;1.236;20;2023-07-25;15:56:13
nor3-6235;245682.39;5182496.063;90.497;0.016;0.023;1.236;22;2023-07-25;15:56:14
nor3-6236;245683.298;5182494.908;90.474;0.014;0.021;1.161;22;2023-07-25;15:56:15
nor3-6237;245684.248;5182493.808;90.45;0.014;0.021;1.161;22;2023-07-25;15:56:16
nor3-6238;245685.174;5182492.706;90.424;0.013;0.02;1.161;21;2023-07-25;15:56:17
nor3-6239;245686.133;5182491.618;90.458;0.013;0.021;1.161;21;2023-07-25;15:56:18
nor3-6240;245687.183;5182490.489;90.452;0.013;0.021;1.188;21;2023-07-25;15:56:19
nor3-6241;245688.145;5182489.452;90.431;0.013;0.021;1.188;21;2023-07-25;15:56:20
nor3-6242;245689.262;5182488.47;90.441;0.012;0.018;1.188;21;2023-07-25;15:56:21
nor3-6243;245690.245;5182487.46;90.461;0.014;0.022;1.188;20;2023-07-25;15:56:22
nor3-6244;245691.273;5182486.442;90.514;0.013;0.02;1.252;19;2023-07-25;15:56:23
nor3-6245;245692.429;5182485.336;90.507;0.014;0.023;1.252;19;2023-07-25;15:56:24
nor3-6246;245693.584;5182484.292;90.442;0.014;0.022;1.252;20;2023-07-25;15:56:25
nor3-6247;245694.663;5182483.33;90.401;0.014;0.023;1.252;20;2023-07-25;15:56:26
nor3-6248;245695.719;5182482.319;90.385;0.014;0.023;1.199;20;2023-07-25;15:56:27
nor3-6249;245696.823;5182481.301;90.379;0.015;0.025;1.199;20;2023-07-25;15:56:28
nor3-6250;245697.929;5182480.323;90.355;0.015;0.025;1.199;19;2023-07-25;15:56:29
nor3-6251;245699.084;5182479.316;90.31;0.017;0.026;1.199;18;2023-07-25;15:56:30
nor3-6252;245700.119;5182478.243;90.264;0.021;0.035;1.532;18;2023-07-25;15:56:31
