Point ID;Easting;Northing;Elevation;H. Precision;V. Precision;PDOP;Sats;Date;Time
nor1-6058;245699.838;5182438.09;90.312;0.012;0.02;1.154;23;2023-07-25;15:53:17
nor1-6059;245700.608;5182436.868;90.306;0.013;0.02;1.154;21;2023-07-25;15:53:18
nor1-6060;245701.47;5182435.584;90.344;0.014;0.023;1.174;21;2023-07-25;15:53:19
nor1-6061;245702.232;5182434.337;90.35;0.017;0.025;1.174;22;2023-07-25;15:53:20
nor1-6062;245703.102;5182433.106;90.329;0.017;0.027;1.126;22;2023-07-25;15:53:21
nor1-6063;245704.096;5182431.914;90.304;0.016;0.029;1.126;22;2023-07-25;15:53:22
nor1-6064;245704.979;5182430.797;90.253;0.016;0.026;1.127;19;2023-07-25;15:53:23
nor1-6065;245705.939;5182429.722;90.259;0.016;0.026;1.127;20;2023-07-25;15:53:24
nor1-6066;245706.908;5182428.615;90.313;0.015;0.023;1.124;23;2023-07-25;15:53:25
nor1-6067;245707.833;5182427.453;90.302;0.015;0.023;1.124;23;2023-07-25;15:53:26
nor1-6068;245708.723;5182426.334;90.291;0.012;0.019;1.106;24;2023-07-25;15:53:27
nor1-6069;245709.641;5182425.151;90.328;0.013;0.019;1.106;24;2023-07-25;15:53:28
nor1-6070;245710.549;5182423.958;90.314;0.015;0.022;1.106;23;2023-07-25;15:53:29
nor1-6071;245711.438;5182422.798;90.319;0.015;0.022;1.106;22;2023-07-25;15:53:30
nor1-6072;245712.309;5182421.65;90.355;0.015;0.022;1.106;23;2023-07-25;15:53:31
nor1-6073;245713.205;5182420.395;90.343;0.019;0.024;1.106;24;2023-07-25;15:53:32
nor1-6074;245713.998;5182419.145;90.268;0.018;0.023;1.106;23;2023-07-25;15:53:33
nor1-6075;245714.816;5182417.913;90.296;0.02;0.024;1.106;22;2023-07-25;15:53:34
nor1-6076;245715.774;5182416.758;90.337;0.021;0.028;1.106;21;2023-07-25;15:53:35
nor1-6077;245716.689;5182415.649;90.324;0.018;0.025;1.106;20;2023-07-25;15:53:36
nor1-6078;245717.635;5182414.518;90.328;0.015;0.022;1.114;20;2023-07-25;15:53:37
nor1-6079;245718.608;5182413.377;90.327;0.014;0.021;1.114;20;2023-07-25;15:53:38
nor1-6080;245719.59;5182412.17;90.298;0.012;0.018;1.114;21;2023-07-25;15:53:39
nor1-6081;245720.482;5182411.034;90.26;0.012;0.019;1.114;21;2023-07-25;15:53:40
nor1-6082;245721.55;5182409.988;90.253;0.013;0.021;1.114;20;2023-07-25;15:53:41
nor1-6083;245722.422;5182408.885;90.251;0.014;0.021;1.114;21;2023-07-25;15:53:42
nor1-6084;245723.382;5182407.703;90.269;0.013;0.021;1.137;22;2023-07-25;15:53:43
nor1-6085;245724.343;5182406.551;90.259;0.015;0.023;1.137;22;2023-07-25;15:53:44
nor1-6086;245725.289;5182405.424;90.252;0.014;0.021;1.137;21;2023-07-25;15:53:45
nor1-6087;245726.202;5182404.309;90.203;0.014;0.022;1.137;23;2023-07-25;15:53:46
nor1-6088;245727.137;5182403.114;90.243;0.014;0.02;1.107;23;2023-07-25;15:53:47
nor1-6089;245728.015;5182401.961;90.218;0.015;0.021;1.107;23;2023-07-25;15:53:48
nor1-6090;245728.881;5182400.805;90.194;0.014;0.02;1.107;23;2023-07-25;15:53:49
nor1-6091;245729.771;5182399.622;90.24;0.014;0.02;1.107;23;2023-07-25;15:53:50
nor1-6092;245730.651;5182398.424;90.252;0.012;0.018;1.107;23;2023-07-25;15:53:51
nor1-6093;245731.511;5182397.219;90.248;0.012;0.018;1.107;23;2023-07-25;15:53:52
nor1-6094;245732.316;5182396.06;90.252;0.012;0.018;1.125;24;2023-07-25;15:53:53
nor1-6095;245733.221;5182394.88;90.289;0.013;0.018;1.125;24;2023-07-25;15:53:54
nor1-6096;245734.118;5182393.77;90.35;0.014;0.021;1.107;23;2023-07-25;15:53:55
nor1-6097;245735.074;5182392.414;90.332;0.014;0.021;1.107;22;2023-07-25;15:53:56
nor1-6098;245735.962;5182391.23;90.29;0.014;0.021;1.176;22;2023-07-25;15:53:57
nor1-6099;245736.929;5182390.061;90.251;0.014;0.021;1.176;23;2023-07-25;15:53:58
nor1-6100;245737.952;5182388.986;90.212;0.014;0.021;1.107;24;2023-07-25;15:53:59
nor1-6101;245738.988;5182387.957;90.203;0.013;0.02;1.107;23;2023-07-25;15:54:00
nor1-6102;245740.084;5182386.885;90.19;0.014;0.021;1.107;22;2023-07-25;15:54:01
nor1-6103;245741.153;5182385.831;90.147;0.014;0.02;1.107;22;2023-07-25;15:54:02
nor1-6104;245742.237;5182384.854;90.106;0.015;0.022;1.137;21;2023-07-25;15:54:03
nor1-6105;245743.216;5182383.966;90.075;0.015;0.022;1.137;19;2023-07-25;15:54:04
nor1-6106;245744.332;5182382.995;90.189;0.016;0.026;1.161;19;2023-07-25;15:54:05
nor1-6107;245745.495;5182382.138;90.203;0.019;0.026;1.161;19;2023-07-25;15:54:06
nor1-6108;245746.821;5182381.469;90.228;0.018;0.028;1.197;18;2023-07-25;15:54:07
nor1-6109;245748.304;5182381.144;90.235;0.017;0.029;1.197;19;2023-07-25;15:54:08
nor1-6110;245749.334;5182380.912;90.21;0.022;0.032;1.177;21;2023-07-25;15:54:09
nor1-6111;245750.062;5182381.53;90.179;0.021;0.03;1.177;21;2023-07-25;15:54:10
nor1-6112;245750.303;5182382.686;90.192;0.018;0.025;1.177;20;2023-07-25;15:54:11
nor1-6113;245749.335;5182383.745;90.177;0.019;0.027;1.177;22;2023-07-25;15:54:12
nor1-6114;245748.28;5182384.566;90.153;0.017;0.027;1.137;23;2023-07-25;15:54:13
nor1-6115;245747.268;5182385.681;90.054;0.018;0.027;1.137;22;2023-07-25;15:54:14
nor1-6116;245746.366;5182386.779;90.024;0.014;0.021;1.107;21;2023-07-25;15:54:15
nor1-6117;245745.492;5182387.802;90.032;0.022;0.034;1.107;22;2023-07-25;15:54:16
nor1-6118;245744.522;5182388.799;90.06;0.017;0.028;1.154;20;2023-07-25;15:54:17
nor1-6119;245743.517;5182389.93;90.104;0.013;0.021;1.154;21;2023-07-25;15:54:18
nor1-6120;245742.466;5182390.983;90.13;0.013;0.019;1.198;20;2023-07-25;15:54:19
nor1-6121;245741.425;5182391.965;90.152;0.013;0.019;1.198;19;2023-07-25;15:54:20
nor1-6122;245740.413;5182393.053;90.177;0.013;0.02;1.257;20;2023-07-25;15:54:21
nor1-6123;245739.432;5182394.198;90.223;0.013;0.019;1.257;20;2023-07-25;15:54:22
nor1-6124;245738.461;5182395.35;90.206;0.013;0.019;1.257;20;2023-07-25;15:54:23
nor1-6125;245737.548;5182396.49;90.233;0.012;0.018;1.257;20;2023-07-25;15:54:24
nor1-6126;245736.604;5182397.664;90.235;0.012;0.018;1.257;20;2023-07-25;15:54:25
nor1-6127;245735.662;5182398.87;90.251;0.012;0.018;1.257;22;2023-07-25;15:54:26
nor1-6128;245734.741;5182400.077;90.245;0.012;0.018;1.224;21;2023-07-25;15:54:27
nor1-6129;245733.881;5182401.241;90.215;0.012;0.018;1.224;22;2023-07-25;15:54:28
nor1-6130;245733.027;5182402.427;90.215;0.012;0.018;1.128;21;2023-07-25;15:54:29
nor1-6131;245732.151;5182403.632;90.214;0.013;0.019;1.128;21;2023-07-25;15:54:30
nor1-6132;245731.301;5182404.881;90.219;0.012;0.017;1.137;22;2023-07-25;15:54:31
nor1-6133;245730.463;5182406.178;90.205;0.011;0.017;1.137;22;2023-07-25;15:54:32
nor1-6134;245729.68;5182407.39;90.174;0.011;0.016;1.137;23;2023-07-25;15:54:33
nor1-6135;245728.881;5182408.547;90.185;0.011;0.017;1.137;23;2023-07-25;15:54:34
nor1-6136;245728.055;5182409.823;90.202;0.011;0.016;1.137;23;2023-07-25;15:54:35
nor1-6137;245727.275;5182411.099;90.224;0.011;0.016;1.137;21;2023-07-25;15:54:36
nor1-6138;245726.55;5182412.367;90.227;0.011;0.017;1.174;21;2023-07-25;15:54:37
nor1-6139;245725.846;5182413.607;90.211;0.011;0.016;1.174;22;2023-07-25;15:54:38
nor1-6140;245725.138;5182414.89;90.214;0.011;0.016;1.2;21;2023-07-25;15:54:39
nor1-6141;245724.391;5182416.21;90.309;0.011;0.017;1.2;22;2023-07-25;15:54:40
nor1-6142;245723.708;5182417.514;90.29;0.011;0.016;1.108;23;2023-07-25;15:54:41
nor1-6143;245723.083;5182418.86;90.329;0.01;0.016;1.108;23;2023-07-25;15:54:42
nor1-6144;245722.301;5182420.195;90.302;0.01;0.016;1.108;24;2023-07-25;15:54:43
nor1-6145;245721.569;5182421.412;90.3;0.01;0.016;1.108;24;2023-07-25;15:54:44
nor1-6146;245720.818;5182422.7;90.313;0.01;0.017;1.108;24;2023-07-25;15:54:45
nor1-6147;245720.067;5182423.983;90.316;0.01;0.016;1.108;24;2023-07-25;15:54:46
nor1-6148;245719.346;5182425.281;90.341;0.01;0.016;1.108;23;2023-07-25;15:54:47
nor1-6149;245718.634;5182426.568;90.356;0.01;0.016;1.108;23;2023-07-25;15:54:48
nor1-6150;245717.933;5182427.829;90.359;0.011;0.017;1.154;23;2023-07-25;15:54:49
nor1-6151;245717.067;5182429.057;90.36;0.01;0.016;1.154;24;2023-07-25;15:54:50
nor1-6152;245716.14;5182430.218;90.358;0.01;0.016;1.154;23;2023-07-25;15:54:51
nor1-6153;245715.232;5182431.331;90.367;0.01;0.015;1.154;23;2023-07-25;15:54:52
nor1-6154;245714.212;5182432.487;90.397;0.011;0.016;1.109;23;2023-07-25;15:54:53
nor1-6155;245713.236;5182433.593;90.388;0.01;0.016;1.109;23;2023-07-25;15:54:54
nor1-6156;245712.22;5182434.704;90.392;0.01;0.016;1.109;24;2023-07-25;15:54:55
nor1-6157;245711.208;5182435.803;90.408;0.011;0.017;1.109;24;2023-07-25;15:54:56
nor1-6158;245710.201;5182436.863;90.379;0.012;0.02;1.109;24;2023-07-25;15:54:57
nor1-6159;245709.217;5182437.957;90.383;0.012;0.018;1.109;24;2023-07-25;15:54:58
nor1-6160;245708.316;5182439.1;90.375;0.012;0.019;1.109;24;2023-07-25;15:54:59
nor1-6161;245707.466;5182440.318;90.35;0.014;0.023;1.109;21;2023-07-25;15:55:00
nor1-6162;245706.769;5182441.555;90.371;0.012;0.019;1.138;20;2023-07-25;15:55:01
nor1-6163;245706.122;5182442.851;90.403;0.013;0.019;1.138;22;2023-07-25;15:55:02
nor1-6164;245705.533;5182444.295;90.427;0.011;0.017;1.207;21;2023-07-25;15:55:03
nor1-6165;245704.884;5182445.625;90.407;0.011;0.016;1.207;20;2023-07-25;15:55:04
nor1-6166;245704.177;5182446.969;90.417;0.01;0.016;1.207;21;2023-07-25;15:55:05
nor1-6167;245703.44;5182448.284;90.403;0.012;0.018;1.207;21;2023-07-25;15:55:06
nor1-6168;245702.654;5182449.58;90.394;0.012;0.017;1.221;21;2023-07-25;15:55:07
nor1-6169;245701.936;5182450.874;90.363;0.011;0.017;1.221;21;2023-07-25;15:55:08
nor1-6170;245701.205;5182452.173;90.329;0.012;0.018;1.221;21;2023-07-25;15:55:09
nor1-6171;245700.459;5182453.481;90.319;0.012;0.018;1.221;22;2023-07-25;15:55:10
nor1-6172;245699.822;5182454.759;90.267;0.011;0.016;1.198;22;2023-07-25;15:55:11
nor1-6173;245699.189;5182456.094;90.258;0.011;0.017;1.198;22;2023-07-25;15:55:12
nor1-6174;245698.44;5182457.26;90.247;0.011;0.018;1.167;21;2023-07-25;15:55:13
nor1-6175;245697.656;5182458.504;90.264;0.011;0.017;1.167;21;2023-07-25;15:55:14
nor1-6176;245696.82;5182459.752;90.293;0.011;0.017;1.207;20;2023-07-25;15:55:15
nor1-6177;245695.96;5182460.983;90.294;0.011;0.017;1.207;20;2023-07-25;15:55:16
nor1-6178;245695.116;5182462.22;90.289;0.011;0.018;1.213;20;2023-07-25;15:55:17
nor1-6179;245694.261;5182463.443;90.277;0.011;0.017;1.213;20;2023-07-25;15:55:18
nor1-6180;245693.406;5182464.629;90.25;0.011;0.017;1.207;21;2023-07-25;15:55:19
nor1-6181;245692.544;5182465.833;90.248;0.011;0.017;1.207;21;2023-07-25;15:55:20
nor1-6182;245691.645;5182467.012;90.246;0.011;0.017;1.241;21;2023-07-25;15:55:21
nor1-6183;245690.723;5182468.152;90.23;0.012;0.018;1.241;21;2023-07-25;15:55:22
nor1-6184;245689.763;5182469.26;90.226;0.012;0.018;1.207;22;2023-07-25;15:55:23
nor1-6185;245688.738;5182470.332;90.226;0.014;0.02;1.207;21;2023-07-25;15:55:24
nor1-6186;245687.703;5182471.424;90.234;0.012;0.018;1.207;20;2023-07-25;15:55:25
nor1-6187;245686.73;5182472.52;90.21;0.012;0.019;1.207;20;2023-07-25;15:55:26
nor1-6188;245685.731;5182473.585;90.205;0.012;0.019;1.166;21;2023-07-25;15:55:27
nor1-6189;245684.667;5182474.65;90.215;0.015;0.023;1.166;22;2023-07-25;15:55:28
nor1-6190;245683.613;5182475.695;90.226;0.017;0.026;1.166;22;2023-07-25;15:55:29
nor1-6191;245682.54;5182476.73;90.213;0.012;0.018;1.166;22;2023-07-25;15:55:30
nor1-6192;245681.514;5182477.782;90.199;0.012;0.019;1.13;23;2023-07-25;15:55:31
nor1-6193;245680.562;5182478.837;90.166;0.016;0.025;1.13;22;2023-07-25;15:55:32
nor1-6194;245679.578;5182479.881;90.24;0.018;0.028;1.161;20;2023-07-25;15:55:33
nor1-6195;245678.644;5182481.034;90.235;0.012;0.019;1.161;21;2023-07-25;15:55:34
nor1-6196;245677.763;5182482.236;90.255;0.012;0.018;1.151;23;2023-07-25;15:55:35
nor1-6197;245676.91;5182483.417;90.26;0.012;0.019;1.151;22;2023-07-25;15:55:36
nor1-6198;245675.991;5182484.623;90.311;0.012;0.019;1.172;23;2023-07-25;15:55:37
nor1-6199;245675.024;5182485.768;90.31;0.011;0.017;1.172;22;2023-07-25;15:55:38
nor1-6200;245674.098;5182486.929;90.32;0.011;0.017;1.172;22;2023-07-25;15:55:39
nor1-6201;245673.225;5182488.115;90.3;0.012;0.018;1.172;22;2023-07-25;15:55:40
nor1-6202;245672.249;5182489.304;90.325;0.011;0.018;1.11;23;2023-07-25;15:55:41
nor1-6203;245671.344;5182490.471;90.291;0.011;0.017;1.11;24;2023-07-25;15:55:42
nor1-6204;245670.426;5182491.63;90.303;0.012;0.018;1.11;24;2023-07-25;15:55:43
nor1-6205;245669.53;5182492.836;90.308;0.012;0.018;1.11;24;2023-07-25;15:55:44
nor1-6206;245668.635;5182494.04;90.284;0.012;0.019;1.11;24;2023-07-25;15:55:45
nor1-6207;245667.769;5182495.165;90.256;0.012;0.018;1.11;22;2023-07-25;15:55:46
nor1-6208;245666.893;5182496.399;90.295;0.011;0.017;1.13;22;2023-07-25;15:55:47
nor1-6209;245666.023;5182497.627;90.317;0.012;0.018;1.13;22;2023-07-25;15:55:48
nor1-6210;245665.176;5182498.745;90.288;0.012;0.019;1.166;21;2023-07-25;15:55:49
nor1-6211;245664.593;5182500.085;90.318;0.013;0.02;1.166;21;2023-07-25;15:55:50
nor1-6212;245664.151;5182501.501;90.325;0.012;0.019;1.166;21;2023-07-25;15:55:51
nor1-6213;245663.957;5182502.997;90.325;0.013;0.02;1.166;22;2023-07-25;15:55:52
nor1-6214;245663.917;5182504.442;90.322;0.013;0.019;1.166;21;2023-07-25;15:55:53
nor1-6215;245664.071;5182505.877;90.348;0.012;0.018;1.166;22;2023-07-25;15:55:54
nor1-6216;245664.363;5182507.271;90.358;0.011;0.017;1.153;21;2023-07-25;15:55:55
nor1-6217;245664.939;5182508.674;90.395;0.012;0.019;1.153;21;2023-07-25;15:55:56
nor1-6218;245665.683;5182509.934;90.406;0.012;0.018;1.128;22;2023-07-25;15:55:57
nor1-6219;245666.731;5182510.994;90.416;0.011;0.017;1.128;22;2023-07-25;15:55:58
nor1-6220;245667.892;5182511.677;90.37;0.013;0.02;1.128;23;2023-07-25;15:55:59
nor1-6221;245669.34;5182511.798;90.337;0.017;0.027;1.128;22;2023-07-25;15:56:00
nor1-6222;245670.678;5182511.579;90.311;0.014;0.022;1.158;23;2023-07-25;15:56:01
nor1-6223;245671.765;5182510.778;90.284;0.015;0.024;1.158;22;2023-07-25;15:56:02
nor1-6224;245672.773;5182509.751;90.351;0.013;0.021;1.158;21;2023-07-25;15:56:03
nor1-6225;245673.748;5182508.604;90.392;0.012;0.02;1.158;22;2023-07-25;15:56:04
nor1-6226;245674.638;5182507.395;90.399;0.014;0.022;1.138;22;2023-07-25;15:56:05
nor1-6227;245675.435;5182506.115;90.404;0.014;0.022;1.138;21;2023-07-25;15:56:06
nor1-6228;245676.13;5182504.866;90.404;0.018;0.027;1.138;20;2023-07-25;15:56:07
nor1-6229;245676.802;5182503.614;90.386;0.017;0.025;1.138;20;2023-07-25;15:56:08
nor1-6230;245677.529;5182502.374;90.408;0.017;0.023;1.188;21;2023-07-25;15:56:09
nor1-6231;245678.391;5182501.128;90.415;0.021;0.027;1.188;18;2023-07-25;15:56:10
nor1-6232;245679.181;5182499.885;90.413;0.02;0.025;1.229;18;2023-07-25;15:56:11
nor1-6233;245679.957;5182498.705;90.404;0.021;0.026;1.229;19;2023-07-25;15:56:12
nor1-6234;245680.831;5182497.448;90.433;0.02;0.028;1.229;19;2023-07-25;15:56:13
nor1-6235;245681.8;5182496.207;90.403;0.019;0.028;1.229;20;2023-07-25;15:56:14
nor1-6236;245682.695;5182495.025;90.383;0.018;0.027;1.189;20;2023-07-25;15:56:15
nor1-6237;245683.636;5182493.908;90.397;0.017;0.025;1.189;21;2023-07-25;15:56:16
nor1-6238;245684.572;5182492.807;90.34;0.014;0.021;1.202;19;2023-07-25;15:56:17
nor1-6239;245685.531;5182491.701;90.354;0.014;0.022;1.202;19;2023-07-25;15:56:18
nor1-6240;245686.574;5182490.562;90.35;0.012;0.02;1.188;20;2023-07-25;15:56:19
nor1-6241;245687.547;5182489.518;90.295;0.012;0.02;1.188;21;2023-07-25;15:56:20
nor1-6242;245688.65;5182488.514;90.35;0.012;0.02;1.188;19;2023-07-25;15:56:21
nor1-6243;245689.633;5182487.498;90.351;0.015;0.024;1.188;19;2023-07-25;15:56:22
nor1-6244;245690.672;5182486.47;90.383;0.013;0.022;1.252;20;2023-07-25;15:56:23
nor1-6245;245691.811;5182485.37;90.408;0.014;0.023;1.252;20;2023-07-25;15:56:24
nor1-6246;245692.978;5182484.34;90.342;0.014;0.023;1.252;20;2023-07-25;15:56:25
nor1-6247;245694.052;5182483.366;90.311;0.014;0.023;1.252;20;2023-07-25;15:56:26
nor1-6248;245695.113;5182482.36;90.29;0.014;0.024;1.199;20;2023-07-25;15:56:27
nor1-6249;245696.218;5182481.349;90.3;0.015;0.026;1.199;18;2023-07-25;15:56:28
