theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.49388 , 3.85531 , 8.74101 , 1617287637 , 410560935
1 , 2 , 0 , 1.5439 , 4.04036 , 24.3155 , 1617287763 , 10259950
1 , 3 , 0 , 1.51537 , 1.27041 , 12.1691 , 1617287849 , 411376896
1 , 4 , 0 , 1.53689 , 1.37155 , 23.6403 , 1617287901 , 811628334
1 , 5 , 0 , 1.57064 , 5.60441 , 106.873 , 1617289903 , 412122727
1 , 6 , 0 , 1.494 , 1.87625 , 13.4292 , 1617290227 , 14417551
1 , 7 , 0 , 1.50588 , 2.81255 , 18.3417 , 1617290301 , 13396117
1 , 8 , 0 , 1.43015 , 4.99723 , 7.39064 , 1617290371 , 813981246
2 , 1 , 0 , 1.52357 , 4.56793 , 9.3742 , 1616540444 , 272961073
2 , 2 , 0 , 1.55362 , 4.7556 , 24.927 , 1616540570 , 273642066
2 , 3 , 0 , 1.53261 , 2.03166 , 11.6788 , 1616540648 , 673200995
2 , 4 , 0 , 1.54602 , 2.11663 , 23.1969 , 1616540706 , 273831702
2 , 5 , 0 , 1.57265 , 0.0398164 , 106.655 , 1616542708 , 286575105
2 , 6 , 0 , 1.51029 , 2.64855 , 13.2745 , 1616543030 , 688669617
2 , 7 , 0 , 1.51945 , 3.5637 , 18.7563 , 1616543100 , 287763133
2 , 8 , 0 , 1.46397 , 5.63719 , 7.55906 , 1616543169 , 89539200
3 , 1 , 0 , 1.5508 , 2.0842 , 10.322 , 1616540983 , 721939773
3 , 2 , 0 , 1.56354 , 2.23194 , 25.9565 , 1616541115 , 318713525
3 , 3 , 0 , 1.55098 , 5.78399 , 10.5746 , 1616541191 , 720859277
3 , 4 , 0 , 1.55558 , 5.86922 , 22.105 , 1616541252 , 920958576
3 , 5 , 0 , 1.57502 , 3.77484 , 107.038 , 1616543250 , 924196095
3 , 6 , 0 , 1.52518 , 0.165848 , 12.4293 , 1616543567 , 322375141
3 , 7 , 0 , 1.53223 , 1.08356 , 18.8077 , 1616543637 , 322858031
3 , 8 , 0 , 1.50361 , 3.03296 , 8.49574 , 1616543708 , 123468733
