theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.57219 , 5.53218 , 287.433 , 1617283447 , 322084513
1 , 2 , 0 , 1.57195 , 5.45222 , 106.955 , 1617283650 , 921937977
1 , 3 , 0 , 1.56324 , 2.61355 , 77.5697 , 1617283880 , 122920181
1 , 4 , 255 , 0 , 0 , 0 , 0 , 0
1 , 5 , 255 , 0 , 0 , 0 , 0 , 0
1 , 6 , 255 , 0 , 0 , 0 , 0 , 0
1 , 7 , 255 , 0 , 0 , 0 , 0 , 0
1 , 8 , 255 , 0 , 0 , 0 , 0 , 0
2 , 1 , 0 , 1.57349 , 4.47842 , 287.388 , 1616542751 , 549601703
2 , 2 , 0 , 1.57506 , 4.39503 , 106.962 , 1616542953 , 149647355
2 , 3 , 0 , 1.56745 , 1.56859 , 77.7305 , 1616543182 , 348066226
2 , 4 , 255 , 0 , 0 , 0 , 0 , 0
2 , 5 , 255 , 0 , 0 , 0 , 0 , 0
2 , 6 , 255 , 0 , 0 , 0 , 0 , 0
2 , 7 , 255 , 0 , 0 , 0 , 0 , 0
2 , 8 , 255 , 0 , 0 , 0 , 0 , 0
3 , 1 , 0 , 1.57399 , 4.85566 , 287.388 , 1616543335 , 988390438
3 , 2 , 0 , 1.57637 , 4.76516 , 107.067 , 1616543537 , 589875309
3 , 3 , 0 , 1.56928 , 1.96717 , 78.0243 , 1616543764 , 389839181
3 , 4 , 255 , 0 , 0 , 0 , 0 , 0
3 , 5 , 255 , 0 , 0 , 0 , 0 , 0
3 , 6 , 255 , 0 , 0 , 0 , 0 , 0
3 , 7 , 255 , 0 , 0 , 0 , 0 , 0
3 , 8 , 255 , 0 , 0 , 0 , 0 , 0
