theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.54491 , 3.29403 , 13.8912 , 1657288280 , 399206804
1 , 2 , 0 , 1.56325 , 3.0439 , 45.8745 , 1657288388 , 801212284
1 , 3 , 0 , 1.55558 , 2.70049 , 45.3128 , 1657288447 , 200748668
1 , 4 , 0 , 1.54542 , 2.24607 , 17.3764 , 1657288510 , 703852
1 , 5 , 0 , 1.55994 , 1.49791 , 25.4112 , 1657288562 , 400734822
1 , 6 , 0 , 1.55955 , 0.790978 , 17.2792 , 1657288623 , 601216673
1 , 7 , 0 , 1.56283 , 5.51975 , 13.1992 , 1657288670 , 2565041
1 , 8 , 0 , 1.56245 , 4.24531 , 18.478 , 1657288756 , 2474123
2 , 1 , 0 , 1.5446 , 4.88614 , 14.527 , 1666982370 , 840549957
2 , 2 , 0 , 1.5629 , 4.5759 , 46.128 , 1666982485 , 641641580
2 , 3 , 0 , 1.55511 , 4.23309 , 45.0767 , 1666982541 , 641388121
2 , 4 , 0 , 1.54308 , 3.81713 , 16.5621 , 1666982600 , 439929973
2 , 5 , 0 , 1.5585 , 3.01014 , 23.9993 , 1666982654 , 40309588
2 , 6 , 0 , 1.55753 , 2.24749 , 16.0514 , 1666982714 , 42536128
2 , 7 , 0 , 1.56205 , 0.647477 , 13.9543 , 1666982758 , 443035017
2 , 8 , 0 , 1.56211 , 5.76151 , 19.8902 , 1666982846 , 41804619
3 , 1 , 0 , 1.53983 , 3.86647 , 13.0452 , 1666982560 , 649482191
3 , 2 , 0 , 1.56224 , 3.69771 , 45.3828 , 1666982677 , 49064022
3 , 3 , 0 , 1.55467 , 3.35269 , 45.445 , 1666982734 , 649249468
3 , 4 , 0 , 1.54444 , 2.85119 , 18.3295 , 1666982791 , 850180384
3 , 5 , 0 , 1.55906 , 2.16919 , 27.1498 , 1666982849 , 450120258
3 , 6 , 0 , 1.55835 , 1.51969 , 18.981 , 1666982905 , 449734559
3 , 7 , 0 , 1.55917 , 0.0633806 , 12.6507 , 1666982947 , 850039543
3 , 8 , 0 , 1.55899 , 4.92923 , 16.6644 , 1666983035 , 848259562
