Time,X,Y,Z,qx,qy,qz,qw
62463.4,326395.5253208538,5183208.1949933,62.45004411004421,-0.06719262199287775,0.15710167127686148,0.6051951553969824,0.7775236590070822
62463.6,326395.277199457,5183208.210511724,62.69986234641962,-0.03720258990103483,0.12753455774552022,0.639158609664476,0.7575138121361775
62463.8,326395.2401173879,5183208.1844184,62.63624258062446,-0.041222341367959034,0.1398610198301125,0.6415952023283441,0.7530572422156735
62464.0,326395.32540053834,5183208.122881703,62.454922620235884,-0.06039921534747047,0.17038919872810535,0.62649051916609,0.7581748381060975
62464.2,326395.39248016675,5183208.029031804,62.48007260890906,-0.05750111412064767,0.16905182466299087,0.6226415511026175,0.7618612743101753
62464.4,326395.4550987203,5183207.943383341,62.61324645478488,-0.04373477346037144,0.15386455494958517,0.6222227720069561,0.7663235545880838
62464.6,326395.5553984025,5183207.888054697,62.42360837193413,-0.06284408568840454,0.17400341769399003,0.606700013558789,0.7731031788012288
62464.8,326395.6142319663,5183207.842915144,62.36164762142418,-0.07636177879313116,0.17489522443308333,0.5990824304240334,0.7776122303354568
62465.0,326395.70354591054,5183207.816406587,62.29940579340503,-0.08669652824327086,0.17956103731907533,0.5869931790523442,0.7846531422313201
62465.2,326395.75402916595,5183207.790662686,62.22571096145193,-0.09569109091240383,0.18886837589759775,0.577971429527545,0.7881122879106022
62465.4,326395.8079621822,5183207.751056454,62.185129193826434,-0.09708828834997998,0.19881412806423493,0.568765119823011,0.7921824570261861
62465.6,326395.8401722617,5183207.707113273,62.122660875701605,-0.09858242431144207,0.2143457132851997,0.5600642930612904,0.7941444506202223
62465.8,326395.84358148696,5183207.66805157,62.128588697948835,-0.09879673042940915,0.21983570162269803,0.5582653744535979,0.7938836451487704
62466.0,326395.82964001544,5183207.6239980785,62.105192052477044,-0.09845524435236476,0.22698542926608223,0.5600710948465298,0.790635534540295
62466.2,326395.8174423752,5183207.573789646,62.05133507805731,-0.10877330754770516,0.2384555472432136,0.5570324652527621,0.7880495874045632
62466.4,326395.81154720194,5183207.536600821,61.98889999964073,-0.1180935585065821,0.2500243980388015,0.5536210626688227,0.7855223935662375
62466.6,326395.7930197643,5183207.499578167,61.96029536039987,-0.12505983483702812,0.2621375816675109,0.5500924173716601,0.7829701516266427
62466.8,326395.8008842947,5183207.47315055,61.88621395511273,-0.1336906622595119,0.2763201235665408,0.5428834017722189,0.7816979008651668
62467.0,326395.7747201182,5183207.42776726,62.02350984902764,-0.11814427750422163,0.2633491305244717,0.5546445914775335,0.7804220283216833
62467.2,326395.7577214985,5183207.380672322,62.15559319930383,-0.10339490655210513,0.25101990225961224,0.5636575112019422,0.7801209598737163
62467.4,326395.7528387568,5183207.3263133215,62.2589545712011,-0.09608285781771253,0.23882700723964914,0.5702932818399231,0.780061098719058
62467.6,326395.7262226508,5183207.277443477,62.38374941778827,-0.0778187923116935,0.21840817833389334,0.5835515504821489,0.7782735323328809
62467.8,326395.72033745045,5183207.2453445485,62.37380280995316,-0.07708035026202989,0.22451772921568314,0.5832441096905748,0.7768376390099573
62468.0,326395.7082898818,5183207.203655438,62.42199217766375,-0.07617392411340851,0.21796250890421798,0.5868633750345501,0.7760678172945973
62468.2,326395.702075069,5183207.161624077,62.48408852812004,-0.07393866858785265,0.20472055689493684,0.5920049638176996,0.7759849803232577
62468.4,326395.7007297322,5183207.115627662,62.513663116346414,-0.07188371114397388,0.19175028333016522,0.596629730592291,0.7759494348785502
62468.6,326395.6835160704,5183207.072145451,62.58300692758955,-0.06525297310753227,0.1714370851220311,0.6051426386897005,0.7746959159471255
62468.8,326395.6501850287,5183207.022200967,62.788148277699456,-0.03465959918164263,0.11244499804353775,0.6252791412457918,0.7714796368812866
62469.0,326395.6043491037,5183206.961913751,63.0425275333804,0.004688316571679234,0.021875969183579425,0.6426461347966859,0.7658364101365792
62469.2,326395.55811604246,5183206.877805557,63.340723953196544,0.05549342580456881,-0.10443492614229014,0.6467342809150347,0.7534909394169516
62469.4,326395.50375627977,5183206.760490226,63.61779915532063,0.1008846068070114,-0.27469643005629557,0.6180415504680941,0.7296497853893439
62469.6,326395.4453858867,5183206.6372647695,63.81601624589128,0.1390502887073218,-0.3859309089804046,0.5801806866950343,0.7036424670882562
62469.8,326395.3893991892,5183206.530997476,63.979174113915725,0.17436306051374864,-0.45830382747888865,0.5443566701696573,0.680610711411658
62470.0,326395.33665120584,5183206.438671607,64.09526753854537,0.1989202831655348,-0.5111240673213986,0.5129253071643779,0.6603715151492396
62470.2,326395.3229744667,5183206.435385297,64.05895220283905,0.19818171638129578,-0.5228318824342673,0.5083837434862263,0.6549173988842679
62470.4,326395.3070273441,5183206.398690504,64.06785457366178,0.20221680060528577,-0.5402727419405746,0.4976992578391315,0.6476952822240972
62470.6,326395.2964635494,5183206.36258375,64.08631633873043,0.20894040617381862,-0.559726508571087,0.48287826408884305,0.6402177163600568
62470.8,326394.6252742248,5183205.759938138,65.50955923038171,-0.35843999131519894,0.665989576454145,-0.3540525644413265,-0.5501140229924238
62471.0,326394.6352254239,5183205.770879797,65.47050242660593,-0.35664689345414596,0.667080098579362,-0.3529382972310449,-0.5506738543062549
62471.2,326394.6560043801,5183205.790172577,65.41979762880324,-0.3538797936515134,0.6671686146426085,-0.35325558464641466,-0.5521463784153117
62471.4,326394.6764390843,5183205.8004145995,65.38518958833531,-0.35233567455095083,0.6670109011706438,-0.3527581937348553,-0.5536403949416754
62471.6,326394.69592651905,5183205.817980268,65.33568963621323,-0.3512674248345365,0.6659694791357063,-0.3530816628537965,-0.5553640143781621
62471.8,326394.71499582694,5183205.837328951,65.29072183010624,-0.3484362930276331,0.6659289392574314,-0.35292788184216456,-0.5572905057320078
62472.0,326394.73497863085,5183205.8511005305,65.25664951202438,-0.3446746503060435,0.6664379226471713,-0.3530068095157559,-0.5589687586347168
62472.2,326394.7519762495,5183205.869201146,65.22606901868839,-0.3418838641291345,0.666472806070547,-0.3534222319911462,-0.5603767912315598
62472.4,326394.7678606826,5183205.884251416,65.20368910108603,-0.34095622853352187,0.6655530064754357,-0.35336241687312814,-0.5620703231245063
62472.6,326394.7833079147,5183205.901980515,65.16803025810323,-0.33823215414567337,0.6660317266721411,-0.35257537481522705,-0.5636411571576423
62472.8,326394.8038665913,5183205.923854819,65.12743264286028,-0.33478529722936295,0.6667110570495162,-0.3519944509200685,-0.5652566476287063
62473.0,326394.82322727086,5183205.944894355,65.09162495535033,-0.33125859113042494,0.6664197896806018,-0.35311309879326325,-0.5669775561562974
62473.2,326394.84111681127,5183205.9601115305,65.05815279163511,-0.3280077031363328,0.6662403845602086,-0.3538140139485552,-0.5686390245119521
62473.4,326394.85468987754,5183205.975821641,65.01699617500739,-0.3257386995639591,0.6663892388060355,-0.35267599589356924,-0.5704728950006063
62473.6,326394.87429162924,5183205.997568789,64.97330643720292,-0.3243635936202182,0.6655853809163803,-0.35158382067266053,-0.572864012559167
62473.8,326394.89686765213,5183206.015664447,64.92861863424874,-0.3226110742056729,0.6645367576860715,-0.3511504000831886,-0.5753315470277656
62474.0,326394.92756327667,5183206.03087661,64.89048522997342,-0.32083764747747884,0.6621164979560664,-0.35227089229895353,-0.578420405530796
62474.2,326394.95099427097,5183206.043304597,64.86873476646728,-0.31920288127491797,0.6609674567043964,-0.3518244434178562,-0.5809054163779402
62474.4,326394.9752403844,5183206.053773734,64.844274910442,-0.3165196933932094,0.6603380124684373,-0.35022905557436634,-0.5840450338929271
62474.6,326395.008760281,5183206.06750956,64.81088400339392,-0.31497019943361787,0.6582182661053938,-0.34962448739159735,-0.5876267569215335
62474.8,326395.13772686344,5183206.159457184,64.5828133383536,-0.2966886202131223,0.6472180778668295,-0.35994963239877986,-0.6029269312730882
62475.0,326395.21105886425,5183206.205766289,64.48786907282478,-0.286200076863656,0.6401263183447509,-0.36404621685177485,-0.613023787924696
62475.2,326395.2973832973,5183206.256840868,64.36933021648592,-0.27321306210331453,0.6303308282789128,-0.36949502813920126,-0.6257084734904595
62475.4,326395.3760394496,5183206.309674604,64.25412810552572,0.25837331845968414,-0.6194809702134135,0.37453882686738765,0.6396930693859201
62475.6,326395.46253068635,5183206.369823367,64.12590212638592,0.24496695402143406,-0.6054957202491847,0.38074034635935394,0.6545249520465516
62475.8,326395.5546377627,5183206.429726006,63.995707812927876,0.2284260854447625,-0.5887358428428906,0.3868000897624036,0.672009911683042
62476.0,326395.65004294727,5183206.492711964,63.87639941973696,0.20902248702508705,-0.5685104583268843,0.3937579247936559,0.6914189434438405
62476.2,326395.72845873394,5183206.541789145,63.7887933279052,0.18819063068721292,-0.5497169058610272,0.3991804328374774,0.7092605952481863
62476.4,326395.8097705967,5183206.592826191,63.68335815313502,0.16802822491632374,-0.5269238235566576,0.40434017114928034,0.7284413674379512
62476.6,326395.88745135145,5183206.642399093,63.58927848397477,0.1496165570398167,-0.5026941941439096,0.4089201492835674,0.7467916339538502
62476.8,326395.97603137675,5183206.699221895,63.47456097215646,0.12738095275728137,-0.4731393737719649,0.4133379902341363,0.7675056558036072
62477.0,326396.06427276897,5183206.759228985,63.33782298550517,0.10046167346264596,-0.4396224415010891,0.4167402774057539,0.7892826504373965
62477.2,326396.14626331616,5183206.80769452,63.233842293491755,0.07613090135899368,-0.40978520454738165,0.41697554858671626,0.8077199786269589
62477.4,326396.2204063993,5183206.841680079,63.14866033239263,0.057162002308836425,-0.382060460470518,0.41528888864054875,0.8235881549711593
62477.6,326396.2861688535,5183206.876414539,63.05398317042314,0.03381353009361525,-0.35591103751142333,0.4124843422501515,0.8378786582546486
62477.8,326396.3517856748,5183206.901626883,62.97259148210716,0.012341164863067211,-0.33150877867275774,0.40832527531555957,0.8504234797153661
62478.0,326396.4137199996,5183206.925810312,62.88827119918795,-0.009284724273162879,-0.307902691208696,0.4034727127995715,0.8615796519578258
62478.2,326396.4761023287,5183206.935388034,62.81882069775224,-0.02120601052578916,-0.2868849283851619,0.3965787112228824,0.8717641130419505
62478.4,326396.5313918129,5183206.954508276,62.743230824065094,-0.03623244259032709,-0.2644322138309125,0.390647219857269,0.8809980499468814
62478.6,326396.57815721526,5183206.9699467635,62.677341092361914,-0.046414055393010606,-0.24472170112504935,0.3850041631209465,0.8886668773167908
